[EVENT_TIMING] 9472 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     218.12     203.96     290.72      16.38
    2 UNKNOWN                  31      13.96      12.59      15.27       0.71
    3 UNKNOWN                  31      17.10      15.92      18.92       0.75
    4 UNKNOWN                  31      10.11       9.89      10.35       0.12
    5 UNKNOWN                  31      12.13      11.50      12.55       0.26
    6 UNKNOWN                  31      15.18      14.52      15.85       0.39
    7 UNKNOWN                  31       7.86       7.25       8.66       0.37
    8 UNKNOWN                  31       4.74       3.60       5.21       0.48
    9 UNKNOWN                  31      34.97      33.60      37.10       0.93
   10 UNKNOWN                  31      50.52      49.63      51.88       0.57
   11 UNKNOWN                  31      13.56      12.92      14.00       0.23
   12 UNKNOWN                  31       9.90       9.55      10.34       0.17
   13 UNKNOWN                  31      12.31      11.89      12.90       0.27
   14 UNKNOWN                  31      15.35      14.96      15.88       0.23
   15 UNKNOWN                  31       6.93       6.58       7.48       0.24
   16 UNKNOWN                  31      17.12      15.52      18.45       1.03
   17 UNKNOWN                  31      41.36      38.89      44.54       1.60
   18 UNKNOWN                  31      23.33      21.76      26.40       1.18
   19 UNKNOWN                  31       4.57       4.17       5.18       0.25
   20 UNKNOWN                  31      13.67      13.17      14.23       0.27
   21 UNKNOWN                  31       9.76       9.33      10.91       0.29
   22 UNKNOWN                  31      12.07      11.30      12.99       0.37
   23 UNKNOWN                  31      15.32      14.94      16.05       0.28
   24 UNKNOWN                  31       7.90       7.41       8.47       0.28
   25 UNKNOWN                  31      16.88      14.96      18.20       0.95
   26 UNKNOWN                  31      41.52      39.16      45.16       1.43
   27 UNKNOWN                  31      23.75      21.64      26.28       1.21
   28 UNKNOWN                  31       4.68       4.38       5.07       0.18
   29 UNKNOWN                  31      13.49      13.00      13.94       0.24
   30 UNKNOWN                  31       9.86       9.60      10.28       0.17
   31 UNKNOWN                  31      12.19      11.55      12.87       0.31
   32 UNKNOWN                  31      15.21      14.53      15.68       0.27
   33 UNKNOWN                  31       7.86       7.16       8.68       0.36
   34 UNKNOWN                  31      16.46      15.19      18.19       1.04
   35 UNKNOWN                  31      43.38      40.53      47.38       2.19
   36 UNKNOWN                  31      23.37      21.88      25.28       0.98
   37 UNKNOWN                  31       4.68       4.38       4.96       0.15
   38 UNKNOWN                  31      13.71      13.28      14.52       0.28
   39 UNKNOWN                  31       9.77       9.41      10.37       0.19
   40 UNKNOWN                  31      12.09      11.40      12.79       0.35
   41 UNKNOWN                  31      15.15      14.72      15.76       0.25
   42 UNKNOWN                  31       7.95       6.90       8.58       0.32
   43 UNKNOWN                  31      16.74      15.00      18.16       0.87
   44 UNKNOWN                  31      43.31      40.20      48.08       1.89
   45 UNKNOWN                  31      23.10      21.47      25.12       1.09
   46 UNKNOWN                  31       4.84       4.16       6.96       0.59
   47 UNKNOWN                  31      13.61      13.27      14.28       0.24
   48 UNKNOWN                  31       9.67       9.39      10.74       0.26
   49 UNKNOWN                  31      12.32      11.81      12.90       0.34
   50 UNKNOWN                  31      15.28      14.85      15.76       0.25
   51 UNKNOWN                  31       7.79       7.20       8.31       0.33
   52 UNKNOWN                  31      16.58      14.82      17.94       1.04
   53 UNKNOWN                  31      41.54      38.13      44.13       1.53
   54 UNKNOWN                  31      23.29      21.76      24.92       0.93
   55 UNKNOWN                  31       4.78       4.24       5.48       0.31
   56 UNKNOWN                  31      13.68      13.28      14.00       0.22
   57 UNKNOWN                  31       9.62       9.33      10.50       0.20
   58 UNKNOWN                  31      12.29      11.55      13.03       0.36
   59 UNKNOWN                  31      15.31      14.68      15.75       0.25
   60 UNKNOWN                  31       7.84       7.37       8.37       0.31
   61 UNKNOWN                  31      16.50      14.76      17.76       0.93
   62 UNKNOWN                  31      44.05      40.07      48.00       2.11
   63 UNKNOWN                  31      22.86      21.08      25.28       1.20
   64 UNKNOWN                  31       4.83       4.37       5.69       0.27
   65 UNKNOWN                  31      13.72      13.37      14.11       0.18
   66 UNKNOWN                  31       9.94       9.61      10.92       0.24
   67 UNKNOWN                  31      12.35      11.57      12.92       0.32
   68 UNKNOWN                  31      15.09      14.52      15.67       0.27
   69 UNKNOWN                  31       8.07       7.37       8.83       0.32
   70 UNKNOWN                  31      16.31      15.16      18.04       1.03
   71 UNKNOWN                  31      42.22      38.15      46.09       1.99
   72 UNKNOWN                  31      23.32      21.64      26.56       1.31
   73 UNKNOWN                  31       5.07       4.24       6.80       0.64
   74 UNKNOWN                  31      13.72      13.16      14.12       0.23
   75 UNKNOWN                  31       9.82       9.51      10.52       0.22
   76 UNKNOWN                  31      12.02      11.35      13.16       0.41
   77 UNKNOWN                  31      15.04      14.61      15.52       0.20
   78 UNKNOWN                  31       8.22       7.43       8.65       0.28
   79 UNKNOWN                  31      16.65      15.48      17.80       0.80
   80 UNKNOWN                  31      41.70      37.81      45.48       1.55
   81 UNKNOWN                  31      23.11      21.59      24.68       0.90
   82 UNKNOWN                  31       5.08       4.05       8.24       0.84
   83 UNKNOWN                  31      13.74      13.39      14.07       0.18
   84 UNKNOWN                  31       9.75       9.42      10.62       0.21
   85 UNKNOWN                  31      12.24      11.42      12.82       0.35
   86 UNKNOWN                  31      15.21      14.64      15.76       0.25
   87 UNKNOWN                  31       8.00       7.29       8.52       0.33
   88 UNKNOWN                  31      16.44      14.96      17.53       0.59
   89 UNKNOWN                  31      41.49      38.93      44.95       1.30
   90 UNKNOWN                  31      23.74      21.97      26.82       1.38
   91 UNKNOWN                  31       4.68       4.27       6.14       0.35
   92 UNKNOWN                  31      13.64      13.21      14.22       0.21
   93 UNKNOWN                  31       9.57       9.32      10.58       0.23
   94 UNKNOWN                  31      12.23      11.71      12.91       0.34
   95 UNKNOWN                  31      15.20      14.72      15.64       0.22
   96 UNKNOWN                  31       7.86       7.41       8.57       0.28
   97 UNKNOWN                  31      16.89      15.24      18.12       0.80
   98 UNKNOWN                  31      41.06      38.34      43.84       1.36
   99 UNKNOWN                  31      23.47      21.93      25.84       1.13
  100 UNKNOWN                  31       4.76       4.00       7.14       0.53
  101 UNKNOWN                  31      13.68      13.19      14.28       0.28
  102 UNKNOWN                  31       9.77       9.36      10.22       0.17
  103 UNKNOWN                  31      12.27      11.67      12.99       0.34
  104 UNKNOWN                  31      15.17      14.68      15.68       0.27
  105 UNKNOWN                  31       7.94       7.41       8.45       0.28
  106 UNKNOWN                  31      16.58      15.00      17.91       1.06
  107 UNKNOWN                  31      40.61      38.12      43.46       1.61
  108 UNKNOWN                  31      24.04      21.75      25.26       0.98
  109 UNKNOWN                  31       4.72       4.42       5.16       0.18
  110 UNKNOWN                  31      13.57      13.05      14.16       0.24
