[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  28     196.57     169.40     285.28      25.26
    2 UNKNOWN                  29      14.11      12.71      15.31       0.74
    3 UNKNOWN                  29      16.67      15.24      18.10       0.75
    4 UNKNOWN                  29       9.96       9.61      10.40       0.18
    5 UNKNOWN                  29      12.08      11.33      12.95       0.39
    6 UNKNOWN                  29      15.23      14.70      15.82       0.27
    7 UNKNOWN                  29       7.66       6.98       8.36       0.32
    8 UNKNOWN                  29       4.74       3.85       5.47       0.46
    9 UNKNOWN                  29      35.34      34.33      37.12       0.70
   10 UNKNOWN                  29      50.78      49.78      52.08       0.70
   11 UNKNOWN                  29      13.58      13.03      14.20       0.26
   12 UNKNOWN                  29       9.85       9.56      10.32       0.20
   13 UNKNOWN                  29      11.96      11.19      12.62       0.36
   14 UNKNOWN                  29      15.22      14.81      15.69       0.24
   15 UNKNOWN                  29       7.06       6.77       7.93       0.24
   16 UNKNOWN                  29      17.20      15.56      18.35       0.93
   17 UNKNOWN                  29      41.67      38.91      48.05       1.90
   18 UNKNOWN                  29      23.97      22.20      26.52       1.06
   19 UNKNOWN                  29       4.66       4.16       5.16       0.22
   20 UNKNOWN                  29      13.72      13.32      14.26       0.24
   21 UNKNOWN                  29      10.31       9.94      10.76       0.19
   22 UNKNOWN                  29      12.23      11.23      12.92       0.42
   23 UNKNOWN                  29      15.36      14.84      15.84       0.29
   24 UNKNOWN                  29       8.01       7.44       8.44       0.24
   25 UNKNOWN                  29      17.46      15.52      18.42       0.78
   26 UNKNOWN                  29      41.20      38.98      43.41       1.22
   27 UNKNOWN                  29      23.67      21.81      26.04       1.18
   28 UNKNOWN                  29       4.73       3.92       6.55       0.44
   29 UNKNOWN                  29      13.66      13.30      14.05       0.24
   30 UNKNOWN                  29       9.73       9.47      10.13       0.16
   31 UNKNOWN                  29      12.13      11.32      12.97       0.40
   32 UNKNOWN                  29      15.10      14.53      15.62       0.25
   33 UNKNOWN                  29       8.10       7.56       8.61       0.28
   34 UNKNOWN                  29      16.26      14.92      17.79       0.77
   35 UNKNOWN                  29      42.41      39.83      46.05       1.61
   36 UNKNOWN                  29      23.20      20.74      26.16       1.32
   37 UNKNOWN                  29       4.83       4.15       5.45       0.33
   38 UNKNOWN                  29      13.68      13.06      14.27       0.26
   39 UNKNOWN                  29       9.64       9.34      10.85       0.29
   40 UNKNOWN                  29      12.19      11.61      12.84       0.39
   41 UNKNOWN                  29      15.27      14.20      15.77       0.33
   42 UNKNOWN                  29       8.07       7.27       8.65       0.33
   43 UNKNOWN                  29      16.54      15.07      18.02       1.00
   44 UNKNOWN                  29      44.72      42.15      47.18       1.17
   45 UNKNOWN                  29      22.74      21.48      24.56       0.86
   46 UNKNOWN                  29       4.75       3.96       6.89       0.52
   47 UNKNOWN                  29      13.53      13.08      13.97       0.24
   48 UNKNOWN                  29       9.61       9.33      10.76       0.26
   49 UNKNOWN                  29      12.21      11.54      12.91       0.43
   50 UNKNOWN                  29      15.14      14.60      15.50       0.25
   51 UNKNOWN                  29       8.08       7.52       8.45       0.22
   52 UNKNOWN                  29      16.86      15.08      18.53       1.02
   53 UNKNOWN                  29      43.14      40.07      48.27       1.63
   54 UNKNOWN                  29      23.70      21.70      26.48       1.34
   55 UNKNOWN                  29       4.71       4.25       5.33       0.27
   56 UNKNOWN                  29      13.65      13.21      14.07       0.20
   57 UNKNOWN                  29      10.00       9.70      10.28       0.15
   58 UNKNOWN                  29      12.15      11.17      12.97       0.47
   59 UNKNOWN                  29      15.16      14.60      15.74       0.28
   60 UNKNOWN                  29       8.14       7.76       8.64       0.25
   61 UNKNOWN                  29      16.49      14.89      17.69       0.89
   62 UNKNOWN                  29      44.24      40.47      47.86       1.91
   63 UNKNOWN                  29      24.07      21.80      26.48       1.35
   64 UNKNOWN                  29       4.75       4.45       5.13       0.17
   65 UNKNOWN                  29      13.75      13.21      14.31       0.24
   66 UNKNOWN                  29       9.64       9.30      10.00       0.16
   67 UNKNOWN                  29      12.30      11.62      13.15       0.41
   68 UNKNOWN                  29      15.24      14.69      15.72       0.27
   69 UNKNOWN                  29       8.09       7.59       8.62       0.26
   70 UNKNOWN                  29      15.99      15.05      17.95       0.75
   71 UNKNOWN                  29      45.50      42.92      48.17       1.49
   72 UNKNOWN                  29      23.60      21.62      26.08       1.22
   73 UNKNOWN                  29       5.09       4.35       6.56       0.51
   74 UNKNOWN                  29      13.72      13.37      14.27       0.25
   75 UNKNOWN                  29       9.73       9.49      10.05       0.14
   76 UNKNOWN                  29      12.33      11.63      13.16       0.41
   77 UNKNOWN                  29      15.21      14.80      15.71       0.24
   78 UNKNOWN                  29       7.99       7.33       8.65       0.35
   79 UNKNOWN                  29      17.07      15.58      18.10       0.69
   80 UNKNOWN                  29      43.45      40.54      50.15       2.08
   81 UNKNOWN                  29      23.46      21.71      26.21       1.13
   82 UNKNOWN                  29       4.87       4.29       5.93       0.41
   83 UNKNOWN                  29      13.91      13.44      14.54       0.29
   84 UNKNOWN                  29      10.02       9.60      10.36       0.17
   85 UNKNOWN                  29      12.09      11.14      12.90       0.40
   86 UNKNOWN                  29      15.44      14.96      16.13       0.29
   87 UNKNOWN                  29       8.07       7.27       8.67       0.35
   88 UNKNOWN                  29      16.29      15.08      18.11       1.04
   89 UNKNOWN                  29      42.67      39.34      45.17       1.57
   90 UNKNOWN                  29      23.07      21.79      24.63       0.87
   91 UNKNOWN                  29       5.07       4.14       8.36       0.76
   92 UNKNOWN                  29      13.71      12.94      14.27       0.33
   93 UNKNOWN                  29      10.15       9.94      10.60       0.17
   94 UNKNOWN                  29      12.12      11.16      12.91       0.45
   95 UNKNOWN                  29      15.26      14.59      15.72       0.24
   96 UNKNOWN                  29       7.87       7.07       8.37       0.31
   97 UNKNOWN                  29      16.65      15.37      18.13       0.92
   98 UNKNOWN                  29      43.46      40.61      46.79       1.76
   99 UNKNOWN                  29      23.53      21.97      26.76       1.22
  100 UNKNOWN                  29       5.05       4.33       6.23       0.46
  101 UNKNOWN                  29      13.87      13.34      14.27       0.23
  102 UNKNOWN                  29       9.53       9.18      10.50       0.24
  103 UNKNOWN                  29      12.43      11.08      13.37       0.49
  104 UNKNOWN                  29      15.25      14.67      15.90       0.30
  105 UNKNOWN                  29       7.92       7.47       8.54       0.30
  106 UNKNOWN                  29      16.51      14.99      17.85       0.93
  107 UNKNOWN                  29      42.95      40.10      47.45       1.62
  108 UNKNOWN                  29      23.78      21.96      26.08       1.06
  109 UNKNOWN                  29       4.97       4.25       6.06       0.44
  110 UNKNOWN                  29      13.65      13.21      14.06       0.24
  111 UNKNOWN                  29       9.72       9.42      10.50       0.20
  112 UNKNOWN                  29      12.49      11.78      13.02       0.26
  113 UNKNOWN                  29      15.42      14.78      15.92       0.30
  114 UNKNOWN                  29       8.03       7.04       8.44       0.35
  115 UNKNOWN                  29      16.37      14.90      17.84       0.92
  116 UNKNOWN                  29      43.06      40.04      47.57       1.55
  117 UNKNOWN                  29      22.90      21.62      24.79       0.94
  118 UNKNOWN                  29       5.03       4.36       6.12       0.43
  119 UNKNOWN                  29      13.89      13.44      14.42       0.28
  120 UNKNOWN                  29       9.85       9.57      10.22       0.18
  121 UNKNOWN                  29      12.17      11.58      12.78       0.33
  122 UNKNOWN                  29      15.29      14.80      15.76       0.26
  123 UNKNOWN                  29       8.02       7.39       8.55       0.30
  124 UNKNOWN                  29      15.59      14.80      17.95       0.90
  125 UNKNOWN                  29      42.62      39.87      44.16       1.01
  126 UNKNOWN                  29      23.41      21.76      26.73       1.26
  127 UNKNOWN                  29       4.93       4.18       6.63       0.49
  128 UNKNOWN                  29      13.69      13.30      14.07       0.19
  129 UNKNOWN                  29      10.34       9.99      10.92       0.20
  130 UNKNOWN                  29      11.98      11.28      12.69       0.38
  131 UNKNOWN                  29      15.14      14.56      15.80       0.31
  132 UNKNOWN                  29       8.15       7.38       8.82       0.27
  133 UNKNOWN                  29      17.09      15.31      18.27       1.00
  134 UNKNOWN                  29      42.07      38.71      46.07       1.88
  135 UNKNOWN                  29      23.64      21.88      26.96       1.49
  136 UNKNOWN                  29       4.99       4.28       7.59       0.68
  137 UNKNOWN                  29      13.69      13.23      14.06       0.23
  138 UNKNOWN                  29       9.62       9.27      10.49       0.24
  139 UNKNOWN                  29      12.54      11.48      13.18       0.41
  140 UNKNOWN                  29      15.32      14.87      15.71       0.23
  141 UNKNOWN                  29       8.03       7.45       8.63       0.29
  142 UNKNOWN                  29      16.09      14.89      18.08       0.77
  143 UNKNOWN                  29      42.20      39.65      44.60       1.42
  144 UNKNOWN                  29      23.75      22.32      24.96       0.77
  145 UNKNOWN                  29       5.16       4.33       7.63       0.79
  146 UNKNOWN                  29      13.70      13.27      14.02       0.22
  147 UNKNOWN                  29       9.80       9.42      10.46       0.20
  148 UNKNOWN                  29      12.24      11.71      13.02       0.33
  149 UNKNOWN                  29      15.29      14.76      15.81       0.26
  150 UNKNOWN                  29       7.91       7.25       8.66       0.33
  151 UNKNOWN                  29      17.00      15.11      18.00       0.84
  152 UNKNOWN                  29      41.62      39.62      43.88       1.09
  153 UNKNOWN                  29      23.08      21.75      25.94       1.08
  154 UNKNOWN                  29       4.79       4.23       5.63       0.35
  155 UNKNOWN                  29      13.58      13.09      13.99       0.21
  156 UNKNOWN                  29       9.70       9.24      10.41       0.24
  157 UNKNOWN                  29      11.95      11.01      12.53       0.37
  158 UNKNOWN                  29      15.09      14.44      15.56       0.27
  159 UNKNOWN                  29       7.35       6.78       7.93       0.29
  160 UNKNOWN                  29      16.50      15.04      17.86       1.08
  161 UNKNOWN                  29      41.61      39.01      46.53       1.71
  162 UNKNOWN                  29      23.84      21.96      27.24       1.34
  163 UNKNOWN                  29       4.98       4.25       6.89       0.52
  164 UNKNOWN                  29      13.75      13.31      14.27       0.21
  165 UNKNOWN                  29      10.13       9.70      10.47       0.15
  166 UNKNOWN                  29      12.08      11.19      12.72       0.37
  167 UNKNOWN                  29      15.12      14.34      15.56       0.31
  168 UNKNOWN                  29       8.15       7.40       8.72       0.33
  169 UNKNOWN                  29      16.70      15.13      17.87       0.88
  170 UNKNOWN                  29      41.45      39.34      44.91       1.39
  171 UNKNOWN                  29      23.77      22.25      25.75       0.89
  172 UNKNOWN                  29       4.91       4.19       5.98       0.47
  173 UNKNOWN                  29      13.62      13.07      14.14       0.24
  174 UNKNOWN                  29       9.73       9.36      10.24       0.18
  175 UNKNOWN                  29      12.35      11.36      13.24       0.45
  176 UNKNOWN                  29      15.18      14.75      15.83       0.28
  177 UNKNOWN                  29       8.01       7.34       8.54       0.31
  178 UNKNOWN                  29      16.09      14.74      17.37       0.83
  179 UNKNOWN                  29      42.61      40.29      45.33       1.24
  180 UNKNOWN                  29      23.01      22.00      26.00       0.97
  181 UNKNOWN                  29       4.92       4.12       6.62       0.60
  182 UNKNOWN                  29      13.77      13.09      14.23       0.25
  183 UNKNOWN                  29       9.93       9.54      10.28       0.16
  184 UNKNOWN                  29      12.18      11.46      12.74       0.36
  185 UNKNOWN                  29      15.14      14.67      15.60       0.26
  186 UNKNOWN                  29       8.20       7.63       8.77       0.31
  187 UNKNOWN                  29      16.24      14.73      17.65       0.94
  188 UNKNOWN                  29      42.15      39.81      44.69       1.32
  189 UNKNOWN                  29      23.16      21.96      25.12       1.01
  190 UNKNOWN                  29       4.68       4.16       5.89       0.29
  191 UNKNOWN                  29      13.51      12.74      13.93       0.27
  192 UNKNOWN                  29       9.83       9.44      10.10       0.17
  193 UNKNOWN                  29      12.10      11.35      12.68       0.31
  194 UNKNOWN                  29      15.21      14.65      15.67       0.26
  195 UNKNOWN                  29       8.03       7.38       8.71       0.31
  196 UNKNOWN                  29      16.12      15.05      18.05       1.00
  197 UNKNOWN                  29      41.93      39.02      45.27       1.56
  198 UNKNOWN                  29      23.81      22.20      25.84       1.11
  199 UNKNOWN                  29       4.85       4.23       5.96       0.36
  200 UNKNOWN                  29      13.76      13.26      14.38       0.28
  201 UNKNOWN                  29       9.90       9.55      10.34       0.23
  202 UNKNOWN                  29      12.04      11.34      13.01       0.38
  203 UNKNOWN                  29      15.21      14.58      15.68       0.31
  204 UNKNOWN                  29       8.05       7.36       8.53       0.30
  205 UNKNOWN                  29      16.93      15.07      17.80       0.63
  206 UNKNOWN                  29      43.16      39.39      45.93       1.42
  207 UNKNOWN                  29      23.42      21.87      26.64       1.34
  208 UNKNOWN                  29       5.25       4.50       6.70       0.59
  209 UNKNOWN                  29      13.78      13.39      14.15       0.20
  210 UNKNOWN                  29       9.65       9.39       9.91       0.13
  211 UNKNOWN                  29      12.75      11.81      13.55       0.39
  212 UNKNOWN                  29      15.21      14.81      15.54       0.16
  213 UNKNOWN                  29       8.13       7.59       8.65       0.24
  214 UNKNOWN                  29      16.57      15.03      17.94       0.89
  215 UNKNOWN                  29      41.65      39.10      44.43       1.42
  216 UNKNOWN                  29      23.17      21.68      24.66       1.00
  217 UNKNOWN                  29       4.83       4.13       5.85       0.44
  218 UNKNOWN                  29      13.74      13.15      14.51       0.27
  219 UNKNOWN                  29       9.67       9.35      10.00       0.16
  220 UNKNOWN                  29      12.15      11.59      12.77       0.30
  221 UNKNOWN                  29      15.19      14.75      15.67       0.24
  222 UNKNOWN                  29       8.02       7.47       8.44       0.26
  223 UNKNOWN                  29      16.46      14.90      17.62       0.85
  224 UNKNOWN                  29      41.56      39.03      44.51       1.29
  225 UNKNOWN                  29      23.20      21.59      26.04       1.19
  226 UNKNOWN                  29       4.77       4.28       5.72       0.35
  227 UNKNOWN                  29      13.84      13.27      14.14       0.24
  228 UNKNOWN                  29       9.84       9.49      10.10       0.16
  229 UNKNOWN                  29      11.73      11.32      12.63       0.31
  230 UNKNOWN                  29      15.03      14.66      15.72       0.26
  231 UNKNOWN                  29       8.11       7.39       8.65       0.30
  232 UNKNOWN                  29      16.13      14.93      17.80       1.04
  233 UNKNOWN                  29      41.93      38.72      45.21       1.62
  234 UNKNOWN                  29      23.15      21.80      24.56       0.99
  235 UNKNOWN                  29       4.70       4.19       5.26       0.25
  236 UNKNOWN                  29      13.65      13.20      14.04       0.21
  237 UNKNOWN                  29      10.06       9.79      10.36       0.16
  238 UNKNOWN                  29      12.29      11.77      12.89       0.31
  239 UNKNOWN                  29      15.19      14.64      15.63       0.23
  240 UNKNOWN                  29       7.85       7.12       8.46       0.31
  241 UNKNOWN                  29      15.92      14.79      17.49       0.81
  242 UNKNOWN                  29      41.98      39.00      43.79       1.36
  243 UNKNOWN                  29      23.03      21.84      25.22       1.09
  244 UNKNOWN                  29       6.09       4.40       6.98       0.92
  245 UNKNOWN                  25       5.96       0.01      73.09      19.67
  246 UNKNOWN                  24       3.35       0.03      73.91      14.72
  247 UNKNOWN                  26       3.03       0.01      73.76      14.15
  248 UNKNOWN                  25       0.16       0.01       0.65       0.17
  249 UNKNOWN                  28       2.82       0.01      73.79      13.66
  250 UNKNOWN                  23       6.66       0.01      76.40      20.91
  251 UNKNOWN                  27       0.26       0.02       0.77       0.18
  252 UNKNOWN                  25       3.16       0.01      74.98      14.66
  253 UNKNOWN                  27       3.03       0.02      76.95      14.50
  254 UNKNOWN                  27       0.20       0.01       0.56       0.16
  255 UNKNOWN                  24       9.34       0.02      74.06      24.26
  256 UNKNOWN                  27       2.91       0.01      73.66      13.88
  257 UNKNOWN                  25       0.17       0.01       0.79       0.18
  258 UNKNOWN                  26       3.05       0.02      73.52      14.10
  259 UNKNOWN                  29       2.87       0.03      76.45      13.91
  260 UNKNOWN                  24       3.22       0.01      74.03      14.77
  261 UNKNOWN                  28       8.25       0.01      77.22      23.40
  262 UNKNOWN                  25       0.19       0.01       0.92       0.20
  263 UNKNOWN                  27       3.03       0.01      76.33      14.38
  264 UNKNOWN                  25       6.02       0.01      73.44      19.81
  265 UNKNOWN                  27       3.06       0.02      77.22      14.55
  266 UNKNOWN                  24       3.35       0.02      76.04      15.16
  267 UNKNOWN                  26       0.30       0.01       1.06       0.31
  268 UNKNOWN                  28       5.69       0.01      76.87      19.39
  269 UNKNOWN                  26       0.16       0.01       0.59       0.14
  270 UNKNOWN                  24       3.38       0.01      76.25      15.19
  271 UNKNOWN                  27       2.96       0.01      73.26      13.79
  272 UNKNOWN                  24       0.22       0.01       1.24       0.26
  273 UNKNOWN                  23       0.28       0.01       1.62       0.36
  274 UNKNOWN                  27       0.23       0.01       1.05       0.26
  275 UNKNOWN                  26       3.11       0.02      75.42      14.46
  276 UNKNOWN                  24       0.11       0.01       0.44       0.10
  277 UNKNOWN                  29       0.57       0.05       1.89       0.52
  278 UNKNOWN                  27       0.59       0.01       2.64       0.68
  279 UNKNOWN                  28       0.67       0.04       2.63       0.58
  280 UNKNOWN                  29       0.53       0.02       1.68       0.51
  281 UNKNOWN                  27       0.47       0.02       1.86       0.41
  282 UNKNOWN                  27       3.42       0.04      28.78       8.84
  283 UNKNOWN                  29       9.92       0.02      29.41      13.10
  284 UNKNOWN                  29       7.86       0.03      28.60      12.13
  285 UNKNOWN                  28       0.36       0.01       1.64       0.33
  286 UNKNOWN                  28       0.48       0.01       2.20       0.51
  287 UNKNOWN                  26       5.67       0.02      30.24      10.85
  288 UNKNOWN                  25       2.72       0.02      28.29       7.49
  289 UNKNOWN                  28       0.32       0.01       1.32       0.33
  290 UNKNOWN                  26       1.52       0.01      29.01       5.52
  291 UNKNOWN                  26       0.28       0.01       1.21       0.31
  292 UNKNOWN                  27       0.37       0.02       1.12       0.35
  293 UNKNOWN                  28       0.42       0.02       1.22       0.28
  294 UNKNOWN                  27       0.32       0.01       1.19       0.31
  295 UNKNOWN                  29       5.33       4.92       5.78       0.26
  296 UNKNOWN                  29       5.10       4.90       5.25       0.09

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4306.9      4.307   100.0%
TOTAL                             4306.9      4.307

Saved raw event timing to event_timing.json
