[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     213.90     179.12     288.44      36.36
    2 UNKNOWN                  30      14.27      12.66      15.98       0.74
    3 UNKNOWN                  30      17.32      15.60      19.26       0.77
    4 UNKNOWN                  30       9.89       9.56      10.78       0.22
    5 UNKNOWN                  30      12.53      11.96      13.21       0.29
    6 UNKNOWN                  30      15.09      14.52      15.53       0.27
    7 UNKNOWN                  30       7.83       7.33       8.54       0.25
    8 UNKNOWN                  30       4.09       3.33       5.12       0.47
    9 UNKNOWN                  30      36.44      34.82      37.72       0.78
   10 UNKNOWN                  30      50.39      49.48      51.80       0.64
   11 UNKNOWN                  30      14.14      13.64      14.61       0.24
   12 UNKNOWN                  30       9.90       9.51      10.21       0.19
   13 UNKNOWN                  30      12.37      11.65      12.91       0.37
   14 UNKNOWN                  30      15.15      14.48      15.70       0.27
   15 UNKNOWN                  30       7.05       6.78       7.38       0.18
   16 UNKNOWN                  30      17.54      15.68      18.74       0.91
   17 UNKNOWN                  30      41.13      39.27      43.98       1.24
   18 UNKNOWN                  30      23.16      21.71      24.64       0.87
   19 UNKNOWN                  30       4.55       4.12       5.04       0.22
   20 UNKNOWN                  30      13.99      13.60      14.32       0.17
   21 UNKNOWN                  30       9.70       9.28      10.95       0.33
   22 UNKNOWN                  30      12.70      11.97      13.60       0.33
   23 UNKNOWN                  30      15.11      14.53      15.67       0.29
   24 UNKNOWN                  30       7.84       7.33       8.38       0.30
   25 UNKNOWN                  30      16.16      15.15      17.96       0.75
   26 UNKNOWN                  30      43.66      41.22      49.44       1.93
   27 UNKNOWN                  30      23.68      21.61      26.32       1.23
   28 UNKNOWN                  30       4.59       3.78       5.59       0.36
   29 UNKNOWN                  30      14.04      13.71      14.31       0.14
   30 UNKNOWN                  30       9.50       9.24       9.96       0.15
   31 UNKNOWN                  30      12.47      11.81      13.04       0.25
   32 UNKNOWN                  30      14.95      14.49      15.69       0.24
   33 UNKNOWN                  30       7.82       7.11       8.32       0.28
   34 UNKNOWN                  30      15.92      14.84      17.70       0.82
   35 UNKNOWN                  30      44.02      39.87      48.54       1.97
   36 UNKNOWN                  30      23.32      21.33      24.72       1.03
   37 UNKNOWN                  30       4.82       4.12       5.38       0.32
   38 UNKNOWN                  30      13.97      13.41      14.53       0.26
   39 UNKNOWN                  30       9.63       9.31       9.98       0.16
   40 UNKNOWN                  30      12.87      12.12      13.48       0.28
   41 UNKNOWN                  30      15.18      14.57      15.57       0.22
   42 UNKNOWN                  30       7.77       7.31       8.51       0.32
   43 UNKNOWN                  30      16.38      15.01      18.18       0.88
   44 UNKNOWN                  30      41.44      38.62      44.48       1.59
   45 UNKNOWN                  30      23.46      21.68      25.52       1.09
   46 UNKNOWN                  30       4.73       4.08       6.56       0.45
   47 UNKNOWN                  30      13.87      13.40      14.47       0.27
   48 UNKNOWN                  30       9.80       9.33      10.33       0.18
   49 UNKNOWN                  30      12.54      11.67      13.23       0.39
   50 UNKNOWN                  30      15.14      14.72      15.91       0.28
   51 UNKNOWN                  30       7.68       7.20       8.14       0.25
   52 UNKNOWN                  30      17.17      15.30      18.28       0.83
   53 UNKNOWN                  30      41.33      38.78      43.83       1.01
   54 UNKNOWN                  30      23.13      21.77      25.19       0.96
   55 UNKNOWN                  30       4.73       4.40       5.31       0.23
   56 UNKNOWN                  30      14.10      13.56      14.44       0.22
   57 UNKNOWN                  30       9.89       9.57      10.73       0.22
   58 UNKNOWN                  30      12.59      11.69      13.13       0.34
   59 UNKNOWN                  30      15.03      14.56      15.60       0.27
   60 UNKNOWN                  30       7.78       7.25       8.27       0.25
