# Measurement report

| Quantity | Predicted | Measured |
|---|---|---|
| bytes per iteration (read, MiB) | 4709.9 weights + cache; about 4772.0 with activations | - |
| time per iteration, median (us) | 1148.5-1349.4 + 326 t_b + T_serial | - |
| time per iteration, P95 (us) |  | - |
| time per iteration from event timing, median (us) |  | 4284.2 |
| time per iteration from host wall clock (us) |  | 7224.5 |
| time per iteration from the kernel trace (us) |  | - |
| achieved read bandwidth (TB/s) | 3.66-4.3 over T_bw | - |
| launches per generation | 3 | - |
| L2 hit rate | 16-17% (Fleet's batch-1 figure) | - |
| tokens per second |  | - |
| GFX clock from amd-smi during the run, median / max (MHz) | 2100 max (D2 of round 1) | 2107 / 2108 over 54 samples |
| memory clock from amd-smi, median (MHz) |  | 900 |

## Per-operator time (event gaps, mean over iterations after the first)

| Event | Operator | mean us | min us | max us | n |
|---|---|---|---|---|---|
| 1 | iteration_start | 218.12 | 203.96 | 290.72 | 30 |
| 2 | embed_layer | 13.96 | 12.59 | 15.27 | 31 |
| 3 | linear_gemv_layer | 17.10 | 15.92 | 18.92 | 31 |
| 4 | mla_prep_layer | 10.11 | 9.89 | 10.35 | 31 |
| 5 | mla_attend_layer | 12.13 | 11.50 | 12.55 | 31 |
| 6 | mla_merge_uv_tile_layer | 15.18 | 14.52 | 15.85 | 31 |
| 7 | linear_gemv_layer | 7.86 | 7.25 | 8.66 | 31 |
| 8 | rmsnorm_layer | 4.74 | 3.60 | 5.21 | 31 |
| 9 | gang_linear_silu_layer | 34.97 | 33.60 | 37.10 | 31 |
| 10 | linear_with_residual_layer | 50.52 | 49.63 | 51.88 | 31 |
| 11 | linear_gemv_layer | 13.56 | 12.92 | 14.00 | 31 |
| 12 | mla_prep_layer | 9.90 | 9.55 | 10.34 | 31 |
| 13 | mla_attend_layer | 12.31 | 11.89 | 12.90 | 31 |
| 14 | mla_merge_uv_tile_layer | 15.35 | 14.96 | 15.88 | 31 |
| 15 | linear_gemv_layer | 6.93 | 6.58 | 7.48 | 31 |
| 16 | moe_router_layer | 17.12 | 15.52 | 18.45 | 31 |
| 17 | gang_moe_w13_linear_layer | 41.36 | 38.89 | 44.54 | 31 |
| 18 | gang_moe_w2_silu_linear_layer | 23.33 | 21.76 | 26.40 | 31 |
| 19 | moe_mul_sum_add_layer | 4.57 | 4.17 | 5.18 | 31 |
| 20 | linear_gemv_layer | 13.67 | 13.17 | 14.23 | 31 |
| 21 | mla_prep_layer | 9.76 | 9.33 | 10.91 | 31 |
| 22 | mla_attend_layer | 12.07 | 11.30 | 12.99 | 31 |
| 23 | mla_merge_uv_tile_layer | 15.32 | 14.94 | 16.05 | 31 |
| 24 | linear_gemv_layer | 7.90 | 7.41 | 8.47 | 31 |
| 25 | moe_router_layer | 16.88 | 14.96 | 18.20 | 31 |
| 26 | gang_moe_w13_linear_layer | 41.52 | 39.16 | 45.16 | 31 |
| 27 | gang_moe_w2_silu_linear_layer | 23.75 | 21.64 | 26.28 | 31 |
| 28 | moe_mul_sum_add_layer | 4.68 | 4.38 | 5.07 | 31 |
| 29 | linear_gemv_layer | 13.49 | 13.00 | 13.94 | 31 |
| 30 | mla_prep_layer | 9.86 | 9.60 | 10.28 | 31 |
| 31 | mla_attend_layer | 12.19 | 11.55 | 12.87 | 31 |
| 32 | mla_merge_uv_tile_layer | 15.21 | 14.53 | 15.68 | 31 |
| 33 | linear_gemv_layer | 7.86 | 7.16 | 8.68 | 31 |
| 34 | moe_router_layer | 16.46 | 15.19 | 18.19 | 31 |
| 35 | gang_moe_w13_linear_layer | 43.38 | 40.53 | 47.38 | 31 |
| 36 | gang_moe_w2_silu_linear_layer | 23.37 | 21.88 | 25.28 | 31 |
| 37 | moe_mul_sum_add_layer | 4.68 | 4.38 | 4.96 | 31 |
| 38 | linear_gemv_layer | 13.71 | 13.28 | 14.52 | 31 |
| 39 | mla_prep_layer | 9.77 | 9.41 | 10.37 | 31 |
| 40 | mla_attend_layer | 12.09 | 11.40 | 12.79 | 31 |
| 41 | mla_merge_uv_tile_layer | 15.15 | 14.72 | 15.76 | 31 |
| 42 | linear_gemv_layer | 7.95 | 6.90 | 8.58 | 31 |
| 43 | moe_router_layer | 16.74 | 15.00 | 18.16 | 31 |
| 44 | gang_moe_w13_linear_layer | 43.31 | 40.20 | 48.08 | 31 |
| 45 | gang_moe_w2_silu_linear_layer | 23.10 | 21.47 | 25.12 | 31 |
| 46 | moe_mul_sum_add_layer | 4.84 | 4.16 | 6.96 | 31 |
| 47 | linear_gemv_layer | 13.61 | 13.27 | 14.28 | 31 |
| 48 | mla_prep_layer | 9.67 | 9.39 | 10.74 | 31 |
| 49 | mla_attend_layer | 12.32 | 11.81 | 12.90 | 31 |
| 50 | mla_merge_uv_tile_layer | 15.28 | 14.85 | 15.76 | 31 |
| 51 | linear_gemv_layer | 7.79 | 7.20 | 8.31 | 31 |
| 52 | moe_router_layer | 16.58 | 14.82 | 17.94 | 31 |
| 53 | gang_moe_w13_linear_layer | 41.54 | 38.13 | 44.13 | 31 |
| 54 | gang_moe_w2_silu_linear_layer | 23.29 | 21.76 | 24.92 | 31 |
| 55 | moe_mul_sum_add_layer | 4.78 | 4.24 | 5.48 | 31 |
| 56 | linear_gemv_layer | 13.68 | 13.28 | 14.00 | 31 |
| 57 | mla_prep_layer | 9.62 | 9.33 | 10.50 | 31 |
| 58 | mla_attend_layer | 12.29 | 11.55 | 13.03 | 31 |
| 59 | mla_merge_uv_tile_layer | 15.31 | 14.68 | 15.75 | 31 |
| 60 | linear_gemv_layer | 7.84 | 7.37 | 8.37 | 31 |
| 61 | moe_router_layer | 16.50 | 14.76 | 17.76 | 31 |
| 62 | gang_moe_w13_linear_layer | 44.05 | 40.07 | 48.00 | 31 |
| 63 | gang_moe_w2_silu_linear_layer | 22.86 | 21.08 | 25.28 | 31 |
| 64 | moe_mul_sum_add_layer | 4.83 | 4.37 | 5.69 | 31 |
| 65 | linear_gemv_layer | 13.72 | 13.37 | 14.11 | 31 |
| 66 | mla_prep_layer | 9.94 | 9.61 | 10.92 | 31 |
| 67 | mla_attend_layer | 12.35 | 11.57 | 12.92 | 31 |
| 68 | mla_merge_uv_tile_layer | 15.09 | 14.52 | 15.67 | 31 |
| 69 | linear_gemv_layer | 8.07 | 7.37 | 8.83 | 31 |
| 70 | moe_router_layer | 16.31 | 15.16 | 18.04 | 31 |
| 71 | gang_moe_w13_linear_layer | 42.22 | 38.15 | 46.09 | 31 |
| 72 | gang_moe_w2_silu_linear_layer | 23.32 | 21.64 | 26.56 | 31 |
| 73 | moe_mul_sum_add_layer | 5.07 | 4.24 | 6.80 | 31 |
| 74 | linear_gemv_layer | 13.72 | 13.16 | 14.12 | 31 |
| 75 | mla_prep_layer | 9.82 | 9.51 | 10.52 | 31 |
| 76 | mla_attend_layer | 12.02 | 11.35 | 13.16 | 31 |
| 77 | mla_merge_uv_tile_layer | 15.04 | 14.61 | 15.52 | 31 |
| 78 | linear_gemv_layer | 8.22 | 7.43 | 8.65 | 31 |
| 79 | moe_router_layer | 16.65 | 15.48 | 17.80 | 31 |
| 80 | gang_moe_w13_linear_layer | 41.70 | 37.81 | 45.48 | 31 |
| 81 | gang_moe_w2_silu_linear_layer | 23.11 | 21.59 | 24.68 | 31 |
| 82 | moe_mul_sum_add_layer | 5.08 | 4.05 | 8.24 | 31 |
| 83 | linear_gemv_layer | 13.74 | 13.39 | 14.07 | 31 |
| 84 | mla_prep_layer | 9.75 | 9.42 | 10.62 | 31 |
| 85 | mla_attend_layer | 12.24 | 11.42 | 12.82 | 31 |
| 86 | mla_merge_uv_tile_layer | 15.21 | 14.64 | 15.76 | 31 |
| 87 | linear_gemv_layer | 8.00 | 7.29 | 8.52 | 31 |
| 88 | moe_router_layer | 16.44 | 14.96 | 17.53 | 31 |
