# Measurement report

| Quantity | Predicted | Measured |
|---|---|---|
| bytes per iteration (read, MiB) | 4709.9 weights + cache; about 4772.0 with activations | - |
| time per iteration, median (us) | 1148.5-1349.4 + 326 t_b + T_serial | - |
| time per iteration, P95 (us) |  | - |
| time per iteration from event timing, median (us) |  | 4257.8 |
| time per iteration from host wall clock (us) |  | 7183.4 |
| time per iteration from the kernel trace (us) |  | - |
| achieved read bandwidth (TB/s) | 3.66-4.3 over T_bw | - |
| launches per generation | 3 | - |
| L2 hit rate | 16-17% (Fleet's batch-1 figure) | - |
| tokens per second |  | - |
| GFX clock from amd-smi during the run, median / max (MHz) | 2100 max (D2 of round 1) | 2107 / 2108 over 54 samples |
| memory clock from amd-smi, median (MHz) |  | 900 |

## Per-operator time (event gaps, mean over iterations after the first)

| Event | Operator | mean us | min us | max us | n |
|---|---|---|---|---|---|
| 1 | iteration_start | 197.72 | 168.08 | 262.04 | 30 |
| 2 | embed_layer | 13.80 | 12.47 | 15.23 | 31 |
| 3 | linear_gemv_layer | 16.55 | 15.32 | 17.60 | 31 |
| 4 | mla_prep_layer | 9.96 | 9.48 | 10.29 | 31 |
| 5 | mla_attend_layer | 12.12 | 11.45 | 13.10 | 31 |
| 6 | mla_merge_uv_tile_layer | 15.28 | 14.60 | 15.94 | 31 |
| 7 | linear_gemv_layer | 7.63 | 7.06 | 8.36 | 31 |
| 8 | rmsnorm_layer | 4.35 | 3.64 | 5.25 | 31 |
| 9 | gang_linear_silu_layer | 35.44 | 33.99 | 36.83 | 31 |
| 10 | linear_with_residual_layer | 50.41 | 48.96 | 51.72 | 31 |
| 11 | linear_gemv_layer | 13.57 | 13.10 | 14.18 | 31 |
| 12 | mla_prep_layer | 9.80 | 9.51 | 11.01 | 31 |
| 13 | mla_attend_layer | 12.03 | 11.22 | 12.80 | 31 |
| 14 | mla_merge_uv_tile_layer | 15.18 | 14.64 | 15.69 | 31 |
| 15 | linear_gemv_layer | 7.11 | 6.79 | 7.84 | 31 |
| 16 | moe_router_layer | 16.81 | 15.48 | 18.26 | 31 |
| 17 | gang_moe_w13_linear_layer | 41.08 | 38.86 | 43.78 | 31 |
| 18 | gang_moe_w2_silu_linear_layer | 23.66 | 21.84 | 26.12 | 31 |
| 19 | moe_mul_sum_add_layer | 4.59 | 4.07 | 5.12 | 31 |
| 20 | linear_gemv_layer | 13.73 | 13.24 | 14.20 | 31 |
| 21 | mla_prep_layer | 9.79 | 9.42 | 10.08 | 31 |
| 22 | mla_attend_layer | 12.38 | 11.36 | 12.80 | 31 |
| 23 | mla_merge_uv_tile_layer | 15.36 | 14.60 | 15.80 | 31 |
| 24 | linear_gemv_layer | 7.86 | 7.33 | 8.52 | 31 |
| 25 | moe_router_layer | 16.19 | 15.07 | 17.91 | 31 |
| 26 | gang_moe_w13_linear_layer | 42.60 | 38.05 | 46.92 | 31 |
| 27 | gang_moe_w2_silu_linear_layer | 23.65 | 21.59 | 25.78 | 31 |
| 28 | moe_mul_sum_add_layer | 4.60 | 4.21 | 5.55 | 31 |
| 29 | linear_gemv_layer | 13.60 | 13.09 | 13.96 | 31 |
| 30 | mla_prep_layer | 9.68 | 9.37 | 9.87 | 31 |
| 31 | mla_attend_layer | 12.11 | 11.32 | 12.70 | 31 |
| 32 | mla_merge_uv_tile_layer | 15.05 | 14.47 | 15.61 | 31 |
| 33 | linear_gemv_layer | 8.02 | 7.56 | 8.56 | 31 |
| 34 | moe_router_layer | 15.35 | 14.62 | 17.19 | 31 |
| 35 | gang_moe_w13_linear_layer | 42.88 | 40.59 | 45.65 | 31 |
| 36 | gang_moe_w2_silu_linear_layer | 24.15 | 21.29 | 27.00 | 31 |
| 37 | moe_mul_sum_add_layer | 4.63 | 4.19 | 5.57 | 31 |
| 38 | linear_gemv_layer | 13.70 | 13.18 | 14.13 | 31 |
| 39 | mla_prep_layer | 9.69 | 9.18 | 10.08 | 31 |
| 40 | mla_attend_layer | 12.29 | 11.64 | 12.87 | 31 |
| 41 | mla_merge_uv_tile_layer | 15.22 | 14.69 | 15.71 | 31 |
| 42 | linear_gemv_layer | 7.88 | 7.11 | 8.41 | 31 |
| 43 | moe_router_layer | 16.24 | 14.89 | 18.21 | 31 |
| 44 | gang_moe_w13_linear_layer | 43.88 | 39.56 | 46.95 | 31 |
| 45 | gang_moe_w2_silu_linear_layer | 23.44 | 21.19 | 26.40 | 31 |
| 46 | moe_mul_sum_add_layer | 4.78 | 3.88 | 5.36 | 31 |
| 47 | linear_gemv_layer | 13.43 | 12.98 | 13.78 | 31 |
| 48 | mla_prep_layer | 9.58 | 9.16 | 10.59 | 31 |
| 49 | mla_attend_layer | 12.36 | 11.50 | 13.16 | 31 |
| 50 | mla_merge_uv_tile_layer | 15.23 | 14.58 | 15.89 | 31 |
| 51 | linear_gemv_layer | 7.94 | 7.37 | 8.61 | 31 |
| 52 | moe_router_layer | 16.19 | 15.02 | 17.96 | 31 |
| 53 | gang_moe_w13_linear_layer | 41.66 | 38.06 | 45.25 | 31 |
| 54 | gang_moe_w2_silu_linear_layer | 23.47 | 21.55 | 26.06 | 31 |
| 55 | moe_mul_sum_add_layer | 4.89 | 3.99 | 7.36 | 31 |
| 56 | linear_gemv_layer | 13.71 | 13.31 | 14.34 | 31 |
| 57 | mla_prep_layer | 9.97 | 9.72 | 10.40 | 31 |
| 58 | mla_attend_layer | 12.39 | 11.61 | 13.14 | 31 |
| 59 | mla_merge_uv_tile_layer | 15.15 | 14.72 | 15.71 | 31 |
| 60 | linear_gemv_layer | 8.13 | 7.33 | 8.56 | 31 |
| 61 | moe_router_layer | 15.97 | 14.87 | 17.93 | 31 |
| 62 | gang_moe_w13_linear_layer | 41.32 | 38.91 | 43.96 | 31 |
| 63 | gang_moe_w2_silu_linear_layer | 23.73 | 21.16 | 26.51 | 31 |
| 64 | moe_mul_sum_add_layer | 4.63 | 4.30 | 4.93 | 31 |
| 65 | linear_gemv_layer | 13.66 | 13.27 | 14.08 | 31 |
| 66 | mla_prep_layer | 9.68 | 9.35 | 10.09 | 31 |
| 67 | mla_attend_layer | 12.26 | 11.43 | 12.81 | 31 |
| 68 | mla_merge_uv_tile_layer | 15.14 | 14.45 | 15.58 | 31 |
| 69 | linear_gemv_layer | 8.05 | 7.23 | 8.53 | 31 |
| 70 | moe_router_layer | 15.44 | 14.79 | 16.55 | 31 |
| 71 | gang_moe_w13_linear_layer | 42.43 | 40.09 | 46.65 | 31 |
| 72 | gang_moe_w2_silu_linear_layer | 23.16 | 21.16 | 26.20 | 31 |
| 73 | moe_mul_sum_add_layer | 5.03 | 4.38 | 6.41 | 31 |
| 74 | linear_gemv_layer | 13.74 | 13.34 | 14.64 | 31 |
| 75 | mla_prep_layer | 9.68 | 9.27 | 11.27 | 31 |
| 76 | mla_attend_layer | 12.37 | 11.53 | 13.13 | 31 |
| 77 | mla_merge_uv_tile_layer | 15.25 | 14.59 | 15.76 | 31 |
| 78 | linear_gemv_layer | 8.03 | 7.58 | 8.54 | 31 |
| 79 | moe_router_layer | 16.13 | 14.91 | 17.93 | 31 |
| 80 | gang_moe_w13_linear_layer | 43.39 | 38.87 | 47.31 | 31 |
| 81 | gang_moe_w2_silu_linear_layer | 23.57 | 21.60 | 26.12 | 31 |
| 82 | moe_mul_sum_add_layer | 4.90 | 4.15 | 6.19 | 31 |
| 83 | linear_gemv_layer | 13.72 | 13.12 | 14.21 | 31 |
| 84 | mla_prep_layer | 9.53 | 9.13 | 9.80 | 31 |
| 85 | mla_attend_layer | 12.10 | 11.10 | 12.87 | 31 |
| 86 | mla_merge_uv_tile_layer | 15.34 | 14.76 | 15.81 | 31 |
| 87 | linear_gemv_layer | 8.01 | 7.20 | 8.61 | 31 |
| 88 | moe_router_layer | 16.03 | 14.97 | 18.19 | 31 |
| 89 | gang_moe_w13_linear_layer | 44.39 | 41.55 | 48.01 | 31 |
| 90 | gang_moe_w2_silu_linear_layer | 23.78 | 21.37 | 25.36 | 31 |
| 91 | moe_mul_sum_add_layer | 4.63 | 4.11 | 5.94 | 31 |
| 92 | linear_gemv_layer | 13.67 | 12.90 | 14.17 | 31 |
| 93 | mla_prep_layer | 9.94 | 9.64 | 10.31 | 31 |
| 94 | mla_attend_layer | 12.29 | 11.47 | 13.17 | 31 |
| 95 | mla_merge_uv_tile_layer | 15.01 | 14.56 | 15.39 | 31 |
| 96 | linear_gemv_layer | 8.01 | 7.54 | 8.75 | 31 |
| 97 | moe_router_layer | 15.97 | 15.00 | 17.90 | 31 |
| 98 | gang_moe_w13_linear_layer | 42.46 | 40.35 | 44.64 | 31 |
| 99 | gang_moe_w2_silu_linear_layer | 23.67 | 21.61 | 26.59 | 31 |
| 100 | moe_mul_sum_add_layer | 4.72 | 4.37 | 5.17 | 31 |
| 101 | linear_gemv_layer | 13.74 | 13.43 | 14.11 | 31 |
| 102 | mla_prep_layer | 9.82 | 9.61 | 10.15 | 31 |
| 103 | mla_attend_layer | 12.37 | 11.60 | 13.05 | 31 |
| 104 | mla_merge_uv_tile_layer | 15.07 | 14.72 | 15.60 | 31 |
| 105 | linear_gemv_layer | 8.21 | 7.49 | 8.65 | 31 |
| 106 | moe_router_layer | 15.30 | 14.70 | 16.71 | 31 |
| 107 | gang_moe_w13_linear_layer | 44.12 | 40.20 | 48.65 | 31 |
| 108 | gang_moe_w2_silu_linear_layer | 23.94 | 21.14 | 26.44 | 31 |
| 109 | moe_mul_sum_add_layer | 4.74 | 4.21 | 6.36 | 31 |
| 110 | linear_gemv_layer | 13.66 | 13.12 | 14.17 | 31 |
| 111 | mla_prep_layer | 9.72 | 9.27 | 11.32 | 31 |
| 112 | mla_attend_layer | 12.29 | 11.64 | 13.00 | 31 |
| 113 | mla_merge_uv_tile_layer | 15.31 | 14.65 | 15.75 | 31 |
| 114 | linear_gemv_layer | 8.09 | 7.50 | 8.76 | 31 |
| 115 | moe_router_layer | 15.82 | 14.41 | 17.69 | 31 |
| 116 | gang_moe_w13_linear_layer | 41.19 | 38.54 | 43.22 | 31 |
| 117 | gang_moe_w2_silu_linear_layer | 23.47 | 21.72 | 25.23 | 31 |
| 118 | moe_mul_sum_add_layer | 4.85 | 3.76 | 6.77 | 31 |
| 119 | linear_gemv_layer | 13.72 | 13.33 | 14.20 | 31 |
| 120 | mla_prep_layer | 9.76 | 9.39 | 10.11 | 31 |
| 121 | mla_attend_layer | 12.23 | 11.03 | 12.73 | 31 |
| 122 | mla_merge_uv_tile_layer | 15.17 | 14.59 | 15.68 | 31 |
| 123 | linear_gemv_layer | 8.07 | 7.52 | 8.70 | 31 |
| 124 | moe_router_layer | 16.17 | 14.54 | 17.49 | 31 |
| 125 | gang_moe_w13_linear_layer | 42.17 | 38.53 | 45.69 | 31 |
| 126 | gang_moe_w2_silu_linear_layer | 22.85 | 21.32 | 24.70 | 31 |
| 127 | moe_mul_sum_add_layer | 4.96 | 4.33 | 6.59 | 31 |
| 128 | linear_gemv_layer | 13.66 | 13.31 | 14.07 | 31 |
| 129 | mla_prep_layer | 9.78 | 9.54 | 10.17 | 31 |
| 130 | mla_attend_layer | 12.47 | 11.52 | 13.29 | 31 |
| 131 | mla_merge_uv_tile_layer | 15.17 | 14.59 | 15.85 | 31 |
| 132 | linear_gemv_layer | 7.96 | 7.24 | 8.53 | 31 |
| 133 | moe_router_layer | 16.04 | 15.23 | 18.23 | 31 |
| 134 | gang_moe_w13_linear_layer | 41.79 | 38.12 | 44.76 | 31 |
| 135 | gang_moe_w2_silu_linear_layer | 23.24 | 21.80 | 25.57 | 31 |
| 136 | moe_mul_sum_add_layer | 5.01 | 4.07 | 6.21 | 31 |
| 137 | linear_gemv_layer | 13.74 | 13.18 | 14.03 | 31 |
| 138 | mla_prep_layer | 9.67 | 9.34 | 10.27 | 31 |
| 139 | mla_attend_layer | 12.35 | 11.29 | 13.06 | 31 |
| 140 | mla_merge_uv_tile_layer | 15.17 | 14.56 | 15.64 | 31 |
| 141 | linear_gemv_layer | 7.91 | 7.30 | 8.63 | 31 |
| 142 | moe_router_layer | 15.92 | 15.07 | 17.45 | 31 |
| 143 | gang_moe_w13_linear_layer | 42.18 | 40.29 | 44.36 | 31 |
| 144 | gang_moe_w2_silu_linear_layer | 23.19 | 21.90 | 25.48 | 31 |
| 145 | moe_mul_sum_add_layer | 4.96 | 4.30 | 6.59 | 31 |
| 146 | linear_gemv_layer | 13.63 | 13.27 | 13.98 | 31 |
| 147 | mla_prep_layer | 9.69 | 9.28 | 10.91 | 31 |
| 148 | mla_attend_layer | 12.31 | 11.76 | 13.21 | 31 |
| 149 | mla_merge_uv_tile_layer | 15.20 | 14.79 | 15.74 | 31 |
| 150 | linear_gemv_layer | 7.98 | 7.39 | 8.48 | 31 |
| 151 | moe_router_layer | 16.29 | 15.24 | 18.06 | 31 |
| 152 | gang_moe_w13_linear_layer | 41.62 | 38.16 | 43.91 | 31 |
| 153 | gang_moe_w2_silu_linear_layer | 23.22 | 21.18 | 26.48 | 31 |
| 154 | moe_mul_sum_add_layer | 4.76 | 4.11 | 6.22 | 31 |
| 155 | linear_gemv_layer | 13.72 | 13.35 | 14.12 | 31 |
| 156 | mla_prep_layer | 9.84 | 9.51 | 10.69 | 31 |
| 157 | mla_attend_layer | 12.15 | 11.27 | 12.79 | 31 |
| 158 | mla_merge_uv_tile_layer | 15.22 | 14.52 | 15.73 | 31 |
| 159 | linear_gemv_layer | 7.38 | 6.93 | 7.81 | 31 |
| 160 | moe_router_layer | 15.86 | 14.77 | 18.05 | 31 |
| 161 | gang_moe_w13_linear_layer | 42.50 | 39.25 | 46.96 | 31 |
| 162 | gang_moe_w2_silu_linear_layer | 23.19 | 21.63 | 24.92 | 31 |
| 163 | moe_mul_sum_add_layer | 4.70 | 3.96 | 5.87 | 31 |
| 164 | linear_gemv_layer | 13.74 | 13.11 | 14.17 | 31 |
| 165 | mla_prep_layer | 9.91 | 9.46 | 10.47 | 31 |
| 166 | mla_attend_layer | 12.25 | 11.24 | 13.36 | 31 |
| 167 | mla_merge_uv_tile_layer | 15.05 | 14.41 | 15.70 | 31 |
| 168 | linear_gemv_layer | 8.21 | 7.45 | 8.87 | 31 |
| 169 | moe_router_layer | 15.85 | 14.80 | 17.90 | 31 |
| 170 | gang_moe_w13_linear_layer | 41.88 | 38.48 | 44.67 | 31 |
| 171 | gang_moe_w2_silu_linear_layer | 23.20 | 21.63 | 26.76 | 31 |
| 172 | moe_mul_sum_add_layer | 5.13 | 4.20 | 7.75 | 31 |
| 173 | linear_gemv_layer | 13.66 | 13.19 | 14.14 | 31 |
| 174 | mla_prep_layer | 9.49 | 9.22 | 9.79 | 31 |
| 175 | mla_attend_layer | 12.18 | 11.57 | 12.94 | 31 |
| 176 | mla_merge_uv_tile_layer | 14.98 | 14.59 | 15.50 | 31 |
| 177 | linear_gemv_layer | 7.95 | 7.18 | 8.72 | 31 |
| 178 | moe_router_layer | 15.52 | 14.61 | 17.47 | 31 |
| 179 | gang_moe_w13_linear_layer | 42.24 | 38.49 | 45.37 | 31 |
| 180 | gang_moe_w2_silu_linear_layer | 23.42 | 21.53 | 25.80 | 31 |
| 181 | moe_mul_sum_add_layer | 4.74 | 4.21 | 5.68 | 31 |
| 182 | linear_gemv_layer | 13.68 | 13.08 | 14.40 | 31 |
| 183 | mla_prep_layer | 9.57 | 9.23 | 10.03 | 31 |
| 184 | mla_attend_layer | 12.22 | 11.20 | 12.69 | 31 |
| 185 | mla_merge_uv_tile_layer | 15.12 | 14.36 | 15.45 | 31 |
| 186 | linear_gemv_layer | 8.02 | 7.61 | 8.57 | 31 |
| 187 | moe_router_layer | 15.59 | 14.44 | 17.61 | 31 |
| 188 | gang_moe_w13_linear_layer | 43.62 | 39.90 | 46.71 | 31 |
| 189 | gang_moe_w2_silu_linear_layer | 23.05 | 21.77 | 25.00 | 31 |
| 190 | moe_mul_sum_add_layer | 4.75 | 4.03 | 5.96 | 31 |
| 191 | linear_gemv_layer | 13.66 | 12.98 | 13.95 | 31 |
| 192 | mla_prep_layer | 9.68 | 9.32 | 9.90 | 31 |
| 193 | mla_attend_layer | 12.07 | 11.15 | 12.68 | 31 |
| 194 | mla_merge_uv_tile_layer | 15.11 | 14.76 | 15.52 | 31 |
| 195 | linear_gemv_layer | 8.12 | 7.12 | 8.61 | 31 |
| 196 | moe_router_layer | 16.13 | 14.69 | 17.75 | 31 |
| 197 | gang_moe_w13_linear_layer | 41.17 | 39.18 | 43.10 | 31 |
| 198 | gang_moe_w2_silu_linear_layer | 23.30 | 21.88 | 26.72 | 31 |
| 199 | moe_mul_sum_add_layer | 4.84 | 4.30 | 5.98 | 31 |
| 200 | linear_gemv_layer | 13.74 | 13.37 | 14.13 | 31 |
| 201 | mla_prep_layer | 9.96 | 9.75 | 10.28 | 31 |
| 202 | mla_attend_layer | 12.34 | 11.36 | 13.05 | 31 |
| 203 | mla_merge_uv_tile_layer | 15.15 | 14.54 | 15.68 | 31 |
| 204 | linear_gemv_layer | 8.06 | 7.40 | 8.56 | 31 |
| 205 | moe_router_layer | 15.72 | 14.79 | 17.48 | 31 |
| 206 | gang_moe_w13_linear_layer | 43.63 | 41.08 | 45.98 | 31 |
| 207 | gang_moe_w2_silu_linear_layer | 23.47 | 21.05 | 26.89 | 31 |
| 208 | moe_mul_sum_add_layer | 4.76 | 4.09 | 6.19 | 31 |
| 209 | linear_gemv_layer | 13.59 | 13.15 | 14.04 | 31 |
| 210 | mla_prep_layer | 9.59 | 9.34 | 9.83 | 31 |
| 211 | mla_attend_layer | 12.31 | 11.62 | 13.19 | 31 |
| 212 | mla_merge_uv_tile_layer | 15.04 | 14.72 | 15.49 | 31 |
| 213 | linear_gemv_layer | 8.18 | 7.71 | 8.69 | 31 |
| 214 | moe_router_layer | 15.15 | 14.58 | 16.22 | 31 |
| 215 | gang_moe_w13_linear_layer | 41.99 | 40.35 | 44.69 | 31 |
| 216 | gang_moe_w2_silu_linear_layer | 23.37 | 21.98 | 25.34 | 31 |
| 217 | moe_mul_sum_add_layer | 4.96 | 4.27 | 6.86 | 31 |
| 218 | linear_gemv_layer | 13.57 | 13.19 | 13.93 | 31 |
| 219 | mla_prep_layer | 9.67 | 9.31 | 10.00 | 31 |
| 220 | mla_attend_layer | 12.37 | 11.60 | 13.12 | 31 |
| 221 | mla_merge_uv_tile_layer | 15.20 | 14.49 | 15.71 | 31 |
| 222 | linear_gemv_layer | 8.04 | 7.42 | 8.56 | 31 |
| 223 | moe_router_layer | 16.06 | 14.81 | 17.51 | 31 |
