# Measurement report

| Quantity | Predicted | Measured |
|---|---|---|
| bytes per iteration (read, MiB) | 4709.9 weights + cache; about 4772.0 with activations | - |
| time per iteration, median (us) | 1148.5-1349.4 + 326 t_b + T_serial | - |
| time per iteration, P95 (us) |  | - |
| time per iteration from event timing, median (us) |  | 4300.0 |
| time per iteration from host wall clock (us) |  | 7312.2 |
| time per iteration from the kernel trace (us) |  | - |
| achieved read bandwidth (TB/s) | 3.66-4.3 over T_bw | - |
| launches per generation | 3 | - |
| L2 hit rate | 16-17% (Fleet's batch-1 figure) | - |
| tokens per second |  | - |
| GFX clock from amd-smi during the run, median / max (MHz) | 2100 max (D2 of round 1) | 2107 / 2108 over 55 samples |
| memory clock from amd-smi, median (MHz) |  | 900 |

## Per-operator time (event gaps, mean over iterations after the first)

| Event | Operator | mean us | min us | max us | n |
|---|---|---|---|---|---|
| 1 | iteration_start | 217.54 | 204.76 | 305.68 | 29 |
| 2 | embed_layer | 14.39 | 12.75 | 15.71 | 30 |
| 3 | linear_gemv_layer | 17.23 | 15.68 | 20.08 | 30 |
| 4 | mla_prep_layer | 9.84 | 9.53 | 10.25 | 30 |
| 5 | mla_attend_layer | 12.55 | 11.68 | 13.23 | 30 |
| 6 | mla_merge_uv_tile_layer | 15.14 | 14.56 | 15.69 | 30 |
| 7 | linear_gemv_layer | 7.91 | 7.36 | 8.45 | 30 |
| 8 | rmsnorm_layer | 3.88 | 3.39 | 4.95 | 30 |
| 9 | gang_linear_silu_layer | 35.79 | 34.66 | 37.37 | 30 |
| 10 | linear_with_residual_layer | 50.46 | 49.71 | 51.68 | 30 |
| 11 | linear_gemv_layer | 14.05 | 13.66 | 14.66 | 30 |
| 12 | mla_prep_layer | 9.87 | 9.50 | 10.18 | 30 |
| 13 | mla_attend_layer | 12.19 | 11.46 | 13.06 | 30 |
| 14 | mla_merge_uv_tile_layer | 15.20 | 14.52 | 15.66 | 30 |
| 15 | linear_gemv_layer | 7.05 | 6.76 | 7.44 | 30 |
| 16 | moe_router_layer | 16.66 | 15.36 | 18.36 | 30 |
| 17 | gang_moe_w13_linear_layer | 44.20 | 40.94 | 48.20 | 30 |
| 18 | gang_moe_w2_silu_linear_layer | 23.59 | 21.51 | 26.36 | 30 |
| 19 | moe_mul_sum_add_layer | 4.78 | 4.41 | 5.32 | 30 |
| 20 | linear_gemv_layer | 14.01 | 13.57 | 14.52 | 30 |
| 21 | mla_prep_layer | 10.02 | 9.72 | 10.39 | 30 |
| 22 | mla_attend_layer | 12.52 | 11.59 | 13.35 | 30 |
| 23 | mla_merge_uv_tile_layer | 15.09 | 14.52 | 15.56 | 30 |
| 24 | linear_gemv_layer | 7.78 | 7.26 | 8.32 | 30 |
| 25 | moe_router_layer | 16.55 | 15.76 | 18.13 | 30 |
| 26 | gang_moe_w13_linear_layer | 43.78 | 40.71 | 47.66 | 30 |
| 27 | gang_moe_w2_silu_linear_layer | 23.42 | 21.96 | 25.32 | 30 |
| 28 | moe_mul_sum_add_layer | 4.56 | 4.01 | 5.79 | 30 |
| 29 | linear_gemv_layer | 14.03 | 13.40 | 14.45 | 30 |
| 30 | mla_prep_layer | 9.66 | 9.26 | 10.03 | 30 |
| 31 | mla_attend_layer | 12.24 | 11.36 | 12.98 | 30 |
| 32 | mla_merge_uv_tile_layer | 15.05 | 14.50 | 15.59 | 30 |
| 33 | linear_gemv_layer | 7.70 | 6.96 | 8.08 | 30 |
| 34 | moe_router_layer | 16.38 | 15.31 | 17.97 | 30 |
| 35 | gang_moe_w13_linear_layer | 44.60 | 40.91 | 46.59 | 30 |
| 36 | gang_moe_w2_silu_linear_layer | 22.93 | 21.40 | 25.48 | 30 |
| 37 | moe_mul_sum_add_layer | 4.95 | 4.24 | 6.36 | 30 |
| 38 | linear_gemv_layer | 14.16 | 13.76 | 14.76 | 30 |
| 39 | mla_prep_layer | 9.77 | 9.42 | 11.05 | 30 |
| 40 | mla_attend_layer | 12.47 | 11.47 | 13.24 | 30 |
| 41 | mla_merge_uv_tile_layer | 15.08 | 14.60 | 15.56 | 30 |
| 42 | linear_gemv_layer | 7.78 | 6.99 | 8.28 | 30 |
| 43 | moe_router_layer | 15.79 | 14.91 | 17.60 | 30 |
| 44 | gang_moe_w13_linear_layer | 42.08 | 38.77 | 43.98 | 30 |
| 45 | gang_moe_w2_silu_linear_layer | 22.65 | 21.17 | 25.60 | 30 |
| 46 | moe_mul_sum_add_layer | 5.13 | 4.29 | 6.18 | 30 |
| 47 | linear_gemv_layer | 13.94 | 13.50 | 14.68 | 30 |
| 48 | mla_prep_layer | 9.83 | 9.54 | 10.18 | 30 |
| 49 | mla_attend_layer | 12.31 | 11.17 | 13.06 | 30 |
| 50 | mla_merge_uv_tile_layer | 15.06 | 14.56 | 15.68 | 30 |
| 51 | linear_gemv_layer | 7.90 | 7.26 | 8.21 | 30 |
| 52 | moe_router_layer | 15.90 | 14.77 | 17.37 | 30 |
| 53 | gang_moe_w13_linear_layer | 41.64 | 39.56 | 43.48 | 30 |
| 54 | gang_moe_w2_silu_linear_layer | 23.76 | 21.65 | 26.32 | 30 |
| 55 | moe_mul_sum_add_layer | 4.77 | 4.28 | 5.66 | 30 |
| 56 | linear_gemv_layer | 14.05 | 13.57 | 14.62 | 30 |
| 57 | mla_prep_layer | 9.74 | 9.36 | 10.75 | 30 |
| 58 | mla_attend_layer | 12.29 | 10.88 | 13.07 | 30 |
| 59 | mla_merge_uv_tile_layer | 14.97 | 14.36 | 15.51 | 30 |
| 60 | linear_gemv_layer | 7.94 | 7.17 | 8.48 | 30 |
| 61 | moe_router_layer | 16.39 | 15.04 | 18.34 | 30 |
| 62 | gang_moe_w13_linear_layer | 41.54 | 39.14 | 43.39 | 30 |
| 63 | gang_moe_w2_silu_linear_layer | 24.32 | 21.88 | 27.08 | 30 |
| 64 | moe_mul_sum_add_layer | 4.67 | 4.25 | 5.05 | 30 |
| 65 | linear_gemv_layer | 14.16 | 13.63 | 14.64 | 30 |
| 66 | mla_prep_layer | 9.70 | 9.34 | 10.07 | 30 |
| 67 | mla_attend_layer | 12.45 | 11.29 | 13.73 | 30 |
| 68 | mla_merge_uv_tile_layer | 15.07 | 14.44 | 15.60 | 30 |
| 69 | linear_gemv_layer | 7.86 | 7.23 | 8.40 | 30 |
| 70 | moe_router_layer | 17.09 | 15.44 | 18.19 | 30 |
| 71 | gang_moe_w13_linear_layer | 41.45 | 38.75 | 46.91 | 30 |
| 72 | gang_moe_w2_silu_linear_layer | 23.61 | 21.79 | 25.68 | 30 |
| 73 | moe_mul_sum_add_layer | 5.27 | 4.22 | 7.04 | 30 |
| 74 | linear_gemv_layer | 14.12 | 13.71 | 14.96 | 30 |
| 75 | mla_prep_layer | 9.75 | 9.37 | 10.13 | 30 |
| 76 | mla_attend_layer | 12.69 | 11.83 | 13.43 | 30 |
| 77 | mla_merge_uv_tile_layer | 15.10 | 14.55 | 15.58 | 30 |
| 78 | linear_gemv_layer | 7.87 | 7.31 | 8.34 | 30 |
| 79 | moe_router_layer | 17.21 | 15.26 | 18.34 | 30 |
| 80 | gang_moe_w13_linear_layer | 42.12 | 39.24 | 47.06 | 30 |
| 81 | gang_moe_w2_silu_linear_layer | 22.93 | 21.81 | 24.92 | 30 |
| 82 | moe_mul_sum_add_layer | 5.32 | 4.31 | 7.31 | 30 |
| 83 | linear_gemv_layer | 14.27 | 13.76 | 14.71 | 30 |
| 84 | mla_prep_layer | 9.88 | 9.55 | 10.24 | 30 |
| 85 | mla_attend_layer | 12.37 | 11.38 | 13.46 | 30 |
| 86 | mla_merge_uv_tile_layer | 15.27 | 14.76 | 15.90 | 30 |
| 87 | linear_gemv_layer | 7.67 | 7.20 | 8.12 | 30 |
| 88 | moe_router_layer | 16.69 | 15.01 | 17.98 | 30 |
| 89 | gang_moe_w13_linear_layer | 44.39 | 40.83 | 48.46 | 30 |
| 90 | gang_moe_w2_silu_linear_layer | 22.96 | 21.71 | 24.99 | 30 |
| 91 | moe_mul_sum_add_layer | 4.96 | 4.43 | 5.94 | 30 |
| 92 | linear_gemv_layer | 14.01 | 13.56 | 14.61 | 30 |
| 93 | mla_prep_layer | 9.72 | 9.36 | 10.69 | 30 |
| 94 | mla_attend_layer | 12.20 | 11.15 | 13.21 | 30 |
| 95 | mla_merge_uv_tile_layer | 14.96 | 14.21 | 15.46 | 30 |
| 96 | linear_gemv_layer | 7.70 | 7.25 | 8.44 | 30 |
| 97 | moe_router_layer | 17.31 | 15.48 | 18.40 | 30 |
| 98 | gang_moe_w13_linear_layer | 41.24 | 38.79 | 44.03 | 30 |
| 99 | gang_moe_w2_silu_linear_layer | 23.37 | 21.70 | 26.80 | 30 |
| 100 | moe_mul_sum_add_layer | 5.05 | 4.40 | 6.65 | 30 |
| 101 | linear_gemv_layer | 14.06 | 13.59 | 14.41 | 30 |
| 102 | mla_prep_layer | 9.55 | 9.19 | 9.99 | 30 |
| 103 | mla_attend_layer | 12.50 | 11.68 | 13.37 | 30 |
| 104 | mla_merge_uv_tile_layer | 15.01 | 14.31 | 15.48 | 30 |
| 105 | linear_gemv_layer | 7.75 | 7.18 | 8.41 | 30 |
| 106 | moe_router_layer | 17.19 | 15.23 | 18.04 | 30 |
| 107 | gang_moe_w13_linear_layer | 40.91 | 38.75 | 43.67 | 30 |
| 108 | gang_moe_w2_silu_linear_layer | 24.27 | 21.92 | 26.66 | 30 |
| 109 | moe_mul_sum_add_layer | 4.79 | 4.21 | 6.80 | 30 |
| 110 | linear_gemv_layer | 13.93 | 13.43 | 14.67 | 30 |
| 111 | mla_prep_layer | 9.49 | 9.14 | 9.80 | 30 |
| 112 | mla_attend_layer | 12.63 | 11.79 | 13.31 | 30 |
| 113 | mla_merge_uv_tile_layer | 15.10 | 14.48 | 15.55 | 30 |
| 114 | linear_gemv_layer | 7.85 | 7.24 | 8.24 | 30 |
| 115 | moe_router_layer | 16.48 | 14.71 | 17.67 | 30 |
| 116 | gang_moe_w13_linear_layer | 41.52 | 39.00 | 44.14 | 30 |
| 117 | gang_moe_w2_silu_linear_layer | 22.99 | 21.46 | 24.84 | 30 |
| 118 | moe_mul_sum_add_layer | 5.01 | 4.08 | 6.58 | 30 |
| 119 | linear_gemv_layer | 14.16 | 13.61 | 14.64 | 30 |
| 120 | mla_prep_layer | 9.84 | 9.54 | 10.10 | 30 |
