[EVENT_TIMING] 9472 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     197.72     168.08     262.04      22.84
    2 UNKNOWN                  31      13.80      12.47      15.23       0.70
    3 UNKNOWN                  31      16.55      15.32      17.60       0.66
    4 UNKNOWN                  31       9.96       9.48      10.29       0.18
    5 UNKNOWN                  31      12.12      11.45      13.10       0.41
    6 UNKNOWN                  31      15.28      14.60      15.94       0.26
    7 UNKNOWN                  31       7.63       7.06       8.36       0.32
    8 UNKNOWN                  31       4.35       3.64       5.25       0.49
    9 UNKNOWN                  31      35.44      33.99      36.83       0.69
   10 UNKNOWN                  31      50.41      48.96      51.72       0.65
   11 UNKNOWN                  31      13.57      13.10      14.18       0.22
   12 UNKNOWN                  31       9.80       9.51      11.01       0.26
   13 UNKNOWN                  31      12.03      11.22      12.80       0.38
   14 UNKNOWN                  31      15.18      14.64      15.69       0.27
   15 UNKNOWN                  31       7.11       6.79       7.84       0.22
   16 UNKNOWN                  31      16.81      15.48      18.26       0.93
   17 UNKNOWN                  31      41.08      38.86      43.78       1.38
   18 UNKNOWN                  31      23.66      21.84      26.12       1.04
   19 UNKNOWN                  31       4.59       4.07       5.12       0.23
   20 UNKNOWN                  31      13.73      13.24      14.20       0.20
   21 UNKNOWN                  31       9.79       9.42      10.08       0.19
   22 UNKNOWN                  31      12.38      11.36      12.80       0.32
   23 UNKNOWN                  31      15.36      14.60      15.80       0.29
   24 UNKNOWN                  31       7.86       7.33       8.52       0.33
   25 UNKNOWN                  31      16.19      15.07      17.91       0.74
   26 UNKNOWN                  31      42.60      38.05      46.92       2.01
   27 UNKNOWN                  31      23.65      21.59      25.78       1.15
   28 UNKNOWN                  31       4.60       4.21       5.55       0.26
   29 UNKNOWN                  31      13.60      13.09      13.96       0.19
   30 UNKNOWN                  31       9.68       9.37       9.87       0.13
   31 UNKNOWN                  31      12.11      11.32      12.70       0.31
   32 UNKNOWN                  31      15.05      14.47      15.61       0.29
   33 UNKNOWN                  31       8.02       7.56       8.56       0.26
   34 UNKNOWN                  31      15.35      14.62      17.19       0.50
   35 UNKNOWN                  31      42.88      40.59      45.65       1.45
   36 UNKNOWN                  31      24.15      21.29      27.00       1.16
   37 UNKNOWN                  31       4.63       4.19       5.57       0.32
   38 UNKNOWN                  31      13.70      13.18      14.13       0.22
   39 UNKNOWN                  31       9.69       9.18      10.08       0.19
   40 UNKNOWN                  31      12.29      11.64      12.87       0.34
