[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  28     200.66      96.92     280.88      30.28
    2 UNKNOWN                  29      14.08      12.96      15.60       0.73
    3 UNKNOWN                  29      24.51      22.84      26.64       1.01
    4 UNKNOWN                  29       9.87       9.56      10.26       0.17
    5 UNKNOWN                  29      12.39      11.72      13.46       0.40
    6 UNKNOWN                  29      15.10      14.54      15.64       0.27
    7 UNKNOWN                  29       7.68       7.18       8.10       0.30
    8 UNKNOWN                  29       4.26       3.64       5.17       0.48
    9 UNKNOWN                  29      35.46      33.68      36.72       0.69
   10 UNKNOWN                  29      50.75      49.76      52.08       0.62
   11 UNKNOWN                  29      11.19      10.40      12.09       0.36
   12 UNKNOWN                  29       9.85       9.57      10.26       0.17
   13 UNKNOWN                  29      12.32      11.48      13.04       0.43
   14 UNKNOWN                  29      15.23      14.74      15.56       0.19
   15 UNKNOWN                  29       6.98       6.64       7.61       0.21
   16 UNKNOWN                  29      17.05      15.35      18.35       1.03
   17 UNKNOWN                  29      42.58      39.17      46.77       1.95
   18 UNKNOWN                  29      22.98      21.60      24.48       1.04
   19 UNKNOWN                  29       4.89       4.22       5.30       0.29
   20 UNKNOWN                  29      11.25      10.46      12.12       0.42
   21 UNKNOWN                  29       9.96       9.49      11.68       0.38
   22 UNKNOWN                  29      12.41      11.74      12.98       0.29
   23 UNKNOWN                  29      15.13      14.60      15.67       0.26
   24 UNKNOWN                  29       7.94       7.40       8.32       0.18
   25 UNKNOWN                  29      16.22      15.46      18.15       0.74
   26 UNKNOWN                  29      43.59      39.64      48.23       2.13
   27 UNKNOWN                  29      23.11      21.96      24.68       0.88
   28 UNKNOWN                  29       4.86       4.19       5.63       0.35
   29 UNKNOWN                  29      11.25      10.61      11.76       0.30
   30 UNKNOWN                  29       9.70       9.24      10.13       0.24
   31 UNKNOWN                  29      12.34      11.42      13.13       0.44
   32 UNKNOWN                  29      15.14      14.50      15.82       0.32
   33 UNKNOWN                  29       7.81       7.25       8.58       0.29
   34 UNKNOWN                  29      16.92      15.42      18.34       0.74
   35 UNKNOWN                  29      43.15      39.20      48.04       2.21
   36 UNKNOWN                  29      23.36      21.57      25.18       0.94
   37 UNKNOWN                  29       4.96       4.43       6.03       0.36
   38 UNKNOWN                  29      11.75      10.76      16.70       1.23
   39 UNKNOWN                  29       9.79       9.34      10.22       0.21
   40 UNKNOWN                  29      12.47      11.92      13.04       0.32
   41 UNKNOWN                  29      15.31      14.86      15.81       0.27
   42 UNKNOWN                  29       7.85       7.38       8.32       0.28
   43 UNKNOWN                  29      16.38      15.23      17.80       0.65
   44 UNKNOWN                  29      44.11      40.70      46.12       1.40
   45 UNKNOWN                  29      24.22      21.60      30.62       2.33
   46 UNKNOWN                  29       4.71       4.02       5.40       0.36
   47 UNKNOWN                  29      14.22      10.49      20.20       3.08
   48 UNKNOWN                  29       9.93       9.59      11.06       0.28
   49 UNKNOWN                  29      12.28      11.20      12.89       0.36
   50 UNKNOWN                  29      15.29      14.80      16.04       0.33
   51 UNKNOWN                  29       7.89       7.42       8.61       0.25
   52 UNKNOWN                  29      16.36      14.89      17.87       1.08
   53 UNKNOWN                  29      42.25      39.49      45.22       1.36
   54 UNKNOWN                  29      24.45      22.16      28.42       2.07
   55 UNKNOWN                  29       4.91       4.42       6.84       0.45
   56 UNKNOWN                  29      16.59      11.03      20.30       2.47
   57 UNKNOWN                  29       9.77       9.52      10.64       0.20
   58 UNKNOWN                  29      12.23      11.42      12.86       0.30
   59 UNKNOWN                  29      15.26      14.76      15.90       0.28
   60 UNKNOWN                  29       7.96       7.44       8.56       0.28
   61 UNKNOWN                  29      16.48      14.80      17.81       0.94
   62 UNKNOWN                  29      41.38      38.96      43.60       1.36
   63 UNKNOWN                  29      25.55      21.52      29.02       2.28
   64 UNKNOWN                  29       4.76       4.16       6.44       0.47
   65 UNKNOWN                  29      18.16      14.86      22.06       2.23
   66 UNKNOWN                  29       9.71       9.55      10.99       0.25
   67 UNKNOWN                  29      12.17      11.51      13.56       0.49
   68 UNKNOWN                  29      15.07      14.43      15.48       0.23
   69 UNKNOWN                  29       7.91       7.40       8.42       0.25
   70 UNKNOWN                  29      16.69      15.48      17.99       0.88
   71 UNKNOWN                  29      41.96      39.31      45.65       1.56
   72 UNKNOWN                  29      25.45      22.08      31.15       2.27
   73 UNKNOWN                  29       4.78       4.22       6.03       0.37
   74 UNKNOWN                  29      18.12      14.46      22.98       1.89
   75 UNKNOWN                  29       9.78       9.58      10.10       0.11
   76 UNKNOWN                  29      12.49      11.76      13.32       0.31
   77 UNKNOWN                  29      15.22      14.80      15.67       0.26
   78 UNKNOWN                  29       7.90       7.45       8.34       0.25
   79 UNKNOWN                  29      17.02      15.44      18.16       0.83
   80 UNKNOWN                  29      43.33      38.72      46.76       1.79
   81 UNKNOWN                  29      25.34      21.52      29.82       2.39
   82 UNKNOWN                  29       4.72       4.10       6.28       0.40
   83 UNKNOWN                  29      17.88      14.22      21.09       1.58
   84 UNKNOWN                  29       9.96       9.66      11.82       0.37
   85 UNKNOWN                  29      12.43      11.64      13.01       0.43
   86 UNKNOWN                  29      15.26      14.48      15.72       0.28
   87 UNKNOWN                  29       7.75       7.08       8.52       0.34
   88 UNKNOWN                  29      17.19      14.85      17.75       0.56
   89 UNKNOWN                  29      44.12      41.41      46.34       1.32
   90 UNKNOWN                  29      26.48      22.43      31.18       2.58
   91 UNKNOWN                  29       5.07       4.26       6.52       0.44
   92 UNKNOWN                  29      17.59      14.34      21.86       2.06
   93 UNKNOWN                  29       9.94       9.60      10.52       0.17
   94 UNKNOWN                  29      12.28      11.62      12.74       0.28
   95 UNKNOWN                  29      15.23      14.80      15.64       0.20
   96 UNKNOWN                  29       7.80       7.42       8.44       0.19
   97 UNKNOWN                  29      16.54      15.20      18.24       1.04
   98 UNKNOWN                  29      41.39      38.56      43.56       1.31
   99 UNKNOWN                  29      26.49      21.85      30.30       2.14
  100 UNKNOWN                  29       4.71       4.08       6.24       0.40
  101 UNKNOWN                  29      17.92      14.38      22.06       1.99
  102 UNKNOWN                  29       9.57       9.39      10.27       0.16
  103 UNKNOWN                  29      12.18      11.57      13.18       0.44
  104 UNKNOWN                  29      15.24      14.80      15.68       0.21
  105 UNKNOWN                  29       7.72       7.36       8.38       0.23
  106 UNKNOWN                  29      16.82      15.20      18.12       0.96
  107 UNKNOWN                  29      43.95      38.80      48.84       2.41
  108 UNKNOWN                  29      26.52      21.87      30.14       2.27
  109 UNKNOWN                  29       4.71       4.22       6.32       0.43
  110 UNKNOWN                  29      17.58      15.34      21.38       1.54
  111 UNKNOWN                  29       9.64       9.38      10.14       0.14
  112 UNKNOWN                  29      12.46      11.86      12.86       0.27
  113 UNKNOWN                  29      15.14      14.36      15.78       0.29
  114 UNKNOWN                  29       7.90       7.31       8.45       0.31
  115 UNKNOWN                  29      16.14      14.72      17.56       0.91
  116 UNKNOWN                  29      41.53      38.72      44.04       1.36
  117 UNKNOWN                  29      25.89      22.20      30.97       1.81
  118 UNKNOWN                  29       4.78       4.11       6.48       0.50
  119 UNKNOWN                  29      17.49      14.28      20.82       1.84
  120 UNKNOWN                  29       9.96       9.78      11.22       0.25
  121 UNKNOWN                  29      12.47      11.60      13.12       0.40
  122 UNKNOWN                  29      15.23      14.56      15.68       0.28
  123 UNKNOWN                  29       7.79       7.14       8.40       0.34
  124 UNKNOWN                  29      16.56      14.63      17.79       0.97
  125 UNKNOWN                  29      40.94      38.93      43.98       1.28
  126 UNKNOWN                  29      25.39      21.48      30.56       2.74
  127 UNKNOWN                  29       5.22       4.42       7.54       0.69
  128 UNKNOWN                  29      17.72      14.26      21.38       1.95
  129 UNKNOWN                  29       9.93       9.56      10.40       0.25
  130 UNKNOWN                  29      12.41      11.90      12.78       0.22
  131 UNKNOWN                  29      15.17      14.64      15.66       0.24
  132 UNKNOWN                  29       8.02       7.60       8.42       0.24
  133 UNKNOWN                  29      17.02      15.39      18.60       1.07
  134 UNKNOWN                  29      41.26      38.63      44.17       1.55
  135 UNKNOWN                  29      26.17      22.13      29.58       1.95
  136 UNKNOWN                  29       4.76       4.16       6.53       0.48
  137 UNKNOWN                  29      18.10      14.48      21.52       1.72
  138 UNKNOWN                  29       9.56       9.27       9.99       0.16
  139 UNKNOWN                  29      12.27      11.61      13.03       0.38
  140 UNKNOWN                  29      15.04      14.54      15.76       0.30
  141 UNKNOWN                  29       8.25       7.64       8.68       0.30
  142 UNKNOWN                  29      16.55      15.36      17.82       0.89
  143 UNKNOWN                  29      42.12      39.60      43.80       1.12
  144 UNKNOWN                  29      24.98      21.69      30.73       2.06
  145 UNKNOWN                  29       4.77       4.18       6.60       0.47
  146 UNKNOWN                  29      17.54      13.52      20.20       1.41
  147 UNKNOWN                  29       9.60       9.38      10.10       0.17
  148 UNKNOWN                  29      12.46      11.68      13.08       0.34
  149 UNKNOWN                  29      15.12      14.51      15.66       0.25
  150 UNKNOWN                  29       8.06       7.39       8.65       0.29
  151 UNKNOWN                  29      16.65      15.35      17.92       0.76
  152 UNKNOWN                  29      41.49      38.80      44.01       1.44
  153 UNKNOWN                  29      25.32      22.22      29.82       2.06
  154 UNKNOWN                  29       4.80       4.20       6.84       0.48
  155 UNKNOWN                  29      18.06      13.96      22.04       2.05
  156 UNKNOWN                  29       9.76       9.34      10.38       0.22
  157 UNKNOWN                  29      12.49      11.84      13.08       0.33
  158 UNKNOWN                  29      15.12      14.62      15.53       0.24
  159 UNKNOWN                  29       7.30       6.84       7.68       0.20
  160 UNKNOWN                  29      16.81      14.95      18.07       0.98
  161 UNKNOWN                  29      42.04      39.17      46.17       2.03
  162 UNKNOWN                  29      25.30      21.80      30.42       2.65
  163 UNKNOWN                  29       4.84       4.26       5.68       0.37
  164 UNKNOWN                  29      17.71      13.36      21.10       1.81
  165 UNKNOWN                  29       9.79       9.52      11.48       0.34
  166 UNKNOWN                  29      12.52      12.00      13.01       0.26
  167 UNKNOWN                  29      15.07      14.44      15.62       0.32
  168 UNKNOWN                  29       8.11       7.57       8.44       0.25
  169 UNKNOWN                  29      16.82      15.40      18.20       0.79
  170 UNKNOWN                  29      41.21      38.92      44.53       1.48
  171 UNKNOWN                  29      27.46      22.80      31.70       1.85
  172 UNKNOWN                  29       4.82       4.22       6.24       0.39
  173 UNKNOWN                  29      17.34      14.40      21.54       1.42
  174 UNKNOWN                  29       9.75       9.47      10.75       0.22
  175 UNKNOWN                  29      12.06      11.39      12.95       0.41
  176 UNKNOWN                  29      15.05      14.60      15.60       0.23
  177 UNKNOWN                  29       7.92       7.24       8.36       0.27
  178 UNKNOWN                  29      16.76      14.88      17.88       0.92
  179 UNKNOWN                  29      41.74      39.16      43.72       1.11
  180 UNKNOWN                  29      25.34      21.99      31.94       2.12
  181 UNKNOWN                  29       4.71       4.08       6.40       0.44
  182 UNKNOWN                  29      18.18      14.36      21.64       1.93
  183 UNKNOWN                  29       9.82       9.62      10.30       0.13
  184 UNKNOWN                  29      12.62      11.94      13.08       0.29
  185 UNKNOWN                  29      15.10      14.32      15.78       0.30
  186 UNKNOWN                  29       7.92       7.07       8.48       0.33
  187 UNKNOWN                  29      15.91      14.76      17.55       0.77
  188 UNKNOWN                  29      42.07      39.76      44.00       1.40
  189 UNKNOWN                  29      25.00      21.56      29.84       2.33
  190 UNKNOWN                  29       4.83       4.24       5.78       0.31
  191 UNKNOWN                  29      18.00      13.58      20.90       1.72
  192 UNKNOWN                  29       9.84       9.50      11.62       0.37
  193 UNKNOWN                  29      12.49      11.92      13.20       0.37
  194 UNKNOWN                  29      15.14      14.50      15.60       0.28
  195 UNKNOWN                  29       7.78       7.20       8.31       0.24
  196 UNKNOWN                  29      16.54      14.98      17.47       0.88
  197 UNKNOWN                  29      41.41      38.65      44.13       1.49
  198 UNKNOWN                  29      25.70      22.01      29.58       2.07
  199 UNKNOWN                  29       4.80       4.18       6.64       0.56
  200 UNKNOWN                  29      17.60      13.12      20.78       1.72
  201 UNKNOWN                  29       9.75       9.32      11.64       0.40
  202 UNKNOWN                  29      12.39      11.66      13.10       0.38
  203 UNKNOWN                  29      15.23      14.56      15.72       0.28
  204 UNKNOWN                  29       7.87       7.42       8.56       0.27
  205 UNKNOWN                  29      15.93      14.96      17.60       0.96
