[EVENT_TIMING] 9472 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     218.84     196.96     287.28      29.34
    2 UNKNOWN                  31      14.53      13.03      16.23       0.90
    3 UNKNOWN                  31      17.01      15.12      18.64       0.92
    4 UNKNOWN                  31      10.06       9.71      10.73       0.20
    5 UNKNOWN                  31      12.33      11.71      12.89       0.33
    6 UNKNOWN                  31      15.10      14.51      15.53       0.23
    7 UNKNOWN                  31       7.81       7.44       8.16       0.22
    8 UNKNOWN                  31       3.71       3.30       5.00       0.46
    9 UNKNOWN                  31      36.14      33.96      37.76       0.90
   10 UNKNOWN                  31      50.34      48.72      51.88       0.77
   11 UNKNOWN                  31      14.05      13.58      14.53       0.27
   12 UNKNOWN                  31       9.90       9.56      11.04       0.26
   13 UNKNOWN                  31      12.25      11.36      12.81       0.30
   14 UNKNOWN                  31      15.05      14.47      15.49       0.24
   15 UNKNOWN                  31       7.07       6.70       7.51       0.22
   16 UNKNOWN                  31      16.31      15.64      17.18       0.41
   17 UNKNOWN                  31      44.74      40.34      49.86       1.79
   18 UNKNOWN                  31      23.74      21.83      26.12       1.18
   19 UNKNOWN                  31       4.69       4.27       5.12       0.19
   20 UNKNOWN                  31      14.01      13.67      14.73       0.23
   21 UNKNOWN                  31       9.80       9.44      10.45       0.23
   22 UNKNOWN                  31      12.30      11.56      13.07       0.31
   23 UNKNOWN                  31      15.07      14.63      15.65       0.24
   24 UNKNOWN                  31       7.86       7.17       8.17       0.27
   25 UNKNOWN                  31      16.67      15.26      18.36       0.84
   26 UNKNOWN                  31      43.34      39.42      46.96       1.70
   27 UNKNOWN                  31      23.48      20.92      26.04       1.41
   28 UNKNOWN                  31       4.82       4.19       6.35       0.45
   29 UNKNOWN                  31      14.03      13.46      14.36       0.22
   30 UNKNOWN                  31       9.70       9.39      10.20       0.18
   31 UNKNOWN                  31      12.04      11.52      12.81       0.33
   32 UNKNOWN                  31      14.88      14.56      15.36       0.18
   33 UNKNOWN                  31       7.82       7.32       8.21       0.22
   34 UNKNOWN                  31      15.87      15.08      16.62       0.41
   35 UNKNOWN                  31      44.68      42.04      47.52       1.37
   36 UNKNOWN                  31      22.93      21.73      25.45       0.92
   37 UNKNOWN                  31       4.85       4.17       5.64       0.33
   38 UNKNOWN                  31      14.11      13.82      14.52       0.22
   39 UNKNOWN                  31       9.77       9.43      10.08       0.16
   40 UNKNOWN                  31      12.41      11.72      13.08       0.36
   41 UNKNOWN                  31      15.01      14.35      15.57       0.31
   42 UNKNOWN                  31       7.75       7.13       8.12       0.28
   43 UNKNOWN                  31      16.09      15.23      17.96       0.69
   44 UNKNOWN                  31      44.47      41.84      46.97       1.49
   45 UNKNOWN                  31      23.02      21.56      25.12       1.10
   46 UNKNOWN                  31       4.63       4.13       5.08       0.20
   47 UNKNOWN                  31      13.78      13.25      14.43       0.24
   48 UNKNOWN                  31       9.88       9.54      10.75       0.24
   49 UNKNOWN                  31      12.29      11.50      13.14       0.41
   50 UNKNOWN                  31      15.00      14.63      15.57       0.24
   51 UNKNOWN                  31       7.89       7.45       8.44       0.28
   52 UNKNOWN                  31      16.25      15.40      17.84       0.66
   53 UNKNOWN                  31      43.14      39.47      46.12       1.32
   54 UNKNOWN                  31      23.89      21.60      26.19       1.24
   55 UNKNOWN                  31       4.74       4.01       5.16       0.23
   56 UNKNOWN                  31      13.97      13.60      14.59       0.27
   57 UNKNOWN                  31       9.94       9.64      10.51       0.20
   58 UNKNOWN                  31      12.34      11.45      13.16       0.47
   59 UNKNOWN                  31      15.07      14.43      15.66       0.26
   60 UNKNOWN                  31       7.91       7.37       8.29       0.27
   61 UNKNOWN                  31      16.43      15.25      18.01       0.85
   62 UNKNOWN                  31      41.47      38.90      43.50       1.24
   63 UNKNOWN                  31      23.47      21.64      26.12       1.22
   64 UNKNOWN                  31       4.78       4.35       5.69       0.28
   65 UNKNOWN                  31      14.07      13.50      14.56       0.22
   66 UNKNOWN                  31       9.71       9.35      10.10       0.19
   67 UNKNOWN                  31      12.31      11.42      13.02       0.37
   68 UNKNOWN                  31      15.04      14.60      15.52       0.25
   69 UNKNOWN                  31       8.04       7.54       8.73       0.27
   70 UNKNOWN                  31      16.06      14.94      17.72       0.54
