[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     200.52     104.12     297.36      47.16
    2 UNKNOWN                  30      12.93      11.81      14.29       0.73
    3 UNKNOWN                  30      28.05      25.64      31.40       1.39
    4 UNKNOWN                  30      10.38      10.08      10.71       0.15
    5 UNKNOWN                  30      11.81      11.36      12.32       0.26
    6 UNKNOWN                  30      17.33      16.62      19.16       0.59
    7 UNKNOWN                  30      13.04      12.17      14.96       0.68
    8 UNKNOWN                  30       4.18       3.28       4.93       0.58
    9 UNKNOWN                  30      32.97      32.00      34.74       0.66
   10 UNKNOWN                  30      50.97      49.42      52.48       0.87
   11 UNKNOWN                  30      13.76      13.17      14.42       0.27
   12 UNKNOWN                  30      10.63      10.00      11.10       0.28
   13 UNKNOWN                  30      11.79      11.22      12.20       0.25
   14 UNKNOWN                  30      17.41      16.59      19.56       0.65
   15 UNKNOWN                  30      13.19      11.48      15.60       1.34
   16 UNKNOWN                  30      18.61      18.19      19.86       0.33
   17 UNKNOWN                  30      42.66      40.74      45.22       1.27
   18 UNKNOWN                  30      23.02      21.60      25.06       1.02
   19 UNKNOWN                  30       4.74       4.00       5.52       0.33
   20 UNKNOWN                  30      14.13      13.55      14.76       0.31
   21 UNKNOWN                  30      10.79      10.49      11.21       0.18
   22 UNKNOWN                  30      12.08      11.50      12.53       0.21
   23 UNKNOWN                  30      17.42      16.71      17.70       0.19
   24 UNKNOWN                  30      12.71      11.98      13.87       0.48
   25 UNKNOWN                  30      18.86      17.71      20.25       0.95
   26 UNKNOWN                  30      41.36      38.66      43.81       1.37
   27 UNKNOWN                  30      24.10      21.76      26.74       1.27
   28 UNKNOWN                  30       4.71       3.98       5.31       0.36
   29 UNKNOWN                  30      14.02      13.24      14.80       0.37
   30 UNKNOWN                  30      10.38      10.01      10.75       0.19
   31 UNKNOWN                  30      11.94      11.69      12.23       0.13
   32 UNKNOWN                  30      17.02      16.34      19.65       0.56
   33 UNKNOWN                  30      12.57      12.04      13.08       0.30
   34 UNKNOWN                  30      19.60      17.61      20.28       0.75
   35 UNKNOWN                  30      41.61      38.49      45.47       1.94
   36 UNKNOWN                  30      23.21      20.81      26.68       1.40
   37 UNKNOWN                  30       4.82       4.15       7.39       0.69
   38 UNKNOWN                  30      14.22      13.68      14.74       0.33
   39 UNKNOWN                  30      10.41      10.06      10.84       0.20
   40 UNKNOWN                  30      12.00      11.26      12.44       0.28
   41 UNKNOWN                  30      17.23      16.74      19.66       0.66
   42 UNKNOWN                  30      13.04      12.10      15.39       0.86
   43 UNKNOWN                  30      20.24      18.20      20.82       0.74
   44 UNKNOWN                  30      43.28      39.32      47.00       2.07
   45 UNKNOWN                  30      22.40      21.31      24.18       0.94
   46 UNKNOWN                  30       5.07       4.22       5.55       0.34
   47 UNKNOWN                  30      13.89      13.20      14.66       0.34
   48 UNKNOWN                  30      10.26       9.97      11.02       0.18
   49 UNKNOWN                  30      11.75      11.30      12.44       0.27
   50 UNKNOWN                  30      17.03      16.54      19.97       0.58
   51 UNKNOWN                  30      12.79      12.20      15.42       0.60
   52 UNKNOWN                  30      18.61      18.16      20.44       0.58
   53 UNKNOWN                  30      43.49      39.68      46.02       1.46
   54 UNKNOWN                  30      23.01      21.65      25.72       1.04
   55 UNKNOWN                  30       5.12       4.32       9.12       0.93
   56 UNKNOWN                  30      14.01      13.28      14.67       0.35
   57 UNKNOWN                  30      10.65      10.30      11.10       0.18
   58 UNKNOWN                  30      12.00      11.47      12.35       0.24
   59 UNKNOWN                  30      17.17      16.53      19.14       0.51
   60 UNKNOWN                  30      12.95      11.75      16.36       1.21
   61 UNKNOWN                  30      19.03      17.85      20.54       1.01
   62 UNKNOWN                  30      41.75      38.75      44.49       1.45
   63 UNKNOWN                  30      22.52      21.45      24.19       0.92
   64 UNKNOWN                  30       5.00       4.04       6.21       0.55
   65 UNKNOWN                  30      14.17      13.62      14.88       0.36
   66 UNKNOWN                  30      10.34      10.05      10.89       0.18
   67 UNKNOWN                  30      12.13      11.47      12.51       0.30
   68 UNKNOWN                  30      17.07      16.50      19.23       0.46
   69 UNKNOWN                  30      12.74      12.00      15.36       0.65
   70 UNKNOWN                  30      19.03      17.57      20.37       0.95
   71 UNKNOWN                  30      41.39      38.58      45.51       1.57
   72 UNKNOWN                  30      22.93      21.38      25.96       1.26
   73 UNKNOWN                  30       5.15       3.97       6.49       0.61
   74 UNKNOWN                  30      14.10      13.48      14.71       0.37
   75 UNKNOWN                  30      10.46      10.14      10.96       0.19
   76 UNKNOWN                  30      11.64      11.18      12.24       0.25
   77 UNKNOWN                  30      16.96      16.63      17.32       0.18
   78 UNKNOWN                  30      12.74      11.98      16.28       0.70
   79 UNKNOWN                  30      18.61      17.90      20.62       0.69
   80 UNKNOWN                  30      43.48      40.16      48.56       1.94
   81 UNKNOWN                  30      23.57      21.61      26.68       1.31
   82 UNKNOWN                  30       5.00       4.12       7.44       0.65
   83 UNKNOWN                  30      14.24      13.56      14.92       0.38
   84 UNKNOWN                  30      10.29       9.86      11.14       0.25
   85 UNKNOWN                  30      11.65      11.37      11.98       0.15
   86 UNKNOWN                  30      16.91      16.48      17.48       0.24
   87 UNKNOWN                  30      12.68      12.30      13.12       0.22
   88 UNKNOWN                  30      18.26      17.56      19.94       0.67
   89 UNKNOWN                  30      45.72      42.00      50.11       1.85
   90 UNKNOWN                  30      23.64      21.65      27.28       1.50
   91 UNKNOWN                  30       4.97       3.70       6.50       0.62
   92 UNKNOWN                  30      14.07      13.53      14.76       0.36
   93 UNKNOWN                  30      10.59      10.27      11.24       0.21
   94 UNKNOWN                  30      11.78      11.50      12.22       0.19
   95 UNKNOWN                  30      17.08      16.50      19.99       0.56
   96 UNKNOWN                  30      12.44      11.96      13.04       0.31
   97 UNKNOWN                  30      19.27      18.34      20.79       0.86
   98 UNKNOWN                  30      42.06      40.04      44.70       1.40
   99 UNKNOWN                  30      23.64      21.55      26.40       1.32
  100 UNKNOWN                  30       5.15       4.31       6.65       0.56
  101 UNKNOWN                  30      13.99      13.26      14.74       0.34
  102 UNKNOWN                  30      10.14       9.83      10.42       0.16
  103 UNKNOWN                  30      12.20      11.81      12.61       0.21
  104 UNKNOWN                  30      17.00      16.68      17.38       0.18
