[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     231.62     207.76     315.84      34.03
    2 UNKNOWN                  30      13.90      12.43      16.07       0.72
    3 UNKNOWN                  30      17.05      15.80      18.96       0.85
    4 UNKNOWN                  30       9.78       9.45      10.13       0.16
    5 UNKNOWN                  30      12.35      11.67      13.19       0.37
    6 UNKNOWN                  30      15.15      14.78      15.49       0.21
    7 UNKNOWN                  30       7.73       7.29       8.26       0.24
    8 UNKNOWN                  30       4.27       3.54       5.08       0.35
    9 UNKNOWN                  30      35.43      34.11      36.70       0.64
   10 UNKNOWN                  30      50.57      49.45      51.88       0.74
   11 UNKNOWN                  30      13.68      13.01      14.19       0.24
   12 UNKNOWN                  30       9.82       9.43      10.75       0.25
   13 UNKNOWN                  30      12.10      11.24      12.52       0.29
   14 UNKNOWN                  30      15.21      14.84      15.64       0.20
   15 UNKNOWN                  30       6.95       6.67       7.36       0.17
   16 UNKNOWN                  30      17.04      15.51      18.48       0.89
   17 UNKNOWN                  30      41.20      38.55      43.72       1.35
   18 UNKNOWN                  30      22.73      21.14      24.64       1.05
   19 UNKNOWN                  30       4.80       4.32       5.53       0.26
   20 UNKNOWN                  30      13.66      13.07      14.16       0.24
   21 UNKNOWN                  30       9.70       9.18      10.62       0.26
   22 UNKNOWN                  30      12.19      11.38      13.18       0.43
   23 UNKNOWN                  30      15.34      14.80      15.85       0.29
   24 UNKNOWN                  30       8.02       7.31       8.56       0.30
   25 UNKNOWN                  30      17.14      15.13      18.59       0.94
   26 UNKNOWN                  30      43.25      40.80      47.66       1.53
   27 UNKNOWN                  30      22.60      21.15      24.12       0.86
   28 UNKNOWN                  30       4.85       4.14       5.85       0.38
   29 UNKNOWN                  30      13.65      13.15      14.06       0.23
   30 UNKNOWN                  30       9.79       9.56      10.28       0.15
   31 UNKNOWN                  30      12.13      11.55      12.76       0.29
   32 UNKNOWN                  30      15.21      14.63      15.81       0.30
   33 UNKNOWN                  30       8.02       7.44       8.52       0.28
   34 UNKNOWN                  30      16.51      15.34      18.41       1.01
   35 UNKNOWN                  30      43.22      40.12      46.28       1.73
   36 UNKNOWN                  30      23.16      21.45      25.08       1.07
   37 UNKNOWN                  30       4.86       4.02       6.38       0.49
   38 UNKNOWN                  30      13.67      13.24      14.12       0.21
   39 UNKNOWN                  30       9.74       9.37      10.75       0.24
   40 UNKNOWN                  30      12.71      11.94      13.15       0.33
   41 UNKNOWN                  30      15.19      14.73      15.81       0.25
   42 UNKNOWN                  30       8.16       7.54       8.56       0.25
   43 UNKNOWN                  30      16.88      14.86      18.22       0.97
   44 UNKNOWN                  30      42.86      39.48      46.27       1.43
   45 UNKNOWN                  30      22.95      21.63      24.54       1.04
   46 UNKNOWN                  30       4.75       4.38       6.29       0.35
   47 UNKNOWN                  30      13.45      13.16      14.16       0.24
   48 UNKNOWN                  30       9.83       9.51      11.23       0.31
   49 UNKNOWN                  30      12.11      11.25      12.85       0.43
   50 UNKNOWN                  30      15.27      14.80      15.85       0.25
   51 UNKNOWN                  30       7.99       7.34       8.42       0.26
   52 UNKNOWN                  30      16.58      14.87      18.13       0.89
   53 UNKNOWN                  30      41.92      38.70      44.09       1.68
   54 UNKNOWN                  30      23.23      22.06      25.44       0.94
   55 UNKNOWN                  30       4.70       3.99       5.69       0.32
   56 UNKNOWN                  30      13.64      13.19      14.12       0.27
   57 UNKNOWN                  30       9.46       8.98      10.22       0.22
   58 UNKNOWN                  30      12.37      11.86      12.90       0.29
   59 UNKNOWN                  30      15.16      14.72      15.57       0.24
   60 UNKNOWN                  30       8.07       7.36       8.48       0.25
   61 UNKNOWN                  30      16.94      14.90      17.86       0.76
   62 UNKNOWN                  30      43.17      38.98      47.21       1.85
   63 UNKNOWN                  30      22.57      20.72      25.29       1.06
   64 UNKNOWN                  30       4.82       4.30       5.76       0.37
   65 UNKNOWN                  30      13.76      13.32      14.30       0.26
   66 UNKNOWN                  30       9.72       9.40      10.04       0.15
   67 UNKNOWN                  30      12.42      11.80      13.12       0.35
   68 UNKNOWN                  30      15.26      14.97      15.83       0.20
   69 UNKNOWN                  30       7.99       7.50       8.55       0.24
   70 UNKNOWN                  30      16.13      14.99      17.89       1.06
   71 UNKNOWN                  30      41.96      38.20      45.76       1.57
   72 UNKNOWN                  30      23.21      21.79      25.12       1.12
   73 UNKNOWN                  30       4.75       4.27       5.35       0.26
   74 UNKNOWN                  30      13.75      13.30      14.08       0.22
   75 UNKNOWN                  30       9.77       9.29      10.29       0.19
   76 UNKNOWN                  30      12.50      11.55      13.39       0.49
   77 UNKNOWN                  30      15.13      14.59      15.96       0.27
   78 UNKNOWN                  30       8.11       7.63       8.44       0.22
   79 UNKNOWN                  30      16.25      15.36      17.49       0.70
   80 UNKNOWN                  30      42.37      39.09      45.21       1.69
   81 UNKNOWN                  30      23.12      21.66      24.88       1.08
   82 UNKNOWN                  30       5.19       4.24       6.35       0.58
   83 UNKNOWN                  30      13.77      13.20      14.18       0.27
   84 UNKNOWN                  30       9.88       9.55      10.19       0.15
   85 UNKNOWN                  30      12.24      11.65      13.00       0.35
   86 UNKNOWN                  30      15.38      15.00      16.14       0.24
   87 UNKNOWN                  30       7.99       7.46       8.52       0.25
   88 UNKNOWN                  30      17.07      14.91      18.11       0.91
   89 UNKNOWN                  30      40.73      38.32      44.32       1.55
   90 UNKNOWN                  30      23.43      21.84      25.24       1.04
   91 UNKNOWN                  30       4.73       4.20       5.59       0.27
   92 UNKNOWN                  30      13.64      13.35      14.22       0.17
   93 UNKNOWN                  30       9.46       9.14      10.22       0.21
   94 UNKNOWN                  30      12.40      11.22      12.94       0.41
   95 UNKNOWN                  30      15.17      14.73      15.62       0.23
   96 UNKNOWN                  30       8.00       7.58       8.44       0.24
   97 UNKNOWN                  30      17.37      15.70      18.48       0.76
   98 UNKNOWN                  30      41.89      38.78      44.28       1.40
   99 UNKNOWN                  30      23.19      21.70      26.21       1.19
  100 UNKNOWN                  30       4.68       4.15       5.31       0.27
  101 UNKNOWN                  30      13.84      13.50      14.30       0.24
  102 UNKNOWN                  30       9.70       9.40      10.58       0.21
  103 UNKNOWN                  30      12.46      11.83      13.06       0.33
  104 UNKNOWN                  30      15.26      14.66      16.24       0.30
  105 UNKNOWN                  30       8.07       7.53       8.62       0.33
  106 UNKNOWN                  30      16.39      15.08      18.09       1.17
  107 UNKNOWN                  30      43.32      39.73      46.86       1.85
  108 UNKNOWN                  30      23.14      21.63      24.67       1.03
  109 UNKNOWN                  30       4.91       4.24       5.96       0.46
  110 UNKNOWN                  30      13.62      13.22      13.96       0.20
  111 UNKNOWN                  30       9.61       9.31       9.94       0.15
  112 UNKNOWN                  30      12.66      11.79      13.43       0.35
  113 UNKNOWN                  30      15.23      14.80      15.70       0.22
  114 UNKNOWN                  30       8.12       7.66       8.61       0.23
  115 UNKNOWN                  30      16.36      14.82      17.50       0.90
  116 UNKNOWN                  30      40.74      38.14      43.44       1.37
  117 UNKNOWN                  30      23.25      21.75      24.86       1.01
  118 UNKNOWN                  30       4.98       4.26       6.53       0.50
  119 UNKNOWN                  30      13.76      13.32      14.20       0.24
  120 UNKNOWN                  30       9.79       9.43      10.15       0.16
  121 UNKNOWN                  30      12.25      11.36      12.93       0.42
  122 UNKNOWN                  30      15.35      14.90      15.74       0.23
  123 UNKNOWN                  30       8.12       7.62       8.68       0.26
  124 UNKNOWN                  30      15.38      14.43      17.65       0.76
  125 UNKNOWN                  30      42.73      38.73      46.75       2.06
  126 UNKNOWN                  30      23.03      21.51      25.02       1.03
  127 UNKNOWN                  30       5.41       4.31       7.13       0.86
  128 UNKNOWN                  30      13.60      13.08      14.00       0.19
  129 UNKNOWN                  30       9.54       9.10      10.06       0.19
  130 UNKNOWN                  30      12.22      11.62      13.00       0.31
  131 UNKNOWN                  30      15.11      14.57      15.62       0.29
  132 UNKNOWN                  30       7.99       7.47       8.47       0.28
  133 UNKNOWN                  30      16.80      15.27      18.22       1.00
  134 UNKNOWN                  30      40.74      38.62      43.48       1.25
  135 UNKNOWN                  30      23.51      21.56      25.32       1.16
  136 UNKNOWN                  30       4.83       4.28       7.45       0.62
  137 UNKNOWN                  30      13.79      13.11      14.28       0.24
  138 UNKNOWN                  30       9.82       9.48      11.05       0.29
  139 UNKNOWN                  30      12.66      12.03      13.04       0.25
  140 UNKNOWN                  30      15.14      14.56      15.66       0.29
  141 UNKNOWN                  30       7.91       7.21       8.55       0.32
  142 UNKNOWN                  30      16.84      15.20      18.32       0.94
  143 UNKNOWN                  30      41.19      38.10      45.76       1.66
  144 UNKNOWN                  30      23.30      21.84      25.88       1.16
  145 UNKNOWN                  30       4.82       4.28       6.17       0.43
  146 UNKNOWN                  30      13.66      13.14      14.04       0.20
  147 UNKNOWN                  30       9.80       9.41      10.56       0.24
  148 UNKNOWN                  30      12.42      11.49      13.59       0.45
  149 UNKNOWN                  30      15.01      14.63      15.45       0.22
  150 UNKNOWN                  30       8.07       7.46       8.62       0.26
  151 UNKNOWN                  30      16.70      14.98      18.34       0.88
  152 UNKNOWN                  30      40.70      38.05      43.49       1.52
  153 UNKNOWN                  30      23.26      21.81      25.18       1.06
  154 UNKNOWN                  30       4.95       4.40       7.35       0.61
  155 UNKNOWN                  30      13.66      13.24      14.09       0.24
  156 UNKNOWN                  30       9.68       9.39      10.00       0.15
  157 UNKNOWN                  30      12.27      11.69      12.93       0.35
  158 UNKNOWN                  30      15.17      14.68      15.53       0.21
  159 UNKNOWN                  30       7.33       6.96       7.95       0.26
  160 UNKNOWN                  30      16.14      14.63      17.76       0.98
  161 UNKNOWN                  30      41.57      38.19      45.09       1.74
  162 UNKNOWN                  30      23.33      21.68      24.92       1.04
  163 UNKNOWN                  30       4.83       4.12       6.18       0.52
  164 UNKNOWN                  30      13.73      13.32      14.08       0.20
  165 UNKNOWN                  30       9.59       9.22      10.19       0.19
  166 UNKNOWN                  30      12.21      11.53      13.02       0.34
  167 UNKNOWN                  30      15.16      14.72      15.74       0.22
  168 UNKNOWN                  30       8.19       7.62       8.56       0.22
  169 UNKNOWN                  30      17.07      15.04      17.93       0.79
  170 UNKNOWN                  30      41.11      38.60      45.13       1.46
  171 UNKNOWN                  30      22.82      21.51      26.36       1.29
  172 UNKNOWN                  30       4.99       4.24       6.08       0.55
  173 UNKNOWN                  30      13.61      12.99      14.04       0.25
  174 UNKNOWN                  30       9.85       9.48      10.48       0.22
  175 UNKNOWN                  30      12.48      11.63      13.20       0.35
  176 UNKNOWN                  30      15.17      14.55      15.59       0.25
  177 UNKNOWN                  30       8.21       7.56       8.66       0.26
  178 UNKNOWN                  30      16.30      14.91      17.82       0.90
  179 UNKNOWN                  30      40.90      38.27      44.58       1.65
  180 UNKNOWN                  30      23.54      21.94      24.90       1.04
  181 UNKNOWN                  30       4.95       3.93       6.37       0.61
  182 UNKNOWN                  30      13.77      12.96      14.18       0.22
  183 UNKNOWN                  30       9.93       9.61      10.93       0.23
  184 UNKNOWN                  30      12.76      11.79      13.39       0.39
  185 UNKNOWN                  30      15.15      14.88      15.42       0.15
  186 UNKNOWN                  30       8.25       7.59       8.79       0.27
  187 UNKNOWN                  30      16.22      14.62      17.52       0.80
  188 UNKNOWN                  30      43.50      40.31      47.58       1.93
  189 UNKNOWN                  30      23.29      21.47      26.19       1.12
  190 UNKNOWN                  30       5.03       4.22       8.21       0.97
  191 UNKNOWN                  30      13.50      13.05      14.32       0.29
  192 UNKNOWN                  30       9.90       9.59      10.09       0.10
  193 UNKNOWN                  30      12.37      11.37      13.13       0.41
  194 UNKNOWN                  30      15.24      14.85      15.73       0.25
  195 UNKNOWN                  30       7.93       7.52       8.48       0.27
  196 UNKNOWN                  30      16.85      15.19      18.17       0.83
  197 UNKNOWN                  30      42.21      38.99      46.75       2.00
  198 UNKNOWN                  30      23.21      21.87      24.92       1.01
  199 UNKNOWN                  30       4.74       4.08       5.75       0.34
  200 UNKNOWN                  30      13.74      13.25      14.15       0.23
  201 UNKNOWN                  30       9.45       9.14      10.50       0.25
  202 UNKNOWN                  30      12.53      11.78      13.14       0.33
  203 UNKNOWN                  30      15.20      14.60      15.82       0.23
  204 UNKNOWN                  30       7.94       7.38       8.40       0.28
  205 UNKNOWN                  30      16.35      15.02      17.82       0.98
  206 UNKNOWN                  30      44.41      41.18      48.68       1.75
  207 UNKNOWN                  30      22.41      21.42      24.44       0.90
  208 UNKNOWN                  30       5.01       4.32       7.75       0.74
  209 UNKNOWN                  30      13.66      13.28      14.12       0.24
  210 UNKNOWN                  30       9.77       9.48      10.68       0.25
  211 UNKNOWN                  30      12.62      12.16      12.96       0.21
  212 UNKNOWN                  30      15.20      14.71      15.63       0.23
  213 UNKNOWN                  30       8.11       7.33       8.76       0.34
  214 UNKNOWN                  30      16.23      15.04      18.37       1.08
  215 UNKNOWN                  30      41.33      38.42      44.18       1.56
  216 UNKNOWN                  30      23.50      21.87      26.08       1.28
  217 UNKNOWN                  30       4.68       4.18       5.84       0.33
  218 UNKNOWN                  30      13.80      13.32      14.20       0.23
  219 UNKNOWN                  30       9.78       9.45      10.09       0.18
  220 UNKNOWN                  30      12.72      11.81      13.27       0.38
  221 UNKNOWN                  30      15.20      14.78      15.75       0.25
  222 UNKNOWN                  30       7.93       7.37       8.40       0.24
  223 UNKNOWN                  30      16.35      14.78      17.98       0.99
  224 UNKNOWN                  30      40.85      38.49      43.61       1.44
  225 UNKNOWN                  30      23.41      21.35      26.32       1.19
  226 UNKNOWN                  30       4.90       4.07       7.19       0.70
  227 UNKNOWN                  30      13.77      13.31      14.09       0.21
  228 UNKNOWN                  30       9.93       9.67      10.25       0.13
  229 UNKNOWN                  30      12.38      11.43      12.93       0.44
  230 UNKNOWN                  30      15.31      14.85      15.85       0.28
  231 UNKNOWN                  30       7.98       7.46       8.76       0.29
  232 UNKNOWN                  30      16.56      14.78      17.75       0.93
  233 UNKNOWN                  30      40.29      38.19      43.07       1.33
  234 UNKNOWN                  30      23.75      22.05      24.66       0.80
  235 UNKNOWN                  30       4.68       4.28       5.40       0.23
  236 UNKNOWN                  30      13.67      13.16      14.28       0.23
  237 UNKNOWN                  30       9.41       9.06       9.66       0.16
  238 UNKNOWN                  30      12.44      11.85      13.02       0.33
  239 UNKNOWN                  30      15.23      14.52      15.46       0.21
  240 UNKNOWN                  30       7.71       7.32       8.20       0.22
  241 UNKNOWN                  30      16.63      14.74      17.66       0.83
  242 UNKNOWN                  30      40.46      38.30      43.44       1.48
  243 UNKNOWN                  30      23.28      21.79      25.09       0.99
