[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  28     162.83      94.88     277.44      54.22
    2 UNKNOWN                  29      14.09      12.71      15.59       0.77
    3 UNKNOWN                  29      31.26      29.30      33.96       1.03
    4 UNKNOWN                  29      10.37       9.94      10.82       0.18
    5 UNKNOWN                  29      12.07      11.30      13.72       0.65
    6 UNKNOWN                  29      27.43      23.73      30.20       1.75
    7 UNKNOWN                  29      12.93      12.49      13.29       0.25
    8 UNKNOWN                  29       4.26       3.31       4.82       0.55
    9 UNKNOWN                  29      31.54      30.36      32.80       0.65
   10 UNKNOWN                  29      51.02      49.76      52.40       0.65
   11 UNKNOWN                  29      18.82      18.01      19.89       0.51
   12 UNKNOWN                  29      10.60      10.00      11.19       0.26
   13 UNKNOWN                  29      11.76      11.32      12.04       0.18
   14 UNKNOWN                  29      25.03      23.89      26.44       0.46
   15 UNKNOWN                  29      13.27      11.98      17.20       1.82
   16 UNKNOWN                  29      28.02      26.46      29.22       0.91
   17 UNKNOWN                  29      41.47      38.93      43.29       1.17
   18 UNKNOWN                  29      23.67      21.10      26.49       1.29
   19 UNKNOWN                  29       4.98       4.27       5.60       0.37
   20 UNKNOWN                  29      18.98      18.14      20.36       0.52
   21 UNKNOWN                  29      10.29       9.92      10.85       0.18
   22 UNKNOWN                  29      12.00      11.43      12.45       0.30
   23 UNKNOWN                  29      24.22      23.51      25.48       0.41
   24 UNKNOWN                  29      13.33      12.89      13.64       0.21
   25 UNKNOWN                  29      27.84      26.12      33.52       1.35
   26 UNKNOWN                  29      42.39      39.43      46.88       1.81
   27 UNKNOWN                  29      23.85      21.56      26.73       1.26
   28 UNKNOWN                  29       5.00       4.28       5.57       0.34
   29 UNKNOWN                  29      19.04      18.36      20.36       0.50
   30 UNKNOWN                  29      10.31       9.95      11.43       0.30
   31 UNKNOWN                  29      11.68      11.30      12.94       0.31
   32 UNKNOWN                  29      25.45      23.35      26.88       0.96
   33 UNKNOWN                  29      12.99      12.33      13.52       0.32
   34 UNKNOWN                  29      27.20      25.16      31.49       1.27
   35 UNKNOWN                  29      43.42      39.60      48.05       1.89
   36 UNKNOWN                  29      23.39      21.95      25.07       0.86
   37 UNKNOWN                  29       5.14       4.39       6.85       0.48
   38 UNKNOWN                  29      18.65      18.06      19.89       0.46
   39 UNKNOWN                  29      10.18       9.92      10.49       0.14
   40 UNKNOWN                  29      11.87      11.26      12.55       0.33
   41 UNKNOWN                  29      24.07      23.45      24.68       0.27
   42 UNKNOWN                  29      13.26      12.80      13.68       0.24
   43 UNKNOWN                  29      28.95      26.97      34.33       1.23
   44 UNKNOWN                  29      40.85      38.06      44.35       1.48
   45 UNKNOWN                  29      24.34      21.59      27.28       1.71
   46 UNKNOWN                  29       5.00       4.17       5.83       0.43
   47 UNKNOWN                  29      19.23      18.40      20.16       0.50
   48 UNKNOWN                  29      10.21       9.90      10.53       0.17
   49 UNKNOWN                  29      11.79      11.30      12.35       0.25
   50 UNKNOWN                  29      24.99      24.15      27.20       0.75
   51 UNKNOWN                  29      13.18      12.73      13.64       0.21
   52 UNKNOWN                  29      27.61      25.94      32.93       1.39
   53 UNKNOWN                  29      41.90      38.65      45.90       1.74
   54 UNKNOWN                  29      23.69      22.16      26.36       1.11
   55 UNKNOWN                  29       5.12       4.38       5.95       0.33
   56 UNKNOWN                  29      18.55      17.76      19.65       0.49
   57 UNKNOWN                  29      10.27       9.99      10.80       0.20
