[EVENT_TIMING] 9632 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  149 UNKNOWN                  31       3.16       2.56       3.38       0.19
  150 UNKNOWN                  31       3.19       2.84       3.38       0.13
  151 UNKNOWN                  31       3.11       2.88       3.41       0.15
  152 UNKNOWN                  31       3.19       2.82       3.44       0.16
  153 UNKNOWN                  31       3.15       2.92       3.38       0.13
  154 UNKNOWN                  31       3.15       2.81       3.41       0.15
  155 UNKNOWN                  31       3.09       2.70       3.54       0.19
  156 UNKNOWN                  31       3.16       2.77       3.38       0.13
  157 UNKNOWN                  31       3.06       2.60       3.36       0.18
  158 UNKNOWN                  31       3.06       2.65       3.37       0.18
  159 UNKNOWN                  31       2.95       2.69       3.31       0.16
  160 UNKNOWN                  31       3.17       2.89       3.47       0.12
  161 UNKNOWN                  31       3.03       2.75       3.31       0.13
  162 UNKNOWN                  31       3.16       2.85       3.31       0.10
  163 UNKNOWN                  31       3.05       2.79       3.35       0.13
  164 UNKNOWN                  31       3.14       2.77       3.42       0.14
  165 UNKNOWN                  31       3.12       2.79       3.38       0.15
  166 UNKNOWN                  31       3.11       2.79       3.37       0.16
  167 UNKNOWN                  31       3.10       2.84       3.44       0.14
  168 UNKNOWN                  31       3.14       2.75       3.40       0.14
  169 UNKNOWN                  31       3.06       2.68       3.42       0.14
  170 UNKNOWN                  31       3.13       2.77       3.42       0.15
  171 UNKNOWN                  31       2.99       2.74       3.25       0.14
  172 UNKNOWN                  31       3.19       2.96       3.45       0.13
  173 UNKNOWN                  31       3.00       2.75       3.38       0.14
  174 UNKNOWN                  31       3.07       2.77       3.31       0.14
  175 UNKNOWN                  31       2.94       2.56       3.27       0.18
  176 UNKNOWN                  31       3.12       2.89       3.42       0.13
  177 UNKNOWN                  31       3.12       2.66       3.44       0.17
  178 UNKNOWN                  31       3.14       2.77       3.30       0.12
  179 UNKNOWN                  31       3.08       2.73       3.31       0.15
  180 UNKNOWN                  31       3.16       2.78       3.40       0.13
  181 UNKNOWN                  31       3.00       2.72       3.24       0.12
  182 UNKNOWN                  31       3.16       2.61       3.46       0.16
  183 UNKNOWN                  31       3.08       2.82       3.43       0.14
  184 UNKNOWN                  31       3.12       2.65       3.45       0.16
  185 UNKNOWN                  31       3.09       2.77       3.26       0.14
  186 UNKNOWN                  31       3.15       2.88       3.31       0.12
  187 UNKNOWN                  31       3.07       2.78       3.34       0.15
  188 UNKNOWN                  31       3.08       2.84       3.37       0.12
  189 UNKNOWN                  31       2.95       2.55       3.33       0.18
  190 UNKNOWN                  31       3.06       2.71       3.31       0.14
  191 UNKNOWN                  31       2.94       2.61       3.19       0.14
  192 UNKNOWN                  31       3.27       2.94       3.49       0.15
  193 UNKNOWN                  31       3.15       2.75       3.44       0.16
  194 UNKNOWN                  31       3.26       2.81       3.71       0.17
  195 UNKNOWN                  31       3.20       2.88       3.60       0.16
  196 UNKNOWN                  31       3.25       2.78       3.53       0.18
  197 UNKNOWN                  31       3.16       2.72       3.41       0.14
  198 UNKNOWN                  31       3.21       2.72       3.44       0.17
  199 UNKNOWN                  31       3.14       2.78       3.47       0.17
  200 UNKNOWN                  31       3.22       2.67       3.48       0.18
  201 UNKNOWN                  31       3.13       2.71       3.43       0.15
  202 UNKNOWN                  31       3.24       2.81       3.55       0.16
  203 UNKNOWN                  31       3.15       2.78       3.44       0.15
  204 UNKNOWN                  31       3.21       2.96       3.42       0.12
  205 UNKNOWN                  31       3.11       2.78       3.52       0.17
  206 UNKNOWN                  31       3.14       2.68       3.56       0.18
  207 UNKNOWN                  31       2.95       2.50       3.32       0.17
  208 UNKNOWN                  31       3.23       2.94       3.61       0.16
  209 UNKNOWN                  31       3.18       2.82       3.48       0.16
  210 UNKNOWN                  31       3.26       2.92       3.52       0.14
  211 UNKNOWN                  31       3.20       2.93       3.53       0.13
  212 UNKNOWN                  31       3.29       2.88       3.59       0.16
  213 UNKNOWN                  31       3.13       2.74       3.39       0.17
  214 UNKNOWN                  31       3.23       2.61       3.55       0.22
  215 UNKNOWN                  31       3.09       2.74       3.60       0.15
  216 UNKNOWN                  31       3.22       2.97       3.50       0.13
  217 UNKNOWN                  31       3.17       2.78       3.49       0.16
  218 UNKNOWN                  31       3.26       2.77       3.48       0.16
  219 UNKNOWN                  31       3.06       2.63       3.33       0.19
  220 UNKNOWN                  31       3.22       2.93       3.44       0.13
  221 UNKNOWN                  31       3.05       2.77       3.47       0.17
  222 UNKNOWN                  31       3.15       2.64       3.57       0.20
  223 UNKNOWN                  31       2.94       2.53       3.32       0.17
  224 UNKNOWN                  31       3.30       2.89       3.50       0.15
  225 UNKNOWN                  31       3.18       2.82       3.54       0.16
  226 UNKNOWN                  31       3.27       2.95       3.58       0.12
  227 UNKNOWN                  31       3.16       2.79       3.46       0.17
  228 UNKNOWN                  31       3.27       2.91       3.59       0.18
  229 UNKNOWN                  31       3.19       2.85       3.54       0.15
  230 UNKNOWN                  31       3.32       2.92       3.56       0.14
  231 UNKNOWN                  31       3.14       2.60       3.61       0.18
  232 UNKNOWN                  31       3.24       2.79       3.56       0.18
  233 UNKNOWN                  31       3.12       2.79       3.39       0.15
  234 UNKNOWN                  31       3.17       2.89       3.42       0.13
  235 UNKNOWN                  31       3.12       2.75       3.46       0.16
  236 UNKNOWN                  31       3.13       2.77       3.42       0.14
  237 UNKNOWN                  31       3.18       2.90       3.54       0.15
  238 UNKNOWN                  31       3.09       2.61       3.41       0.17
  239 UNKNOWN                  31       2.94       2.62       3.21       0.15
  240 UNKNOWN                  31       3.19       2.66       3.50       0.22
  241 UNKNOWN                  31       3.18       2.72       3.56       0.19
  242 UNKNOWN                  31       3.20       2.94       3.41       0.13
  243 UNKNOWN                  31       3.17       2.84       3.51       0.16
  244 UNKNOWN                  31       3.20       2.86       3.46       0.14
  245 UNKNOWN                  31       3.18       2.84       3.45       0.14
  246 UNKNOWN                  31       3.16       2.71       3.53       0.21
  247 UNKNOWN                  31       3.10       2.64       3.36       0.16
  248 UNKNOWN                  31       3.22       2.94       3.51       0.16
  249 UNKNOWN                  31       3.15       2.79       3.39       0.13
  250 UNKNOWN                  31       3.20       2.66       3.60       0.18
  251 UNKNOWN                  31       3.09       2.83       3.35       0.15
  252 UNKNOWN                  31       3.15       2.80       3.49       0.16
  253 UNKNOWN                  31       3.15       2.79       3.49       0.17
  254 UNKNOWN                  31       3.12       2.73       3.45       0.18
  255 UNKNOWN                  31       2.95       2.66       3.38       0.18
  256 UNKNOWN                  31       3.22       2.83       3.46       0.15
  257 UNKNOWN                  31       3.10       2.74       3.31       0.14
  258 UNKNOWN                  31       3.20       3.00       3.38       0.10
  259 UNKNOWN                  31       3.15       2.85       3.31       0.12
  260 UNKNOWN                  31       3.19       2.94       3.54       0.13
  261 UNKNOWN                  31       3.13       2.83       3.35       0.13
  262 UNKNOWN                  31       3.20       2.87       3.62       0.17
  263 UNKNOWN                  31       3.11       2.78       3.37       0.14
  264 UNKNOWN                  31       3.18       2.83       3.38       0.13
  265 UNKNOWN                  31       3.13       2.81       3.40       0.14
  266 UNKNOWN                  31       3.13       2.79       3.43       0.16
  267 UNKNOWN                  31       3.10       2.82       3.37       0.13
  268 UNKNOWN                  31       3.10       2.91       3.38       0.13
  269 UNKNOWN                  31       3.10       2.76       3.32       0.13
  270 UNKNOWN                  31       3.15       2.79       3.47       0.14
  271 UNKNOWN                  31       2.97       2.53       3.26       0.15
  272 UNKNOWN                  31       3.15       2.79       3.38       0.14
  273 UNKNOWN                  31       3.15       2.74       3.49       0.14
  274 UNKNOWN                  31       3.19       2.81       3.42       0.16
  275 UNKNOWN                  31       3.14       2.90       3.35       0.13
  276 UNKNOWN                  31       3.14       2.81       3.45       0.15
  277 UNKNOWN                  31       3.13       2.85       3.39       0.14
  278 UNKNOWN                  31       3.20       3.03       3.44       0.11
  279 UNKNOWN                  31       3.13       2.75       3.54       0.16
  280 UNKNOWN                  31       3.18       2.79       3.53       0.16
  281 UNKNOWN                  31       3.09       2.71       3.41       0.16
  282 UNKNOWN                  31       3.13       2.81       3.53       0.16
  283 UNKNOWN                  31       3.08       2.86       3.39       0.13
  284 UNKNOWN                  31       3.09       2.75       3.37       0.13
  285 UNKNOWN                  31       3.08       2.78       3.36       0.13
  286 UNKNOWN                  31       3.06       2.67       3.43       0.17
  287 UNKNOWN                  31       3.00       2.70       3.28       0.15
  288 UNKNOWN                  31       3.17       2.96       3.34       0.09
  289 UNKNOWN                  31       3.09       2.85       3.48       0.14
  290 UNKNOWN                  31       3.14       2.64       3.51       0.16
  291 UNKNOWN                  31       3.07       2.68       3.41       0.16
  292 UNKNOWN                  31       3.11       2.85       3.30       0.10
  293 UNKNOWN                  31       3.06       2.81       3.27       0.11
  294 UNKNOWN                  31       3.12       2.76       3.35       0.13
  295 UNKNOWN                  31       3.03       2.77       3.30       0.14
  296 UNKNOWN                  31       3.08       2.85       3.47       0.14
  297 UNKNOWN                  31       3.01       2.65       3.33       0.17
  298 UNKNOWN                  31       3.07       2.82       3.23       0.11
  299 UNKNOWN                  31       3.01       2.74       3.29       0.13
  300 UNKNOWN                  31       3.04       2.81       3.36       0.13
  301 UNKNOWN                  31       2.26       2.12       2.43       0.07

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 301       1113.7      1.114   100.0%
TOTAL                             1113.7      1.114

Saved raw event timing to event_timing.json
