[EVENT_TIMING] 9632 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     193.46     188.60     210.76       5.10
    2 UNKNOWN                  31       9.65       8.79      10.59       0.45
    3 UNKNOWN                  31       2.26       2.09       2.49       0.10
    4 UNKNOWN                  31       2.33       2.23       2.43       0.07
    5 UNKNOWN                  31       2.32       2.17       2.57       0.09
    6 UNKNOWN                  31       2.30       2.24       2.40       0.03
    7 UNKNOWN                  31       2.47       2.42       2.62       0.04
    8 UNKNOWN                  31       2.38       2.23       2.47       0.05
    9 UNKNOWN                  31       2.55       2.45       2.65       0.04
   10 UNKNOWN                  31       2.53       2.41       2.73       0.07
   11 UNKNOWN                  31       2.23       2.05       2.37       0.09
   12 UNKNOWN                  31       2.27       2.15       2.43       0.09
   13 UNKNOWN                  31       2.28       2.09       2.45       0.10
   14 UNKNOWN                  31       2.19       2.12       2.28       0.04
   15 UNKNOWN                  31       2.23       2.14       2.30       0.04
   16 UNKNOWN                  31       2.38       2.31       2.51       0.05
   17 UNKNOWN                  31       2.60       2.57       2.73       0.04
   18 UNKNOWN                  31       2.50       2.37       2.65       0.07
   19 UNKNOWN                  31       2.32       2.17       2.45       0.07
   20 UNKNOWN                  31       2.33       2.23       2.47       0.07
   21 UNKNOWN                  31       2.39       2.17       2.49       0.09
   22 UNKNOWN                  31       2.36       2.32       2.40       0.02
   23 UNKNOWN                  31       2.20       2.10       2.34       0.07
   24 UNKNOWN                  31       2.25       2.19       2.31       0.03
   25 UNKNOWN                  31       2.46       2.41       2.49       0.03
   26 UNKNOWN                  31       2.43       2.29       2.73       0.11
   27 UNKNOWN                  31       2.24       2.17       2.33       0.05
   28 UNKNOWN                  31       2.25       2.15       2.35       0.07
   29 UNKNOWN                  31       2.25       2.09       2.41       0.09
   30 UNKNOWN                  31       2.13       2.04       2.24       0.05
   31 UNKNOWN                  31       2.30       2.18       2.38       0.06
   32 UNKNOWN                  31       2.16       2.07       2.27       0.05
   33 UNKNOWN                  31       2.36       2.33       2.41       0.02
   34 UNKNOWN                  31       2.41       2.33       2.49       0.04
   35 UNKNOWN                  31       2.37       2.29       2.45       0.04
   36 UNKNOWN                  31       2.35       2.27       2.47       0.07
   37 UNKNOWN                  31       2.27       2.13       2.37       0.06
   38 UNKNOWN                  31       2.19       2.16       2.28       0.03
   39 UNKNOWN                  31       2.29       2.26       2.34       0.03
   40 UNKNOWN                  31       2.14       2.03       2.31       0.06
   41 UNKNOWN                  31       2.36       2.33       2.41       0.02
   42 UNKNOWN                  31       2.39       2.29       2.45       0.05
   43 UNKNOWN                  31       2.28       2.13       2.37       0.06
   44 UNKNOWN                  31       2.29       2.15       2.43       0.08
   45 UNKNOWN                  31       2.19       2.05       2.33       0.07
   46 UNKNOWN                  31       2.17       2.12       2.24       0.04
   47 UNKNOWN                  31       2.13       2.06       2.18       0.04
   48 UNKNOWN                  31       2.21       2.15       2.35       0.05
   49 UNKNOWN                  31       2.44       2.33       2.49       0.03
   50 UNKNOWN                  31       2.40       2.33       2.45       0.04
   51 UNKNOWN                  31       2.36       2.29       2.41       0.04
   52 UNKNOWN                  31       2.35       2.23       2.47       0.07
   53 UNKNOWN                  31       2.28       2.17       2.41       0.07
   54 UNKNOWN                  31       2.26       2.24       2.32       0.02
   55 UNKNOWN                  31       2.22       2.14       2.26       0.03
   56 UNKNOWN                  31       2.21       2.15       2.27       0.04
   57 UNKNOWN                  31       2.45       2.37       2.49       0.03
   58 UNKNOWN                  31       2.36       2.29       2.41       0.04
   59 UNKNOWN                  31       2.27       2.21       2.37       0.05
   60 UNKNOWN                  31       2.29       2.15       2.43       0.09
   61 UNKNOWN                  31       2.19       2.09       2.29       0.06
   62 UNKNOWN                  31       2.11       2.08       2.20       0.03
   63 UNKNOWN                  31       2.24       2.18       2.34       0.04
   64 UNKNOWN                  31       2.19       2.11       2.31       0.05
   65 UNKNOWN                  31       2.40       2.37       2.45       0.02
   66 UNKNOWN                  31       2.44       2.37       2.53       0.05
   67 UNKNOWN                  31       2.38       2.29       2.45       0.04
   68 UNKNOWN                  31       2.37       2.23       2.59       0.08
   69 UNKNOWN                  31       2.30       2.17       2.45       0.07
   70 UNKNOWN                  31       2.24       2.16       2.40       0.05
   71 UNKNOWN                  31       2.29       2.26       2.38       0.03
   72 UNKNOWN                  31       2.14       2.07       2.19       0.03
   73 UNKNOWN                  31       2.40       2.37       2.45       0.03
   74 UNKNOWN                  31       2.41       2.29       2.57       0.06
   75 UNKNOWN                  31       2.28       2.21       2.37       0.04
   76 UNKNOWN                  31       2.30       2.19       2.43       0.07
   77 UNKNOWN                  31       2.20       2.09       2.29       0.06
   78 UNKNOWN                  31       2.20       2.16       2.28       0.04
   79 UNKNOWN                  31       2.12       2.06       2.18       0.03
   80 UNKNOWN                  31       2.22       2.15       2.31       0.04
   81 UNKNOWN                  31       2.45       2.41       2.49       0.03
   82 UNKNOWN                  31       2.39       2.33       2.45       0.05
   83 UNKNOWN                  31       2.36       2.25       2.49       0.05
   84 UNKNOWN                  31       2.37       2.23       2.51       0.09
