[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  194 UNKNOWN                  30      24.09      22.44      26.96       1.08
  195 UNKNOWN                  30      13.68      12.70      17.04       1.14
  196 UNKNOWN                  30      28.55      26.69      29.05       0.41
  197 UNKNOWN                  30      40.16      38.31      43.52       1.30
  198 UNKNOWN                  30      23.48      21.46      25.28       1.17
  199 UNKNOWN                  30       5.09       4.52       6.59       0.43
  200 UNKNOWN                  30      18.38      17.76      19.04       0.41
  201 UNKNOWN                  30       9.85       9.47      10.33       0.23
  202 UNKNOWN                  30      11.79      11.35      12.35       0.22
  203 UNKNOWN                  30      23.27      22.56      26.22       0.63
  204 UNKNOWN                  30      13.42      12.69      15.12       0.59
  205 UNKNOWN                  30      28.05      27.67      28.44       0.20
  206 UNKNOWN                  30      42.58      38.89      45.59       1.64
  207 UNKNOWN                  30      23.57      22.00      25.11       1.04
  208 UNKNOWN                  30       4.97       4.29       6.42       0.42
  209 UNKNOWN                  30      18.69      17.99      19.64       0.44
  210 UNKNOWN                  30      10.33      10.04      10.80       0.19
  211 UNKNOWN                  30      12.16      11.80      12.53       0.17
  212 UNKNOWN                  30      24.15      23.12      26.72       1.18
  213 UNKNOWN                  30      13.24      12.38      15.67       0.84
  214 UNKNOWN                  30      28.89      28.55      29.61       0.21
  215 UNKNOWN                  30      40.45      38.59      44.25       1.24
  216 UNKNOWN                  30      23.30      21.76      26.68       1.16
  217 UNKNOWN                  30       5.25       4.24       7.78       0.69
  218 UNKNOWN                  30      18.71      17.93      19.28       0.39
  219 UNKNOWN                  30      10.17       9.90      10.59       0.19
  220 UNKNOWN                  30      12.27      11.62      15.12       0.70
  221 UNKNOWN                  30      25.19      23.24      28.20       1.24
  222 UNKNOWN                  30      13.29      12.71      16.92       0.72
  223 UNKNOWN                  30      27.81      27.35      28.88       0.28
  224 UNKNOWN                  30      40.42      38.72      42.16       1.10
  225 UNKNOWN                  30      23.48      21.69      25.70       1.19
  226 UNKNOWN                  30       5.25       4.54       6.84       0.59
  227 UNKNOWN                  30      18.62      17.96      19.21       0.33
  228 UNKNOWN                  30      10.17       9.89      10.57       0.15
  229 UNKNOWN                  30      11.88      11.50      12.24       0.19
  230 UNKNOWN                  30      24.02      22.78      27.00       1.18
  231 UNKNOWN                  30      13.15      12.68      13.68       0.30
  232 UNKNOWN                  30      27.05      25.00      28.41       0.77
  233 UNKNOWN                  30      40.76      38.48      45.52       1.66
  234 UNKNOWN                  30      23.60      21.84      26.04       1.14
  235 UNKNOWN                  30       5.02       4.45       5.48       0.30
  236 UNKNOWN                  30      18.19      17.62      18.73       0.35
  237 UNKNOWN                  30      10.56      10.19      10.90       0.18
  238 UNKNOWN                  30      11.80      11.32      13.96       0.59
  239 UNKNOWN                  30      23.28      22.30      25.18       0.70
  240 UNKNOWN                  30      13.29      12.66      14.59       0.42
  241 UNKNOWN                  30      27.17      25.34      28.51       0.67
  242 UNKNOWN                  30      40.44      38.41      42.90       1.22
  243 UNKNOWN                  30      23.28      21.73      25.37       1.07
  244 UNKNOWN                  30       5.95       4.32       7.48       1.03
  245 UNKNOWN                  24       0.18       0.03       0.72       0.20
  246 UNKNOWN                  28       0.28       0.01       1.10       0.31
  247 UNKNOWN                  28       0.21       0.01       0.80       0.18
  248 UNKNOWN                  29       0.33       0.01       2.59       0.55
  249 UNKNOWN                  29       9.42       0.03      89.11      26.55
  250 UNKNOWN                  28       0.32       0.02       2.92       0.56
  251 UNKNOWN                  29       0.16       0.02       0.59       0.15
  252 UNKNOWN                  26       0.20       0.04       0.68       0.16
  253 UNKNOWN                  29       0.42       0.01       2.83       0.56
  254 UNKNOWN                  27       0.28       0.01       1.52       0.33
  255 UNKNOWN                  26       0.23       0.02       1.30       0.25
  256 UNKNOWN                  28       0.28       0.02       1.56       0.30
  257 UNKNOWN                  29       6.62       0.02      88.97      22.20
  258 UNKNOWN                  27       3.46       0.01      87.66      16.51
  259 UNKNOWN                  28       3.38       0.01      88.94      16.47
  260 UNKNOWN                  28       3.42       0.07      87.94      16.27
  261 UNKNOWN                  27       0.15       0.01       0.64       0.16
  262 UNKNOWN                  25       3.91       0.01      91.06      17.79
  263 UNKNOWN                  28       0.34       0.02       2.08       0.45
  264 UNKNOWN                  23       0.36       0.01       0.95       0.28
  265 UNKNOWN                  29       0.27       0.01       0.90       0.23
  266 UNKNOWN                  26       4.19       0.01      95.00      18.18
  267 UNKNOWN                  27       0.20       0.01       0.96       0.23
  268 UNKNOWN                  27       0.22       0.01       0.88       0.23
  269 UNKNOWN                  27       3.60       0.02      89.72      16.89
  270 UNKNOWN                  28       0.24       0.01       1.56       0.36
  271 UNKNOWN                  28       0.22       0.01       0.60       0.17
  272 UNKNOWN                  29       3.29       0.03      85.02      15.45
  273 UNKNOWN                  30       0.41       0.02       2.40       0.51
  274 UNKNOWN                  29      12.62       0.02      88.85      30.12
  275 UNKNOWN                  30      23.43       0.05      87.67      37.80
  276 UNKNOWN                  28      15.99       0.01      88.18      32.81
  277 UNKNOWN                  27       0.18       0.01       0.96       0.22
  278 UNKNOWN                  28       0.22       0.01       1.07       0.25
  279 UNKNOWN                  29       3.43       0.03      85.51      15.53
  280 UNKNOWN                  29       0.25       0.01       1.16       0.26
  281 UNKNOWN                  29       0.34       0.02       1.44       0.33
  282 UNKNOWN                  28       4.76       0.02      41.34      12.28
  283 UNKNOWN                  30       7.13       0.04      40.77      14.58
  284 UNKNOWN                  29       0.46       0.03       1.48       0.36
  285 UNKNOWN                  29       1.77       0.07      37.07       6.69
  286 UNKNOWN                  29      13.53       0.06      40.36      17.83
  287 UNKNOWN                  28       3.19       0.01      40.36      10.20
  288 UNKNOWN                  29       0.26       0.02       1.18       0.30
  289 UNKNOWN                  28       0.35       0.01       1.76       0.40
  290 UNKNOWN                  29       4.44       0.04      40.57      11.79
  291 UNKNOWN                  30       0.38       0.01       1.73       0.41
  292 UNKNOWN                  30       1.83       0.01      39.64       7.04
  293 UNKNOWN                  29       0.35       0.04       1.96       0.43
  294 UNKNOWN                  28       7.34       0.02      40.83      14.84
  295 UNKNOWN                  30       5.96       5.62       6.42       0.19
  296 UNKNOWN                  30       5.23       4.96       5.42       0.11

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       5078.5      5.079   100.0%
TOTAL                             5078.5      5.079

Saved raw event timing to event_timing.json
