[EVENT_TIMING] 9472 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     222.55     203.80     286.68      19.50
    2 UNKNOWN                  31      14.29      12.55      15.91       0.74
    3 UNKNOWN                  31      16.75      15.44      18.20       0.70
    4 UNKNOWN                  31       9.75       9.53      10.05       0.13
    5 UNKNOWN                  31      12.49      11.84      13.10       0.32
    6 UNKNOWN                  31      15.13      14.61      15.78       0.30
    7 UNKNOWN                  31       7.77       7.13       8.21       0.28
    8 UNKNOWN                  31       4.13       3.51       5.08       0.52
    9 UNKNOWN                  31      35.84      34.37      37.57       0.88
   10 UNKNOWN                  31      50.50      49.67      51.80       0.66
   11 UNKNOWN                  31      13.57      12.88      14.14       0.28
   12 UNKNOWN                  31       9.81       9.53      10.20       0.19
   13 UNKNOWN                  31      12.00      11.41      12.65       0.30
   14 UNKNOWN                  31      15.05      14.32      15.68       0.30
   15 UNKNOWN                  31       6.98       6.67       7.51       0.22
   16 UNKNOWN                  31      16.96      15.60      18.28       0.83
   17 UNKNOWN                  31      42.62      39.88      46.96       1.95
   18 UNKNOWN                  31      23.96      22.05      26.44       1.21
   19 UNKNOWN                  31       4.69       4.10       5.11       0.23
   20 UNKNOWN                  31      13.58      13.06      14.00       0.22
   21 UNKNOWN                  31       9.96       9.52      11.28       0.31
   22 UNKNOWN                  31      12.44      11.45      13.09       0.44
   23 UNKNOWN                  31      15.31      14.70      16.01       0.27
   24 UNKNOWN                  31       8.04       7.47       8.36       0.24
   25 UNKNOWN                  31      17.13      15.50      18.74       1.11
   26 UNKNOWN                  31      42.29      39.39      47.48       2.13
   27 UNKNOWN                  31      24.24      21.92      26.96       1.18
   28 UNKNOWN                  31       4.67       4.03       5.39       0.32
   29 UNKNOWN                  31      13.61      13.22      14.23       0.23
   30 UNKNOWN                  31       9.55       9.18      10.12       0.20
   31 UNKNOWN                  31      12.19      11.42      13.06       0.41
   32 UNKNOWN                  31      15.08      14.62      15.59       0.25
   33 UNKNOWN                  31       8.04       7.52       8.50       0.25
   34 UNKNOWN                  31      16.64      15.05      17.92       0.93
   35 UNKNOWN                  31      43.82      38.97      48.01       1.80
   36 UNKNOWN                  31      24.20      22.31      26.12       1.03
   37 UNKNOWN                  31       4.61       4.24       5.20       0.20
   38 UNKNOWN                  31      13.76      13.35      14.36       0.20
   39 UNKNOWN                  31       9.73       9.50      10.41       0.17
   40 UNKNOWN                  31      12.13      11.32      13.08       0.41
   41 UNKNOWN                  31      15.15      14.80      15.55       0.18
   42 UNKNOWN                  31       8.03       7.20       8.54       0.30
   43 UNKNOWN                  31      16.35      14.81      17.87       0.92
   44 UNKNOWN                  31      44.57      40.96      46.69       1.40
   45 UNKNOWN                  31      23.01      21.40      26.16       1.27
   46 UNKNOWN                  31       4.74       4.21       5.58       0.34
   47 UNKNOWN                  31      13.54      12.92      14.06       0.29
   48 UNKNOWN                  31       9.87       9.47      10.29       0.18
   49 UNKNOWN                  31      11.96      11.49      12.56       0.28
   50 UNKNOWN                  31      15.03      14.34      15.63       0.28
   51 UNKNOWN                  31       8.13       7.60       8.84       0.28
   52 UNKNOWN                  31      16.93      14.85      17.92       0.91
   53 UNKNOWN                  31      42.49      39.92      45.13       1.56
   54 UNKNOWN                  31      23.80      21.88      27.04       1.33
   55 UNKNOWN                  31       4.74       4.36       5.20       0.17
   56 UNKNOWN                  31      13.67      13.02      14.04       0.21
   57 UNKNOWN                  31       9.58       9.22      10.70       0.26
   58 UNKNOWN                  31      12.48      11.70      13.30       0.53
   59 UNKNOWN                  31      15.13      14.59      15.75       0.25
   60 UNKNOWN                  31       8.18       7.80       8.63       0.23
   61 UNKNOWN                  31      16.88      14.97      18.01       0.98
   62 UNKNOWN                  31      41.11      38.78      44.00       1.46
   63 UNKNOWN                  31      24.15      21.80      26.20       1.19
   64 UNKNOWN                  31       4.76       4.19       6.31       0.38
   65 UNKNOWN                  31      13.71      13.35      14.14       0.21
   66 UNKNOWN                  31       9.58       9.20      10.13       0.16
   67 UNKNOWN                  31      12.39      11.34      13.24       0.37
   68 UNKNOWN                  31      15.10      14.41      15.44       0.28
   69 UNKNOWN                  31       8.01       7.38       8.72       0.30
   70 UNKNOWN                  31      16.62      15.27      18.08       0.71
   71 UNKNOWN                  31      42.19      40.09      44.61       1.39
   72 UNKNOWN                  31      24.01      22.08      26.88       1.25
   73 UNKNOWN                  31       4.91       4.40       6.80       0.54
   74 UNKNOWN                  31      13.72      13.10      14.12       0.22
   75 UNKNOWN                  31       9.60       9.36      10.18       0.19
   76 UNKNOWN                  31      12.64      11.84      13.46       0.37
   77 UNKNOWN                  31      15.13      14.61      15.70       0.26
   78 UNKNOWN                  31       8.06       7.26       8.62       0.31
   79 UNKNOWN                  31      16.55      15.20      17.75       0.81
   80 UNKNOWN                  31      42.46      39.59      46.53       1.38
   81 UNKNOWN                  31      23.52      21.38      25.72       1.22
   82 UNKNOWN                  31       5.24       4.34       7.56       0.73
   83 UNKNOWN                  31      13.71      13.27      14.16       0.22
   84 UNKNOWN                  31       9.83       9.45      10.12       0.16
   85 UNKNOWN                  31      12.33      11.53      12.95       0.33
   86 UNKNOWN                  31      15.24      14.58      15.86       0.29
   87 UNKNOWN                  31       7.88       7.53       8.39       0.24
   88 UNKNOWN                  31      16.99      15.03      18.20       0.91
   89 UNKNOWN                  31      44.18      40.84      47.73       1.69
   90 UNKNOWN                  31      23.67      21.89      26.24       1.21
   91 UNKNOWN                  31       5.02       4.40       6.07       0.41
   92 UNKNOWN                  31      13.59      13.24      14.08       0.20
   93 UNKNOWN                  31       9.72       9.30      11.31       0.34
   94 UNKNOWN                  31      12.58      11.49      13.25       0.49
   95 UNKNOWN                  31      15.21      14.32      15.72       0.29
   96 UNKNOWN                  31       7.82       7.10       8.44       0.26
   97 UNKNOWN                  31      16.75      15.12      18.36       1.03
   98 UNKNOWN                  31      41.83      38.63      43.99       1.15
   99 UNKNOWN                  31      23.49      21.92      27.20       1.39
  100 UNKNOWN                  31       4.93       4.34       6.02       0.40
  101 UNKNOWN                  31      13.62      12.93      14.10       0.25
  102 UNKNOWN                  31       9.47       9.20      10.08       0.18
  103 UNKNOWN                  31      12.15      11.68      12.76       0.28
  104 UNKNOWN                  31      15.15      14.64      15.63       0.26
  105 UNKNOWN                  31       7.86       7.27       8.36       0.22
  106 UNKNOWN                  31      17.02      15.16      18.64       0.90
  107 UNKNOWN                  31      43.74      41.16      47.84       1.65
  108 UNKNOWN                  31      24.08      21.68      27.28       1.35
  109 UNKNOWN                  31       4.78       4.43       6.10       0.36
  110 UNKNOWN                  31      13.45      12.91      13.80       0.21
  111 UNKNOWN                  31       9.56       9.26      10.05       0.17
  112 UNKNOWN                  31      12.64      11.87      13.36       0.32
  113 UNKNOWN                  31      15.23      14.91      15.60       0.22
  114 UNKNOWN                  31       7.97       7.45       8.80       0.32
  115 UNKNOWN                  31      16.29      14.83      17.44       0.85
  116 UNKNOWN                  31      41.92      39.37      43.96       1.19
  117 UNKNOWN                  31      23.35      21.84      26.36       1.17
  118 UNKNOWN                  31       4.97       4.41       6.41       0.44
  119 UNKNOWN                  31      13.63      13.02      14.10       0.23
  120 UNKNOWN                  31       9.85       9.47      10.20       0.14
  121 UNKNOWN                  31      12.34      11.61      12.99       0.32
  122 UNKNOWN                  31      15.29      14.86      15.80       0.22
  123 UNKNOWN                  31       7.89       7.20       8.61       0.32
  124 UNKNOWN                  31      16.60      14.71      17.53       0.87
  125 UNKNOWN                  31      42.44      39.49      45.23       1.60
  126 UNKNOWN                  31      23.47      22.01      25.88       1.06
  127 UNKNOWN                  31       4.92       4.30       5.85       0.38
  128 UNKNOWN                  31      13.62      13.23      13.96       0.20
  129 UNKNOWN                  31       9.82       9.50      10.48       0.19
  130 UNKNOWN                  31      12.59      11.30      13.33       0.49
  131 UNKNOWN                  31      15.13      14.57      15.54       0.26
  132 UNKNOWN                  31       8.27       7.76       8.84       0.28
  133 UNKNOWN                  31      17.09      15.40      18.49       1.05
  134 UNKNOWN                  31      41.86      39.03      44.87       1.52
  135 UNKNOWN                  31      23.53      21.64      27.61       1.29
  136 UNKNOWN                  31       5.06       4.30       6.86       0.62
