"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,"Agent 1",1,23535,23535,262144,3,"fill_kernel(HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,12,4,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988359499359,63988359929999
1,1,"Agent 1",1,23535,23535,262144,3,"fill_kernel(HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,12,4,32,"TCC_EA0_RDREQ_sum",863.000000,63988359499359,63988359929999
2,2,"Agent 1",1,23535,23535,77824,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988362764781,63988363019292
2,2,"Agent 1",1,23535,23535,77824,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_RDREQ_sum",771.000000,63988362764781,63988363019292
3,3,"Agent 1",1,23535,23535,65536,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988363199992,63988363202397
3,3,"Agent 1",1,23535,23535,65536,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_RDREQ_sum",232.000000,63988363199992,63988363202397
4,4,"Agent 1",1,23535,23535,65536,2,"warmup_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988363416374,63988363418980
4,4,"Agent 1",1,23535,23535,65536,2,"warmup_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_RDREQ_sum",8344.000000,63988363416374,63988363418980
5,5,"Agent 1",1,23535,23535,67108864,1,"copy_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988363565761,63988364124258
5,5,"Agent 1",1,23535,23535,67108864,1,"copy_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_RDREQ_sum",8388760.000000,63988363565761,63988364124258
6,6,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988364273845,63988364277013
6,6,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",88.000000,63988364273845,63988364277013
7,7,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988364439550,63988364442236
7,7,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988364439550,63988364442236
8,8,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988364591222,63988364593989
8,8,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988364591222,63988364593989
9,9,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988364742373,63988364744899
9,9,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988364742373,63988364744899
10,10,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988364900060,63988364902465
10,10,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988364900060,63988364902465
11,11,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988365070616,63988365073222
11,11,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988365070616,63988365073222
12,12,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988365221767,63988365224373
12,12,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988365221767,63988365224373
13,13,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_32B_sum",0.00000000e+00,63988365383823,63988365386389
13,13,"Agent 1",1,23535,23535,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_RDREQ_sum",87.000000,63988365383823,63988365386389
