[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     219.13     147.04     301.44      36.78
    2 UNKNOWN                  30      14.42      13.04      16.72       0.86
    3 UNKNOWN                  30      24.08      22.28      25.91       1.06
    4 UNKNOWN                  30       9.97       9.73      10.80       0.21
    5 UNKNOWN                  30      12.33      11.36      13.05       0.38
    6 UNKNOWN                  30      15.12      14.44      15.68       0.33
    7 UNKNOWN                  30       7.78       7.21       8.51       0.37
    8 UNKNOWN                  30       4.24       3.59       5.13       0.48
    9 UNKNOWN                  30      35.27      33.69      36.68       0.71
   10 UNKNOWN                  30      50.40      49.09      52.48       0.68
   11 UNKNOWN                  30      11.21      10.61      11.93       0.37
   12 UNKNOWN                  30       9.88       9.55      10.45       0.20
   13 UNKNOWN                  30      12.46      11.71      13.33       0.38
   14 UNKNOWN                  30      15.10      14.48      15.57       0.33
   15 UNKNOWN                  30       7.18       6.81       7.66       0.25
   16 UNKNOWN                  30      16.94      15.36      18.30       0.93
   17 UNKNOWN                  30      43.07      39.36      46.84       1.81
   18 UNKNOWN                  30      23.44      21.72      25.48       1.06
   19 UNKNOWN                  30       4.96       4.21       5.53       0.33
   20 UNKNOWN                  30      11.19      10.68      12.08       0.36
   21 UNKNOWN                  30       9.62       9.08      10.23       0.25
   22 UNKNOWN                  30      12.42      11.57      13.09       0.35
   23 UNKNOWN                  30      15.25      14.72      15.72       0.25
   24 UNKNOWN                  30       7.76       7.24       8.24       0.25
   25 UNKNOWN                  30      16.43      14.91      18.11       1.11
   26 UNKNOWN                  30      44.69      41.19      48.93       1.99
   27 UNKNOWN                  30      24.26      21.44      25.96       1.02
   28 UNKNOWN                  30       4.97       4.19       5.52       0.32
   29 UNKNOWN                  30      11.05      10.47      11.76       0.34
   30 UNKNOWN                  30       9.83       9.52      10.17       0.17
   31 UNKNOWN                  30      12.23      11.60      12.75       0.34
   32 UNKNOWN                  30      15.24      14.86      15.56       0.20
   33 UNKNOWN                  30       7.77       7.39       8.31       0.23
   34 UNKNOWN                  30      16.23      15.51      17.55       0.62
   35 UNKNOWN                  30      43.83      40.24      48.48       2.17
   36 UNKNOWN                  30      23.98      22.12      25.90       0.97
   37 UNKNOWN                  30       4.73       4.36       5.37       0.31
   38 UNKNOWN                  30      11.73      10.64      15.11       0.76
   39 UNKNOWN                  30       9.77       9.30      11.03       0.29
   40 UNKNOWN                  30      12.35      11.44      12.73       0.30
   41 UNKNOWN                  30      15.39      14.72      15.95       0.31
   42 UNKNOWN                  30       7.90       7.43       8.49       0.27
   43 UNKNOWN                  30      16.33      15.04      17.68       0.76
   44 UNKNOWN                  30      44.22      41.16      48.37       1.81
   45 UNKNOWN                  30      24.17      22.07      28.28       1.40
   46 UNKNOWN                  30       4.80       4.25       5.32       0.33
   47 UNKNOWN                  30      11.63      10.55      17.03       1.47
   48 UNKNOWN                  30       9.83       9.18      10.30       0.21
   49 UNKNOWN                  30      12.42      11.75      12.95       0.31
   50 UNKNOWN                  30      15.35      14.56      15.99       0.34
   51 UNKNOWN                  30       7.95       7.37       8.64       0.33
   52 UNKNOWN                  30      17.34      15.08      18.16       0.83
   53 UNKNOWN                  30      41.30      38.74      44.88       1.58
   54 UNKNOWN                  30      23.93      21.54      26.44       1.22
   55 UNKNOWN                  30       4.80       4.35       5.58       0.29
   56 UNKNOWN                  30      13.22      10.64      20.01       2.91
   57 UNKNOWN                  30       9.70       9.28       9.99       0.19
   58 UNKNOWN                  30      12.54      11.84      13.09       0.31
   59 UNKNOWN                  30      15.36      14.84      15.80       0.25
   60 UNKNOWN                  30       7.96       7.41       8.41       0.28
   61 UNKNOWN                  30      16.57      14.71      18.14       1.17
