[EVENT_TIMING] 9472 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     222.53     206.92     292.48      16.27
    2 UNKNOWN                  31      13.96      12.42      15.30       0.72
    3 UNKNOWN                  31      16.78      15.24      18.34       0.78
    4 UNKNOWN                  31      10.06       9.60      11.62       0.33
    5 UNKNOWN                  31      12.23      11.64      13.08       0.29
    6 UNKNOWN                  31      15.10      14.60      15.86       0.28
    7 UNKNOWN                  31       7.74       7.26       8.27       0.28
    8 UNKNOWN                  31       3.90       3.41       4.85       0.44
    9 UNKNOWN                  31      35.50      33.59      36.88       0.72
   10 UNKNOWN                  31      50.37      49.50      51.84       0.62
   11 UNKNOWN                  31      13.57      12.98      14.14       0.23
   12 UNKNOWN                  31       9.79       9.32      10.52       0.19
   13 UNKNOWN                  31      11.98      11.26      12.59       0.33
   14 UNKNOWN                  31      15.10      14.78      15.48       0.19
   15 UNKNOWN                  31       7.14       6.74       8.20       0.27
   16 UNKNOWN                  31      16.47      15.44      17.98       0.63
   17 UNKNOWN                  31      44.90      41.90      48.08       1.54
   18 UNKNOWN                  31      23.61      21.92      25.88       1.06
   19 UNKNOWN                  31       4.55       4.22       4.85       0.16
   20 UNKNOWN                  31      13.67      13.16      14.16       0.23
   21 UNKNOWN                  31       9.94       9.52      11.26       0.30
   22 UNKNOWN                  31      12.33      11.48      13.14       0.43
   23 UNKNOWN                  31      15.18      14.60      15.74       0.27
   24 UNKNOWN                  31       7.87       7.34       8.24       0.24
   25 UNKNOWN                  31      15.84      15.22      17.68       0.45
   26 UNKNOWN                  31      44.69      39.88      47.65       1.62
   27 UNKNOWN                  31      23.98      22.05      26.43       1.05
   28 UNKNOWN                  31       4.60       4.12       6.18       0.41
   29 UNKNOWN                  31      13.58      13.32      14.05       0.19
   30 UNKNOWN                  31       9.59       9.28       9.94       0.16
   31 UNKNOWN                  31      12.19      11.48      12.70       0.31
   32 UNKNOWN                  31      15.05      14.58      15.43       0.21
   33 UNKNOWN                  31       7.83       7.33       8.39       0.29
   34 UNKNOWN                  31      15.95      14.80      17.54       0.82
   35 UNKNOWN                  31      42.64      40.10      46.16       1.33
   36 UNKNOWN                  31      24.21      22.11      26.64       1.15
   37 UNKNOWN                  31       4.71       3.98       7.64       0.71
   38 UNKNOWN                  31      13.66      13.22      14.05       0.19
   39 UNKNOWN                  31       9.65       9.34      10.12       0.20
   40 UNKNOWN                  31      12.37      11.60      13.58       0.49
   41 UNKNOWN                  31      15.01      14.59      15.55       0.28
   42 UNKNOWN                  31       7.85       7.42       8.36       0.25
   43 UNKNOWN                  31      16.16      15.17      17.91       0.82
   44 UNKNOWN                  31      44.51      39.76      46.83       1.83
   45 UNKNOWN                  31      23.71      20.98      26.87       1.53
   46 UNKNOWN                  31       4.52       4.18       4.88       0.18
   47 UNKNOWN                  31      13.37      12.90      13.96       0.23
   48 UNKNOWN                  31       9.64       9.24      10.36       0.20
   49 UNKNOWN                  31      11.98      10.88      12.82       0.49
   50 UNKNOWN                  31      15.03      14.64      15.64       0.24
   51 UNKNOWN                  31       7.98       7.22       8.34       0.29
   52 UNKNOWN                  31      16.64      15.64      18.00       0.81
   53 UNKNOWN                  31      43.14      40.16      45.09       1.10
   54 UNKNOWN                  31      23.49      21.42      26.84       1.24
   55 UNKNOWN                  31       4.60       4.00       5.16       0.25
   56 UNKNOWN                  31      13.59      13.16      14.00       0.21
   57 UNKNOWN                  31      10.13       9.74      10.66       0.20
   58 UNKNOWN                  31      12.11      11.38      13.02       0.46
   59 UNKNOWN                  31      15.03      14.52      15.48       0.24
   60 UNKNOWN                  31       8.00       7.38       8.50       0.28
   61 UNKNOWN                  31      16.78      15.38      18.14       0.92
   62 UNKNOWN                  31      42.11      39.62      44.60       1.20
   63 UNKNOWN                  31      24.18      21.32      27.80       1.59
   64 UNKNOWN                  31       4.57       4.21       5.40       0.29
   65 UNKNOWN                  31      13.70      13.08      14.17       0.24
   66 UNKNOWN                  31       9.72       9.45      10.22       0.15
   67 UNKNOWN                  31      12.34      11.50      13.10       0.41
   68 UNKNOWN                  31      15.03      14.35      15.71       0.31
   69 UNKNOWN                  31       7.83       7.20       8.28       0.29
   70 UNKNOWN                  31      15.93      14.84      17.72       0.80
   71 UNKNOWN                  31      42.60      39.36      46.02       1.53
   72 UNKNOWN                  31      23.51      21.48      25.40       1.14
   73 UNKNOWN                  31       4.57       4.01       6.84       0.47
   74 UNKNOWN                  31      13.69      13.40      14.14       0.19
   75 UNKNOWN                  31       9.75       9.42      11.36       0.33
   76 UNKNOWN                  31      12.34      11.04      13.46       0.58
   77 UNKNOWN                  31      14.89      14.42      15.30       0.23
   78 UNKNOWN                  31       7.95       7.16       8.52       0.29
   79 UNKNOWN                  31      16.69      15.29      18.03       0.93
   80 UNKNOWN                  31      41.75      38.27      45.31       2.05
   81 UNKNOWN                  31      23.90      21.81      26.08       1.13
   82 UNKNOWN                  31       4.99       4.12       7.52       0.65
   83 UNKNOWN                  31      13.63      13.19      14.26       0.27
   84 UNKNOWN                  31       9.63       9.32      10.36       0.24
   85 UNKNOWN                  31      11.83      11.07      12.58       0.39
   86 UNKNOWN                  31      14.93      14.28      15.50       0.30
   87 UNKNOWN                  31       7.92       7.40       8.40       0.24
   88 UNKNOWN                  31      17.16      15.39      18.14       0.89
   89 UNKNOWN                  31      43.54      38.88      48.84       2.32
   90 UNKNOWN                  31      23.39      21.64      25.88       1.17
   91 UNKNOWN                  31       5.04       4.19       7.40       0.73
   92 UNKNOWN                  31      13.48      13.17      14.06       0.21
   93 UNKNOWN                  31      10.01       9.58      10.98       0.26
   94 UNKNOWN                  31      12.21      11.47      12.92       0.35
   95 UNKNOWN                  31      15.05      14.34      15.43       0.29
   96 UNKNOWN                  31       7.82       7.26       8.42       0.30
   97 UNKNOWN                  31      17.36      15.44      18.34       0.88
   98 UNKNOWN                  31      41.15      38.30      43.42       1.25
   99 UNKNOWN                  31      23.35      21.48      27.07       1.47
  100 UNKNOWN                  31       4.76       3.80       5.90       0.39
  101 UNKNOWN                  31      13.64      13.20      14.14       0.22
  102 UNKNOWN                  31       9.79       9.44      10.22       0.19
  103 UNKNOWN                  31      12.24      11.40      12.78       0.40
  104 UNKNOWN                  31      15.07      14.34      15.80       0.31
  105 UNKNOWN                  31       7.85       7.32       8.49       0.34
  106 UNKNOWN                  31      16.35      14.70      17.56       0.80
  107 UNKNOWN                  31      43.29      39.94      47.60       1.83
  108 UNKNOWN                  31      23.88      21.30      27.16       1.42
  109 UNKNOWN                  31       4.78       4.14       6.98       0.58
  110 UNKNOWN                  31      13.46      12.88      14.06       0.24
  111 UNKNOWN                  31       9.77       9.44      10.78       0.24
  112 UNKNOWN                  31      12.35      11.14      13.02       0.40
  113 UNKNOWN                  31      15.13      14.47      15.52       0.22
