[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  153 UNKNOWN                  29      24.72      22.28      25.48       0.57
  154 UNKNOWN                  29       5.12       4.30       7.40       0.78
  155 UNKNOWN                  29      13.92      13.38      14.39       0.22
  156 UNKNOWN                  29       9.46       9.13       9.95       0.19
  157 UNKNOWN                  29      12.26      11.64      12.83       0.32
  158 UNKNOWN                  29      14.87      14.28      15.59       0.35
  159 UNKNOWN                  29       7.75       7.15       8.35       0.30
  160 UNKNOWN                  29      15.70      15.18      16.28       0.26
  161 UNKNOWN                  29      42.29      41.02      45.90       1.31
  162 UNKNOWN                  29      24.49      23.00      25.44       0.40
  163 UNKNOWN                  29       4.98       4.00       6.14       0.50
  164 UNKNOWN                  29      14.06      13.58      14.54       0.25
  165 UNKNOWN                  29       9.72       9.34      10.13       0.22
  166 UNKNOWN                  29      12.71      12.03      13.30       0.40
  167 UNKNOWN                  29      15.21      14.75      15.63       0.23
  168 UNKNOWN                  29       8.09       7.46       8.68       0.26
  169 UNKNOWN                  29      15.13      14.61      15.88       0.32
  170 UNKNOWN                  29      42.12      41.31      43.73       0.63
  171 UNKNOWN                  29      24.47      23.94      24.99       0.27
  172 UNKNOWN                  29       5.08       4.37       6.28       0.49
  173 UNKNOWN                  29      13.85      13.12      14.40       0.33
  174 UNKNOWN                  29       9.91       9.52      10.47       0.23
  175 UNKNOWN                  29      12.38      11.74      13.29       0.37
  176 UNKNOWN                  29      15.31      14.84      15.87       0.31
  177 UNKNOWN                  29       7.98       7.42       8.48       0.28
  178 UNKNOWN                  29      15.27      14.79      15.96       0.26
  179 UNKNOWN                  29      41.86      40.65      45.20       1.00
  180 UNKNOWN                  29      24.68      23.13      26.24       0.62
  181 UNKNOWN                  29       5.06       4.16       7.94       0.73
  182 UNKNOWN                  29      14.04      13.40      14.83       0.37
  183 UNKNOWN                  29       9.89       9.52      11.20       0.30
  184 UNKNOWN                  29      12.38      11.37      13.21       0.48
  185 UNKNOWN                  29      15.06      14.48      15.67       0.32
  186 UNKNOWN                  29       8.20       7.42       8.68       0.31
  187 UNKNOWN                  29      15.38      14.62      17.28       0.55
  188 UNKNOWN                  29      41.55      40.00      43.54       0.73
  189 UNKNOWN                  29      24.50      22.32      26.12       0.76
  190 UNKNOWN                  29       4.62       4.21       5.03       0.22
  191 UNKNOWN                  29      13.73      12.92      14.33       0.33
  192 UNKNOWN                  29       9.65       9.13      10.05       0.20
  193 UNKNOWN                  29      12.51      11.75      13.28       0.43
  194 UNKNOWN                  29      14.98      14.56      15.40       0.21
  195 UNKNOWN                  29       8.11       7.64       8.52       0.25
  196 UNKNOWN                  29      15.43      15.00      16.22       0.28
  197 UNKNOWN                  29      41.44      40.50      43.07       0.50
  198 UNKNOWN                  29      24.38      23.51      25.08       0.34
  199 UNKNOWN                  29       4.98       4.32       6.75       0.53
  200 UNKNOWN                  29      13.95      13.33      14.62       0.29
  201 UNKNOWN                  29       9.80       9.42      10.26       0.23
  202 UNKNOWN                  29      12.49      11.99      13.02       0.31
  203 UNKNOWN                  29      15.12      14.56      15.64       0.30
  204 UNKNOWN                  29       7.95       7.45       8.73       0.32
  205 UNKNOWN                  29      15.21      14.79      15.89       0.32
  206 UNKNOWN                  29      43.99      41.15      46.00       1.24
  207 UNKNOWN                  29      24.21      23.56      26.16       0.47
