[EVENT_TIMING] 9632 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  30     210.24     195.28     238.12      11.32
    2 UNKNOWN                  31      64.69      63.59      65.52       0.43
    3 UNKNOWN                  31      56.85      56.16      57.68       0.42
    4 UNKNOWN                  31      56.73      56.04      57.52       0.35
    5 UNKNOWN                  31      56.84      55.24      57.52       0.41
    6 UNKNOWN                  31      56.36      52.76      57.40       0.99
    7 UNKNOWN                  31      56.62      53.32      57.16       0.66
    8 UNKNOWN                  31      56.54      53.32      57.48       0.67
    9 UNKNOWN                  31      56.44      54.27      57.20       0.51
   10 UNKNOWN                  31      56.53      52.96      57.48       0.71
   11 UNKNOWN                  31      56.61      56.08      57.24       0.27
   12 UNKNOWN                  31      56.61      56.20      57.12       0.27
   13 UNKNOWN                  31      56.76      56.24      57.28       0.30
   14 UNKNOWN                  31      56.46      52.80      57.00       0.71
   15 UNKNOWN                  31      56.68      56.24      57.24       0.23
   16 UNKNOWN                  31      57.09      56.60      57.72       0.26
   17 UNKNOWN                  31      56.62      56.12      57.36       0.28
   18 UNKNOWN                  31      56.54      56.00      56.92       0.23
   19 UNKNOWN                  31      57.17      56.56      57.76       0.30
   20 UNKNOWN                  31      56.66      56.24      57.04       0.22
   21 UNKNOWN                  31      56.54      55.60      57.24       0.28
   22 UNKNOWN                  31      56.57      52.56      57.52       0.99
   23 UNKNOWN                  31      56.61      52.68      57.40       0.81
   24 UNKNOWN                  31      56.61      53.12      57.08       0.67
   25 UNKNOWN                  31      56.61      52.88      57.48       0.71
   26 UNKNOWN                  31      56.47      52.52      57.28       1.05
   27 UNKNOWN                  31      56.36      52.48      56.96       0.74
   28 UNKNOWN                  31      56.44      52.32      57.16       0.79
   29 UNKNOWN                  31      56.42      52.76      57.16       0.74
   30 UNKNOWN                  31      56.36      53.40      57.04       0.77
   31 UNKNOWN                  31      56.65      56.12      57.08       0.25
   32 UNKNOWN                  31      56.75      56.32      57.44       0.23
   33 UNKNOWN                  31      56.42      55.88      57.00       0.30
   34 UNKNOWN                  31      56.58      56.12      57.16       0.26
   35 UNKNOWN                  31      56.61      55.96      57.12       0.30
   36 UNKNOWN                  31      56.45      55.80      56.88       0.22
   37 UNKNOWN                  31      56.70      55.92      57.28       0.32
   38 UNKNOWN                  31      56.21      52.16      56.96       1.02
   39 UNKNOWN                  31      56.45      52.92      57.28       0.69
   40 UNKNOWN                  31      56.32      52.96      56.92       0.66
   41 UNKNOWN                  31      56.42      53.24      57.04       0.64
   42 UNKNOWN                  31      56.23      52.72      57.04       0.95
   43 UNKNOWN                  31      56.36      52.96      57.28       0.68
   44 UNKNOWN                  31      56.40      53.08      57.08       0.64
   45 UNKNOWN                  31      56.23      52.72      57.00       0.70
   46 UNKNOWN                  31      56.22      52.08      57.20       1.02
   47 UNKNOWN                  31      56.45      52.84      57.16       0.71
   48 UNKNOWN                  31      56.41      53.28      57.04       0.61
   49 UNKNOWN                  31      56.40      52.76      57.12       0.72
   50 UNKNOWN                  31      56.46      52.92      57.28       0.73
   51 UNKNOWN                  31      56.39      52.76      56.92       0.71
   52 UNKNOWN                  31      56.61      53.92      57.12       0.53
   53 UNKNOWN                  31      56.47      55.87      57.04       0.29
   54 UNKNOWN                  31      56.26      52.48      56.92       0.73
   55 UNKNOWN                  31      56.90      56.40      57.96       0.29
   56 UNKNOWN                  31      56.55      56.12      57.36       0.22
   57 UNKNOWN                  31      56.47      54.84      57.24       0.42
   58 UNKNOWN                  31      56.21      52.04      57.16       0.95
   59 UNKNOWN                  31      56.54      53.12      57.32       0.66
   60 UNKNOWN                  31      56.55      53.12      57.12       0.68
   61 UNKNOWN                  31      56.34      53.40      57.00       0.58
