[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     243.42     218.88     303.96      26.90
    2 UNKNOWN                  30      13.99      12.80      15.52       0.72
    3 UNKNOWN                  30      16.76      15.56      18.84       0.86
    4 UNKNOWN                  30       9.85       9.58      10.24       0.15
    5 UNKNOWN                  30      12.81      11.78      13.58       0.42
    6 UNKNOWN                  30      15.31      14.76      15.91       0.33
    7 UNKNOWN                  30       7.76       7.22       8.39       0.30
    8 UNKNOWN                  30       4.01       3.19       5.02       0.57
    9 UNKNOWN                  30      35.63      34.01      37.16       0.83
   10 UNKNOWN                  30      50.31      49.12      51.88       0.62
   11 UNKNOWN                  30      13.67      13.15      14.14       0.22
   12 UNKNOWN                  30       9.99       9.54      10.34       0.18
   13 UNKNOWN                  30      12.61      11.63      13.45       0.42
   14 UNKNOWN                  30      15.22      14.78      15.64       0.23
   15 UNKNOWN                  30       7.06       6.68       7.42       0.21
   16 UNKNOWN                  30      17.20      15.76      18.21       0.79
   17 UNKNOWN                  30      42.69      39.93      45.89       1.50
   18 UNKNOWN                  30      23.90      21.68      26.44       1.47
   19 UNKNOWN                  30       4.72       4.04       5.15       0.24
   20 UNKNOWN                  30      13.70      13.29      14.12       0.22
   21 UNKNOWN                  30      10.25       9.85      11.05       0.24
   22 UNKNOWN                  30      12.76      11.77      13.47       0.41
   23 UNKNOWN                  30      15.35      14.93      15.72       0.22
   24 UNKNOWN                  30       7.93       7.40       8.36       0.24
   25 UNKNOWN                  30      17.27      15.84      18.60       0.91
   26 UNKNOWN                  30      42.21      39.28      48.64       2.16
   27 UNKNOWN                  30      24.26      22.20      26.76       1.15
   28 UNKNOWN                  30       4.73       3.88       6.66       0.49
   29 UNKNOWN                  30      13.68      13.23      14.08       0.26
   30 UNKNOWN                  30       9.63       9.24      10.08       0.22
   31 UNKNOWN                  30      12.51      11.63      13.18       0.36
   32 UNKNOWN                  30      15.04      14.46      15.80       0.31
   33 UNKNOWN                  30       8.10       7.31       8.77       0.37
   34 UNKNOWN                  30      16.45      15.22      18.46       0.90
   35 UNKNOWN                  30      42.94      40.11      45.60       1.35
   36 UNKNOWN                  30      24.21      21.47      26.84       1.51
   37 UNKNOWN                  30       4.81       4.33       5.83       0.35
   38 UNKNOWN                  30      13.75      13.20      14.43       0.28
   39 UNKNOWN                  30       9.75       9.42      10.97       0.26
   40 UNKNOWN                  30      12.86      11.40      13.71       0.53
   41 UNKNOWN                  30      15.08      14.49      15.60       0.26
   42 UNKNOWN                  30       7.96       7.35       8.45       0.29
   43 UNKNOWN                  30      15.83      14.79      17.27       0.81
   44 UNKNOWN                  30      42.07      39.40      44.10       1.42
   45 UNKNOWN                  30      24.38      22.07      27.64       1.43
   46 UNKNOWN                  30       4.73       4.12       5.28       0.23
   47 UNKNOWN                  30      13.58      13.22      14.16       0.27
   48 UNKNOWN                  30      10.13       9.88      10.52       0.16
   49 UNKNOWN                  30      12.72      11.93      13.40       0.40
   50 UNKNOWN                  30      15.21      14.68      15.84       0.32
   51 UNKNOWN                  30       7.98       7.37       8.66       0.32
   52 UNKNOWN                  30      15.92      14.67      17.78       0.77
   53 UNKNOWN                  30      41.93      39.69      43.70       1.14
   54 UNKNOWN                  30      23.82      21.43      25.81       1.12
   55 UNKNOWN                  30       4.80       4.36       6.17       0.34
   56 UNKNOWN                  30      13.82      13.39      14.41       0.26
   57 UNKNOWN                  30       9.91       9.53      10.84       0.25
   58 UNKNOWN                  30      12.63      11.52      13.35       0.44
   59 UNKNOWN                  30      15.15      14.56      15.67       0.28
   60 UNKNOWN                  30       8.08       7.56       8.65       0.29
   61 UNKNOWN                  30      16.75      15.25      18.35       0.88
   62 UNKNOWN                  30      41.47      39.22      43.70       1.31
   63 UNKNOWN                  30      23.90      22.00      26.84       1.22
   64 UNKNOWN                  30       4.81       4.32       5.34       0.25
   65 UNKNOWN                  30      13.73      13.35      14.21       0.23
   66 UNKNOWN                  30       9.78       9.41      10.24       0.19
   67 UNKNOWN                  30      12.47      11.66      13.42       0.40
   68 UNKNOWN                  30      15.06      14.45      15.73       0.32
   69 UNKNOWN                  30       7.90       7.26       8.68       0.34
   70 UNKNOWN                  30      17.45      15.37      18.60       1.02
   71 UNKNOWN                  30      41.05      39.04      46.02       1.64
   72 UNKNOWN                  30      23.74      21.70      25.80       1.18
   73 UNKNOWN                  30       5.67       4.40       7.82       0.87
   74 UNKNOWN                  30      13.96      13.62      14.66       0.25
