[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  28     210.89     189.40     276.08      20.07
    2 UNKNOWN                  29      14.26      13.11      15.63       0.68
    3 UNKNOWN                  29      16.55      15.24      18.39       0.73
    4 UNKNOWN                  29       9.99       9.70      10.30       0.16
    5 UNKNOWN                  29      12.40      11.66      13.44       0.51
    6 UNKNOWN                  29      15.13      14.64      15.62       0.25
    7 UNKNOWN                  29       7.72       7.24       8.30       0.26
    8 UNKNOWN                  29       3.94       3.24       4.80       0.51
    9 UNKNOWN                  29      34.05      32.20      35.62       0.76
   10 UNKNOWN                  29      50.22      49.46      51.56       0.59
   11 UNKNOWN                  29      13.66      13.22      14.22       0.23
   12 UNKNOWN                  29       9.93       9.44      10.78       0.26
   13 UNKNOWN                  29      12.29      11.30      13.03       0.41
   14 UNKNOWN                  29      15.09      14.48      15.58       0.28
   15 UNKNOWN                  29       7.03       6.46       7.56       0.26
   16 UNKNOWN                  29      17.35      15.14      18.58       0.95
   17 UNKNOWN                  29      41.46      39.04      45.38       1.48
   18 UNKNOWN                  29      23.78      21.94      25.92       1.11
   19 UNKNOWN                  29       4.61       4.12       5.16       0.21
   20 UNKNOWN                  29      13.57      13.12      14.12       0.22
   21 UNKNOWN                  29       9.82       9.54      10.59       0.20
   22 UNKNOWN                  29      12.36      11.44      12.84       0.38
   23 UNKNOWN                  29      15.09      14.58      15.63       0.30
   24 UNKNOWN                  29       7.94       7.39       8.44       0.29
   25 UNKNOWN                  29      16.40      15.16      18.44       0.83
   26 UNKNOWN                  29      42.66      39.52      46.83       1.76
   27 UNKNOWN                  29      22.78      21.06      25.30       1.10
   28 UNKNOWN                  29       4.93       4.20       6.13       0.45
   29 UNKNOWN                  29      13.72      13.28      14.59       0.30
   30 UNKNOWN                  29       9.58       9.20       9.80       0.13
   31 UNKNOWN                  29      12.27      11.48      13.20       0.36
   32 UNKNOWN                  29      14.91      14.56      15.36       0.24
   33 UNKNOWN                  29       7.79       7.28       8.24       0.26
   34 UNKNOWN                  29      16.92      15.21      18.39       0.92
   35 UNKNOWN                  29      41.39      38.20      44.11       1.44
   36 UNKNOWN                  29      23.24      21.32      25.08       0.91
   37 UNKNOWN                  29       4.86       4.14       6.46       0.46
   38 UNKNOWN                  29      13.63      13.28      14.22       0.21
   39 UNKNOWN                  29       9.75       9.48      10.20       0.16
   40 UNKNOWN                  29      12.19      11.42      12.82       0.38
   41 UNKNOWN                  29      15.03      14.52      15.38       0.23
   42 UNKNOWN                  29       7.85       7.10       8.50       0.31
   43 UNKNOWN                  29      15.78      15.00      17.66       0.66
   44 UNKNOWN                  29      42.06      38.74      43.72       1.28
   45 UNKNOWN                  29      22.88      21.40      24.37       0.90
   46 UNKNOWN                  29       4.95       4.32       6.80       0.45
   47 UNKNOWN                  29      13.36      12.89      13.76       0.21
   48 UNKNOWN                  29       9.98       9.50      10.60       0.22
   49 UNKNOWN                  29      12.24      11.38      13.18       0.44
   50 UNKNOWN                  29      14.95      14.56      15.50       0.25
   51 UNKNOWN                  29       8.08       7.38       8.58       0.30
   52 UNKNOWN                  29      16.18      15.04      17.88       0.86
   53 UNKNOWN                  29      41.95      38.90      44.84       1.35
   54 UNKNOWN                  29      23.54      21.76      25.48       1.03
   55 UNKNOWN                  29       5.01       4.34       6.18       0.38
   56 UNKNOWN                  29      13.59      13.24      14.30       0.23
   57 UNKNOWN                  29       9.93       9.48      11.30       0.32
   58 UNKNOWN                  29      12.28      11.66      13.04       0.38
   59 UNKNOWN                  29      15.06      14.61      15.62       0.28
   60 UNKNOWN                  29       7.98       7.41       8.54       0.26
   61 UNKNOWN                  29      16.23      14.98      18.06       1.06
   62 UNKNOWN                  29      41.47      39.04      43.40       1.25
   63 UNKNOWN                  29      23.14      21.49      24.96       1.08
   64 UNKNOWN                  29       4.79       4.34       6.30       0.40
   65 UNKNOWN                  29      13.66      13.24      14.07       0.21
   66 UNKNOWN                  29       9.73       9.42      10.06       0.15
   67 UNKNOWN                  29      12.25      11.29      13.52       0.49
   68 UNKNOWN                  29      14.92      14.48      15.59       0.29
   69 UNKNOWN                  29       7.96       7.10       8.51       0.34
   70 UNKNOWN                  29      17.47      15.57      18.63       0.78
