"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 2",1,0,5957,1,3,"fill_kernel(HIP_vector_type<unsigned int, 4u>*, unsigned long)",1,6164975349680,6164975641465,0,0,12,4,32,256,1,1,262144,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,2,13,"__amd_rocclr_fillBufferAligned",2,6164975626970,6164975845216,0,0,12,4,48,256,1,1,77824,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,3,13,"__amd_rocclr_fillBufferAligned",3,6164975845246,6164975848935,0,0,12,4,48,256,1,1,65536,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,4,2,"warmup_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",4,6164975891824,6164975893869,0,0,8,0,16,256,1,1,65536,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,5,1,"copy_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",5,6164975923858,6164976475390,0,0,8,0,16,256,1,1,67108864,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,6,11,"__amd_rocclr_copyBuffer",6,6164976511074,6164976513840,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,7,11,"__amd_rocclr_copyBuffer",7,6164976530783,6164976533309,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,8,11,"__amd_rocclr_copyBuffer",8,6164976549737,6164976552303,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,9,11,"__amd_rocclr_copyBuffer",9,6164976568611,6164976571258,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,10,11,"__amd_rocclr_copyBuffer",10,6164976587379,6164976589744,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,11,11,"__amd_rocclr_copyBuffer",11,6164976606207,6164976608853,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,12,11,"__amd_rocclr_copyBuffer",12,6164976625112,6164976627838,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,5957,13,11,"__amd_rocclr_copyBuffer",13,6164976644372,6164976646738,0,0,16,0,32,512,1,1,512,1,1
