[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     217.54     204.76     305.68      23.01
    2 UNKNOWN                  30      14.39      12.75      15.71       0.81
    3 UNKNOWN                  30      17.23      15.68      20.08       1.01
    4 UNKNOWN                  30       9.84       9.53      10.25       0.17
    5 UNKNOWN                  30      12.55      11.68      13.23       0.39
    6 UNKNOWN                  30      15.14      14.56      15.69       0.30
    7 UNKNOWN                  30       7.91       7.36       8.45       0.28
    8 UNKNOWN                  30       3.88       3.39       4.95       0.47
    9 UNKNOWN                  30      35.79      34.66      37.37       0.70
   10 UNKNOWN                  30      50.46      49.71      51.68       0.54
   11 UNKNOWN                  30      14.05      13.66      14.66       0.23
   12 UNKNOWN                  30       9.87       9.50      10.18       0.18
   13 UNKNOWN                  30      12.19      11.46      13.06       0.45
   14 UNKNOWN                  30      15.20      14.52      15.66       0.27
   15 UNKNOWN                  30       7.05       6.76       7.44       0.20
   16 UNKNOWN                  30      16.66      15.36      18.36       0.74
   17 UNKNOWN                  30      44.20      40.94      48.20       1.65
   18 UNKNOWN                  30      23.59      21.51      26.36       1.16
   19 UNKNOWN                  30       4.78       4.41       5.32       0.19
   20 UNKNOWN                  30      14.01      13.57      14.52       0.22
   21 UNKNOWN                  30      10.02       9.72      10.39       0.17
   22 UNKNOWN                  30      12.52      11.59      13.35       0.42
   23 UNKNOWN                  30      15.09      14.52      15.56       0.25
   24 UNKNOWN                  30       7.78       7.26       8.32       0.27
   25 UNKNOWN                  30      16.55      15.76      18.13       0.71
   26 UNKNOWN                  30      43.78      40.71      47.66       1.66
   27 UNKNOWN                  30      23.42      21.96      25.32       0.98
   28 UNKNOWN                  30       4.56       4.01       5.79       0.30
   29 UNKNOWN                  30      14.03      13.40      14.45       0.24
   30 UNKNOWN                  30       9.66       9.26      10.03       0.18
   31 UNKNOWN                  30      12.24      11.36      12.98       0.41
   32 UNKNOWN                  30      15.05      14.50      15.59       0.26
   33 UNKNOWN                  30       7.70       6.96       8.08       0.26
   34 UNKNOWN                  30      16.38      15.31      17.97       0.79
   35 UNKNOWN                  30      44.60      40.91      46.59       1.36
   36 UNKNOWN                  30      22.93      21.40      25.48       1.19
   37 UNKNOWN                  30       4.95       4.24       6.36       0.42
   38 UNKNOWN                  30      14.16      13.76      14.76       0.21
   39 UNKNOWN                  30       9.77       9.42      11.05       0.29
   40 UNKNOWN                  30      12.47      11.47      13.24       0.45
   41 UNKNOWN                  30      15.08      14.60      15.56       0.22
   42 UNKNOWN                  30       7.78       6.99       8.28       0.29
   43 UNKNOWN                  30      15.79      14.91      17.60       0.76
   44 UNKNOWN                  30      42.08      38.77      43.98       1.33
   45 UNKNOWN                  30      22.65      21.17      25.60       1.04
   46 UNKNOWN                  30       5.13       4.29       6.18       0.35
   47 UNKNOWN                  30      13.94      13.50      14.68       0.25
   48 UNKNOWN                  30       9.83       9.54      10.18       0.15
   49 UNKNOWN                  30      12.31      11.17      13.06       0.50
   50 UNKNOWN                  30      15.06      14.56      15.68       0.28
   51 UNKNOWN                  30       7.90       7.26       8.21       0.23
   52 UNKNOWN                  30      15.90      14.77      17.37       0.70
   53 UNKNOWN                  30      41.64      39.56      43.48       1.03
   54 UNKNOWN                  30      23.76      21.65      26.32       1.26
   55 UNKNOWN                  30       4.77       4.28       5.66       0.29
   56 UNKNOWN                  30      14.05      13.57      14.62       0.22
   57 UNKNOWN                  30       9.74       9.36      10.75       0.27
   58 UNKNOWN                  30      12.29      10.88      13.07       0.48
