"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,"Agent 1",1,23545,23545,262144,3,"fill_kernel(HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,12,4,32,"TCC_EA0_WRREQ_64B_sum",16777216.000000,63988787885756,63988788200524
1,1,"Agent 1",1,23545,23545,262144,3,"fill_kernel(HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,12,4,32,"TCC_EA0_WRREQ_sum",16777216.000000,63988787885756,63988788200524
2,2,"Agent 1",1,23545,23545,77824,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_WRREQ_64B_sum",16777216.000000,63988790392596,63988790612064
2,2,"Agent 1",1,23545,23545,77824,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_WRREQ_sum",16777216.000000,63988790392596,63988790612064
3,3,"Agent 1",1,23545,23545,65536,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_WRREQ_64B_sum",16384.000000,63988790767784,63988790770230
3,3,"Agent 1",1,23545,23545,65536,13,"__amd_rocclr_fillBufferAligned",256,0,0,12,4,48,"TCC_EA0_WRREQ_sum",16384.000000,63988790767784,63988790770230
4,4,"Agent 1",1,23545,23545,65536,1,"warmup_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_WRREQ_64B_sum",16384.000000,63988790900612,63988790902977
4,4,"Agent 1",1,23545,23545,65536,1,"warmup_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_WRREQ_sum",16384.000000,63988790900612,63988790902977
5,5,"Agent 1",1,23545,23545,67108864,2,"copy_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_WRREQ_64B_sum",16777216.000000,63988791044625,63988791595059
5,5,"Agent 1",1,23545,23545,67108864,2,"copy_kernel(HIP_vector_type<unsigned int, 4u> const*, HIP_vector_type<unsigned int, 4u>*, unsigned long)",256,0,0,8,0,16,"TCC_EA0_WRREQ_sum",16777216.000000,63988791044625,63988791595059
6,6,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988791727004,63988791729730
6,6,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988791727004,63988791729730
7,7,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988791860754,63988791863440
7,7,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988791860754,63988791863440
8,8,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988791994102,63988791996708
8,8,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988791994102,63988791996708
9,9,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988792129896,63988792132382
9,9,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988792129896,63988792132382
10,10,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988792263125,63988792265811
10,10,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988792263125,63988792265811
11,11,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988792405815,63988792408541
11,11,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988792405815,63988792408541
12,12,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988792539164,63988792541850
12,12,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988792539164,63988792541850
13,13,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_64B_sum",128.000000,63988792671550,63988792673955
13,13,"Agent 1",1,23545,23545,512,11,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA0_WRREQ_sum",128.000000,63988792671550,63988792673955
