# Measurement report

| Quantity | Predicted | Measured |
|---|---|---|
| bytes per iteration (read, MiB) | 4709.9 weights + cache; about 4772.0 with activations | - |
| time per iteration, median (us) | 1148.5-1349.4 + 326 t_b + T_serial | 1554.0 |
| time per iteration, P95 (us) |  | 5550.4 |
| time per iteration from event timing, median (us) |  | 516.1 |
| time per iteration from host wall clock (us) |  | 57881.8 |
| time per iteration from the kernel trace (us) |  | - |
| achieved read bandwidth (TB/s) | 3.66-4.3 over T_bw | - |
| launches per generation | 3 | - |
| L2 hit rate | 16-17% (Fleet's batch-1 figure) | - |
| tokens per second |  | 643.5 |
| workers with tasks (of those reporting) |  | 296 of 296 |
| tasks per XCD (placement) |  | 0:3212 1:3209 2:3200 3:3203 4:3203 5:3205 6:3200 7:3200 |
| shader clock from the spin (MHz) |  | - |
| exec cycles per task, busy workers |  | 1276.5 |
| exec us per task (at the spin's SCLK) |  | - |
| dep-wait us per iteration per busy worker |  | - |
| GFX clock from amd-smi during the run, median / max (MHz) | 2100 max (D2 of round 1) | 2103 / 2103 over 27 samples |
| memory clock from amd-smi, median (MHz) |  | 900 |

## Exec time per task by class (worker timing, I1)

| Class | tasks | cycles per task | us per task |
|---|---|---|---|
| copy | 24734 | 1280 | - |

## Per-operator time (event gaps, mean over iterations after the first)

| Event | Operator | mean us | min us | max us | n |
|---|---|---|---|---|---|
| 1 | iteration_start | 126.64 | 8.24 | 152.16 | 30 |
| 2 | copy_layer | 10.86 | 10.61 | 11.23 | 31 |
| 3 | copy_layer | 3.65 | 3.32 | 3.98 | 31 |
| 4 | copy_layer | 3.68 | 3.38 | 4.03 | 31 |
| 5 | copy_layer | 3.73 | 3.48 | 4.05 | 31 |
| 6 | copy_layer | 3.71 | 3.39 | 4.03 | 31 |
| 7 | copy_layer | 3.76 | 3.36 | 3.96 | 31 |
| 8 | copy_layer | 3.69 | 3.41 | 3.92 | 31 |
| 9 | copy_layer | 3.73 | 3.23 | 4.00 | 31 |
| 10 | copy_layer | 3.71 | 3.12 | 3.98 | 31 |
| 11 | copy_layer | 3.72 | 3.40 | 4.12 | 31 |
| 12 | copy_layer | 3.66 | 3.25 | 3.85 | 31 |
| 13 | copy_layer | 3.63 | 3.28 | 3.92 | 31 |
| 14 | copy_layer | 3.58 | 3.10 | 3.96 | 31 |
| 15 | copy_layer | 3.57 | 3.36 | 3.83 | 31 |
| 16 | copy_layer | 3.66 | 3.25 | 3.96 | 31 |
| 17 | copy_layer | 3.71 | 3.40 | 4.07 | 31 |
| 18 | copy_layer | 3.68 | 3.41 | 3.97 | 31 |
| 19 | copy_layer | 3.70 | 3.20 | 3.99 | 31 |
| 20 | copy_layer | 3.62 | 3.24 | 3.91 | 31 |
| 21 | copy_layer | 3.68 | 3.32 | 3.91 | 31 |
| 22 | copy_layer | 3.67 | 3.40 | 4.04 | 31 |
| 23 | copy_layer | 3.71 | 3.39 | 3.97 | 31 |
| 24 | copy_layer | 3.68 | 3.36 | 3.88 | 31 |
| 25 | copy_layer | 3.69 | 3.33 | 4.00 | 31 |
| 26 | copy_layer | 3.66 | 3.31 | 3.88 | 31 |
| 27 | copy_layer | 3.73 | 3.20 | 3.93 | 31 |
| 28 | copy_layer | 3.59 | 3.24 | 3.89 | 31 |
| 29 | copy_layer | 3.72 | 3.41 | 4.08 | 31 |
| 30 | copy_layer | 3.54 | 3.15 | 3.91 | 31 |
| 31 | copy_layer | 3.55 | 3.17 | 3.88 | 31 |
| 32 | copy_layer | 3.69 | 3.34 | 4.00 | 31 |
| 33 | copy_layer | 3.81 | 3.49 | 4.04 | 31 |
| 34 | copy_layer | 3.75 | 3.48 | 4.04 | 31 |
| 35 | copy_layer | 3.72 | 3.32 | 4.01 | 31 |
| 36 | copy_layer | 3.69 | 3.40 | 4.07 | 31 |
| 37 | copy_layer | 3.75 | 3.23 | 4.36 | 31 |
| 38 | copy_layer | 3.78 | 3.36 | 4.01 | 31 |
| 39 | copy_layer | 3.73 | 3.16 | 4.05 | 31 |
| 40 | copy_layer | 3.65 | 3.27 | 3.92 | 31 |
| 41 | copy_layer | 3.71 | 3.25 | 4.00 | 31 |
| 42 | copy_layer | 3.68 | 3.28 | 3.95 | 31 |
| 43 | copy_layer | 3.72 | 3.27 | 4.00 | 31 |
| 44 | copy_layer | 3.68 | 3.08 | 4.00 | 31 |
| 45 | copy_layer | 3.69 | 3.31 | 4.09 | 31 |
| 46 | copy_layer | 3.64 | 3.19 | 3.93 | 31 |
| 47 | copy_layer | 3.63 | 3.24 | 3.95 | 31 |
| 48 | copy_layer | 3.59 | 3.19 | 3.99 | 31 |
| 49 | copy_layer | 3.72 | 3.19 | 4.04 | 31 |
| 50 | copy_layer | 3.75 | 3.24 | 4.08 | 31 |
| 51 | copy_layer | 3.75 | 3.36 | 4.08 | 31 |
| 52 | copy_layer | 3.77 | 3.47 | 4.01 | 31 |
| 53 | copy_layer | 3.78 | 3.46 | 4.04 | 31 |
| 54 | copy_layer | 3.72 | 3.24 | 4.00 | 31 |
| 55 | copy_layer | 3.77 | 3.23 | 3.99 | 31 |
| 56 | copy_layer | 3.68 | 3.38 | 3.97 | 31 |
| 57 | copy_layer | 3.75 | 3.44 | 4.00 | 31 |
| 58 | copy_layer | 3.71 | 3.28 | 4.00 | 31 |
| 59 | copy_layer | 3.74 | 3.28 | 4.04 | 31 |
| 60 | copy_layer | 3.62 | 3.20 | 3.84 | 31 |
| 61 | copy_layer | 3.74 | 3.40 | 3.99 | 31 |
| 62 | copy_layer | 3.55 | 3.23 | 3.80 | 31 |
| 63 | copy_layer | 3.56 | 3.11 | 3.92 | 31 |
| 64 | copy_layer | 3.69 | 3.35 | 4.03 | 31 |
| 65 | copy_layer | 3.81 | 3.33 | 4.08 | 31 |
| 66 | copy_layer | 3.79 | 3.40 | 4.08 | 31 |
| 67 | copy_layer | 3.89 | 3.34 | 4.36 | 31 |
| 68 | copy_layer | 3.81 | 3.47 | 4.07 | 31 |
| 69 | copy_layer | 3.82 | 3.44 | 4.28 | 31 |
| 70 | copy_layer | 3.71 | 3.27 | 4.00 | 31 |
| 71 | copy_layer | 3.84 | 3.52 | 4.20 | 31 |
| 72 | copy_layer | 3.77 | 3.35 | 4.00 | 31 |
| 73 | copy_layer | 3.79 | 3.29 | 4.04 | 31 |
| 74 | copy_layer | 3.80 | 3.32 | 4.12 | 31 |
| 75 | copy_layer | 3.87 | 3.55 | 4.12 | 31 |
| 76 | copy_layer | 3.71 | 3.20 | 4.03 | 31 |
| 77 | copy_layer | 3.79 | 3.52 | 4.05 | 31 |
| 78 | copy_layer | 3.59 | 3.31 | 3.93 | 31 |
| 79 | copy_layer | 3.66 | 3.28 | 4.08 | 31 |
| 80 | copy_layer | 3.73 | 3.33 | 4.17 | 31 |
| 81 | copy_layer | 3.81 | 3.47 | 4.11 | 31 |
| 82 | copy_layer | 3.76 | 3.33 | 3.97 | 31 |
| 83 | copy_layer | 3.88 | 3.52 | 4.11 | 31 |
| 84 | copy_layer | 3.81 | 3.52 | 4.27 | 31 |
| 85 | copy_layer | 3.85 | 3.60 | 4.09 | 31 |
| 86 | copy_layer | 3.83 | 3.60 | 4.05 | 31 |
| 87 | copy_layer | 3.89 | 3.51 | 4.13 | 31 |
| 88 | copy_layer | 3.78 | 3.33 | 4.11 | 31 |
| 89 | copy_layer | 3.83 | 3.51 | 4.05 | 31 |
| 90 | copy_layer | 3.75 | 3.28 | 4.15 | 31 |
| 91 | copy_layer | 3.84 | 3.43 | 4.17 | 31 |
| 92 | copy_layer | 3.76 | 3.35 | 4.00 | 31 |
