[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
   67 UNKNOWN                  30      12.80      12.08      13.36       0.29
   68 UNKNOWN                  30      15.16      14.50      15.55       0.24
   69 UNKNOWN                  30       8.22       7.72       8.80       0.28
   70 UNKNOWN                  30      16.01      15.07      17.83       0.97
   71 UNKNOWN                  30      42.21      38.20      44.65       1.64
   72 UNKNOWN                  30      23.56      21.83      25.40       0.98
   73 UNKNOWN                  30       4.85       4.24       5.51       0.32
   74 UNKNOWN                  30      13.88      13.24      14.32       0.29
   75 UNKNOWN                  30       9.87       9.49      10.36       0.23
   76 UNKNOWN                  30      12.71      11.92      13.43       0.34
   77 UNKNOWN                  30      15.23      14.76      15.57       0.21
   78 UNKNOWN                  30       8.12       7.56       8.60       0.25
   79 UNKNOWN                  30      16.85      15.31      18.20       0.95
   80 UNKNOWN                  30      43.90      38.33      49.92       3.15
   81 UNKNOWN                  30      23.41      21.71      26.32       1.12
   82 UNKNOWN                  30       4.79       4.40       5.65       0.27
   83 UNKNOWN                  30      13.94      13.43      14.40       0.24
   84 UNKNOWN                  30       9.77       9.48      10.00       0.13
   85 UNKNOWN                  30      12.76      11.96      13.62       0.31
   86 UNKNOWN                  30      15.32      14.76      15.80       0.23
   87 UNKNOWN                  30       8.24       7.67       8.60       0.23
   88 UNKNOWN                  30      16.59      15.07      18.30       0.92
   89 UNKNOWN                  30      43.42      40.49      46.20       1.43
   90 UNKNOWN                  30      23.47      21.95      26.28       1.09
   91 UNKNOWN                  30       4.89       4.28       6.01       0.44
   92 UNKNOWN                  30      13.80      13.23      14.20       0.20
   93 UNKNOWN                  30       9.56       9.22      10.77       0.28
   94 UNKNOWN                  30      12.76      12.10      13.31       0.27
   95 UNKNOWN                  30      15.18      14.60      15.76       0.29
   96 UNKNOWN                  30       8.13       7.49       8.60       0.24
   97 UNKNOWN                  30      17.28      15.64      18.25       0.72
   98 UNKNOWN                  30      42.53      38.60      45.47       2.01
   99 UNKNOWN                  30      23.38      21.52      26.12       1.26
  100 UNKNOWN                  30       5.28       4.51       8.01       0.68
  101 UNKNOWN                  30      13.74      13.23      14.45       0.28
  102 UNKNOWN                  30      10.06       9.64      11.08       0.26
  103 UNKNOWN                  30      12.77      12.00      13.64       0.40
  104 UNKNOWN                  30      15.24      14.95      15.56       0.18
  105 UNKNOWN                  30       8.17       7.55       8.89       0.36
  106 UNKNOWN                  30      16.17      15.07      18.24       1.01
  107 UNKNOWN                  30      42.54      39.30      45.81       1.68
  108 UNKNOWN                  30      24.03      21.91      26.84       1.17
  109 UNKNOWN                  30       4.91       4.27       6.28       0.44
  110 UNKNOWN                  30      13.68      13.03      14.16       0.23
  111 UNKNOWN                  30      10.08       9.76      10.44       0.17
  112 UNKNOWN                  30      12.69      11.75      13.25       0.37
  113 UNKNOWN                  30      15.37      14.51      15.91       0.28
  114 UNKNOWN                  30       8.18       7.77       8.64       0.24
  115 UNKNOWN                  30      16.21      14.47      17.36       0.83
  116 UNKNOWN                  30      41.37      38.93      45.41       1.48
  117 UNKNOWN                  30      23.68      21.88      25.68       1.01
  118 UNKNOWN                  30       5.07       4.44       6.28       0.50
  119 UNKNOWN                  30      13.89      13.39      14.44       0.26
  120 UNKNOWN                  30       9.96       9.68      10.24       0.15
  121 UNKNOWN                  30      12.83      12.06      13.49       0.37
  122 UNKNOWN                  30      15.39      14.88      15.84       0.23
  123 UNKNOWN                  30       8.15       7.31       8.68       0.34
  124 UNKNOWN                  30      15.67      14.48      17.08       0.79
  125 UNKNOWN                  30      42.96      39.13      46.37       1.74
  126 UNKNOWN                  30      23.50      21.88      25.36       1.05
  127 UNKNOWN                  30       4.78       4.36       5.68       0.31
  128 UNKNOWN                  30      13.76      13.35      14.24       0.21
  129 UNKNOWN                  30       9.59       9.30      10.09       0.14
  130 UNKNOWN                  30      13.03      12.31      13.83       0.34
  131 UNKNOWN                  30      15.21      14.27      15.71       0.29
  132 UNKNOWN                  30       8.09       7.47       8.76       0.32
  133 UNKNOWN                  30      16.38      15.49      17.89       0.76
  134 UNKNOWN                  30      42.06      39.11      44.68       1.37
  135 UNKNOWN                  30      23.56      22.00      26.20       1.10
  136 UNKNOWN                  30       4.99       4.47       6.00       0.36
  137 UNKNOWN                  30      13.81      13.31      14.19       0.19
  138 UNKNOWN                  30       9.92       9.56      10.53       0.20
  139 UNKNOWN                  30      12.94      11.63      13.59       0.41
  140 UNKNOWN                  30      15.31      14.84      15.68       0.24
  141 UNKNOWN                  30       7.88       6.83       8.40       0.32
  142 UNKNOWN                  30      16.32      15.52      18.20       0.72
  143 UNKNOWN                  30      41.98      40.44      44.08       1.15
  144 UNKNOWN                  30      23.68      21.99      25.44       0.98
  145 UNKNOWN                  30       5.04       4.49       5.84       0.35
  146 UNKNOWN                  30      13.87      13.32      14.28       0.24
  147 UNKNOWN                  30      10.04       9.76      10.44       0.19
  148 UNKNOWN                  30      12.74      11.99      13.32       0.37
  149 UNKNOWN                  30      15.26      14.75      15.76       0.28
  150 UNKNOWN                  30       7.92       7.41       8.49       0.28
  151 UNKNOWN                  30      16.56      15.23      18.20       1.02
  152 UNKNOWN                  30      41.35      39.17      43.84       1.42
  153 UNKNOWN                  30      23.52      22.07      24.91       1.03
  154 UNKNOWN                  30       5.12       4.60       6.07       0.40
  155 UNKNOWN                  30      13.77      13.40      14.35       0.22
  156 UNKNOWN                  30       9.96       9.68      10.23       0.16
  157 UNKNOWN                  30      12.88      12.17      13.61       0.40
  158 UNKNOWN                  30      15.29      14.88      15.85       0.24
  159 UNKNOWN                  30       7.17       6.81       7.68       0.25
  160 UNKNOWN                  30      17.00      15.11      18.24       0.78
  161 UNKNOWN                  30      41.41      38.61      46.33       1.79
  162 UNKNOWN                  30      23.39      21.60      25.00       1.09
  163 UNKNOWN                  30       5.21       4.55       7.73       0.58
  164 UNKNOWN                  30      13.77      13.36      14.20       0.22
  165 UNKNOWN                  30       9.66       9.33      10.37       0.19
  166 UNKNOWN                  30      12.90      11.83      13.35       0.35
  167 UNKNOWN                  30      15.21      14.49      15.72       0.26
  168 UNKNOWN                  30       8.18       7.51       8.68       0.33
  169 UNKNOWN                  30      16.60      14.88      17.93       0.97
  170 UNKNOWN                  30      42.20      39.00      45.53       1.60
  171 UNKNOWN                  30      23.12      21.67      24.88       0.93
  172 UNKNOWN                  30       4.99       4.55       5.69       0.27
  173 UNKNOWN                  30      13.78      13.22      14.40       0.28
  174 UNKNOWN                  30       9.68       9.36       9.96       0.16
  175 UNKNOWN                  30      12.79      11.96      13.44       0.34
  176 UNKNOWN                  30      15.14      14.67      15.60       0.25
  177 UNKNOWN                  30       8.09       7.68       8.73       0.24
  178 UNKNOWN                  30      15.47      14.80      17.23       0.64
  179 UNKNOWN                  30      42.73      40.65      46.41       1.44
  180 UNKNOWN                  30      23.33      21.80      25.91       1.10
  181 UNKNOWN                  30       4.92       4.48       5.88       0.33
  182 UNKNOWN                  30      13.91      13.31      14.44       0.28
  183 UNKNOWN                  30       9.93       9.64      10.65       0.22
  184 UNKNOWN                  30      12.78      11.91      13.36       0.37
  185 UNKNOWN                  30      15.21      14.55      15.75       0.27
  186 UNKNOWN                  30       8.07       7.39       8.80       0.36
  187 UNKNOWN                  30      16.13      14.63      17.39       0.99
  188 UNKNOWN                  30      43.80      39.37      48.45       2.20
  189 UNKNOWN                  30      23.62      21.89      24.97       1.02
  190 UNKNOWN                  30       4.83       4.33       6.40       0.48
  191 UNKNOWN                  30      13.85      13.28      14.45       0.26
  192 UNKNOWN                  30       9.82       9.43      10.04       0.14
  193 UNKNOWN                  30      12.76      11.17      13.37       0.43
  194 UNKNOWN                  30      15.29      14.87      15.80       0.23
  195 UNKNOWN                  30       8.07       7.63       8.56       0.24
  196 UNKNOWN                  30      16.44      14.71      17.84       1.12
  197 UNKNOWN                  30      42.99      40.20      45.93       1.35
  198 UNKNOWN                  30      23.47      22.13      26.20       1.13
  199 UNKNOWN                  30       5.02       4.45       6.89       0.53
  200 UNKNOWN                  30      13.71      13.13      14.16       0.24
  201 UNKNOWN                  30       9.71       9.49       9.98       0.13
  202 UNKNOWN                  30      12.82      11.43      13.59       0.52
  203 UNKNOWN                  30      15.20      14.76      15.72       0.22
  204 UNKNOWN                  30       8.08       7.36       8.73       0.33
  205 UNKNOWN                  30      15.60      14.68      17.32       0.74
  206 UNKNOWN                  30      45.26      41.99      49.28       1.52
  207 UNKNOWN                  30      22.89      21.51      25.48       1.10
  208 UNKNOWN                  30       5.20       4.48       7.24       0.63
  209 UNKNOWN                  30      13.82      13.27      14.33       0.24
  210 UNKNOWN                  30       9.84       9.52      10.17       0.20
  211 UNKNOWN                  30      12.90      11.84      13.36       0.36
  212 UNKNOWN                  30      15.09      14.72      15.60       0.23
  213 UNKNOWN                  30       8.23       7.72       8.69       0.25
  214 UNKNOWN                  30      15.81      14.99      17.48       0.60
  215 UNKNOWN                  30      42.29      39.16      45.08       1.56
  216 UNKNOWN                  30      23.21      21.61      24.76       1.09
  217 UNKNOWN                  30       4.90       4.27       5.72       0.40
  218 UNKNOWN                  30      13.74      13.32      14.19       0.24
  219 UNKNOWN                  30       9.88       9.56      10.21       0.16
  220 UNKNOWN                  30      12.78      12.31      13.36       0.26
  221 UNKNOWN                  30      15.18      14.52      15.60       0.25
  222 UNKNOWN                  30       8.00       7.52       8.41       0.23
  223 UNKNOWN                  30      16.12      14.72      17.31       0.68
  224 UNKNOWN                  30      41.41      39.30      44.02       1.34
  225 UNKNOWN                  30      23.63      21.98      25.86       1.07
  226 UNKNOWN                  30       4.74       4.28       5.44       0.24
  227 UNKNOWN                  30      13.79      13.24      14.40       0.23
  228 UNKNOWN                  30       9.84       9.59      10.08       0.14
  229 UNKNOWN                  30      12.65      11.81      13.45       0.49
  230 UNKNOWN                  30      15.16      14.60      15.84       0.21
  231 UNKNOWN                  30       8.14       7.60       8.72       0.29
  232 UNKNOWN                  30      16.05      14.51      17.51       1.03
  233 UNKNOWN                  30      41.63      38.93      44.36       1.57
  234 UNKNOWN                  30      23.29      21.96      25.04       1.05
  235 UNKNOWN                  30       4.82       4.37       5.81       0.28
  236 UNKNOWN                  30      13.60      13.20      14.35       0.22
  237 UNKNOWN                  30       9.56       9.37       9.78       0.11
  238 UNKNOWN                  30      12.74      11.95      13.47       0.39
  239 UNKNOWN                  30      15.29      14.87      15.67       0.22
  240 UNKNOWN                  30       7.89       7.09       8.45       0.27
  241 UNKNOWN                  30      16.08      14.80      17.89       0.94
  242 UNKNOWN                  30      41.87      39.67      44.15       1.26
  243 UNKNOWN                  30      23.22      21.55      24.93       1.07
  244 UNKNOWN                  30       5.86       4.20       7.20       1.01
  245 UNKNOWN                  27       2.94       0.01      73.24      13.79
  246 UNKNOWN                  27       0.31       0.01       1.15       0.31
  247 UNKNOWN                  29      12.88       0.01      74.35      27.61
  248 UNKNOWN                  27       5.69       0.01      74.60      19.32
  249 UNKNOWN                  29       0.26       0.02       0.84       0.23
  250 UNKNOWN                  24       0.23       0.04       0.55       0.17
  251 UNKNOWN                  27      11.30       0.02      76.44      26.52
  252 UNKNOWN                  26       3.07       0.02      75.16      14.42
  253 UNKNOWN                  25       0.20       0.01       0.72       0.24
  254 UNKNOWN                  28       0.22       0.01       0.68       0.17
  255 UNKNOWN                  26       5.87       0.01      74.07      19.58
  256 UNKNOWN                  24       0.26       0.01       0.84       0.25
  257 UNKNOWN                  27       0.28       0.01       2.06       0.39
  258 UNKNOWN                  25       0.29       0.03       1.08       0.26
  259 UNKNOWN                  25       9.22       0.01      75.36      24.12
  260 UNKNOWN                  27       8.64       0.01      76.31      23.85
  261 UNKNOWN                  27       3.02       0.04      76.12      14.34
  262 UNKNOWN                  25       0.31       0.04       0.93       0.25
  263 UNKNOWN                  26       6.13       0.01      75.87      20.12
  264 UNKNOWN                  25       3.26       0.01      74.67      14.58
  265 UNKNOWN                  23       0.38       0.03       1.67       0.43
  266 UNKNOWN                  27       0.30       0.01       0.88       0.25
  267 UNKNOWN                  28       0.25       0.01       1.13       0.27
  268 UNKNOWN                  27       5.62       0.01      72.72      18.85
  269 UNKNOWN                  28       0.26       0.04       1.56       0.29
  270 UNKNOWN                  25       0.31       0.02       2.08       0.40
  271 UNKNOWN                  28       2.95       0.01      75.82      14.03
  272 UNKNOWN                  29       2.66       0.01      72.56      13.21
  273 UNKNOWN                  26       0.23       0.03       0.96       0.22
  274 UNKNOWN                  24       0.20       0.02       0.63       0.17
  275 UNKNOWN                  24       0.27       0.01       0.95       0.28
  276 UNKNOWN                  30       0.25       0.01       1.13       0.23
  277 UNKNOWN                  30       0.53       0.04       2.07       0.51
  278 UNKNOWN                  28       0.53       0.04       1.49       0.38
  279 UNKNOWN                  27       0.52       0.03       2.52       0.53
  280 UNKNOWN                  30       0.49       0.01       1.80       0.45
  281 UNKNOWN                  28       0.55       0.03       1.68       0.44
  282 UNKNOWN                  28       3.14       0.07      27.15       8.12
  283 UNKNOWN                  29       1.41       0.04      29.23       5.27
  284 UNKNOWN                  27       5.28       0.01      29.03      10.48
  285 UNKNOWN                  27       6.31       0.03      29.40      11.09
  286 UNKNOWN                  29       4.37       0.03      28.90       9.59
  287 UNKNOWN                  29       1.63       0.03      29.12       5.24
  288 UNKNOWN                  28       6.29       0.01      28.80      11.27
  289 UNKNOWN                  27       2.39       0.08      28.19       7.25
  290 UNKNOWN                  28       0.34       0.01       0.80       0.24
  291 UNKNOWN                  27       1.48       0.01      27.68       5.18
  292 UNKNOWN                  28       1.34       0.04      28.43       5.22
  293 UNKNOWN                  30       0.64       0.01       1.85       0.52
  294 UNKNOWN                  28       0.95       0.06       3.24       0.81
  295 UNKNOWN                  30       5.37       4.90       5.81       0.21
  296 UNKNOWN                  30       5.19       5.09       5.35       0.06

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4343.3      4.343   100.0%
TOTAL                             4343.3      4.343

Saved raw event timing to event_timing.json
