[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  28     191.53     178.56     272.64      22.14
    2 UNKNOWN                  29      14.66      12.67      16.27       0.92
    3 UNKNOWN                  29      16.99      15.24      20.76       1.18
    4 UNKNOWN                  29      10.13       9.81      10.73       0.20
    5 UNKNOWN                  29      12.36      11.73      12.88       0.33
    6 UNKNOWN                  29      15.17      14.57      15.86       0.32
    7 UNKNOWN                  29       7.83       7.34       8.77       0.30
    8 UNKNOWN                  29       4.45       3.61       5.34       0.44
    9 UNKNOWN                  29      32.05      30.78      32.98       0.58
   10 UNKNOWN                  29      50.45      49.20      51.76       0.55
   11 UNKNOWN                  29      13.68      13.31      14.03       0.20
   12 UNKNOWN                  29       9.69       9.29      11.47       0.37
   13 UNKNOWN                  29      12.63      11.99      13.45       0.38
   14 UNKNOWN                  29      15.17      14.38      15.62       0.24
   15 UNKNOWN                  29       6.95       6.57       7.83       0.27
   16 UNKNOWN                  29      16.22      15.55      17.37       0.49
   17 UNKNOWN                  29      44.56      39.73      49.27       2.10
   18 UNKNOWN                  29      23.13      21.39      25.28       0.95
   19 UNKNOWN                  29       4.77       4.42       5.34       0.23
   20 UNKNOWN                  29      13.61      13.06      14.42       0.28
   21 UNKNOWN                  29       9.45       9.10       9.94       0.24
   22 UNKNOWN                  29      12.35      11.54      12.98       0.36
   23 UNKNOWN                  29      15.30      14.72      15.81       0.28
   24 UNKNOWN                  29       7.80       7.26       8.53       0.29
   25 UNKNOWN                  29      16.65      15.28      18.21       0.89
   26 UNKNOWN                  29      41.56      38.14      43.40       1.20
   27 UNKNOWN                  29      22.97      21.43      25.11       0.94
   28 UNKNOWN                  29       4.79       4.24       5.55       0.27
   29 UNKNOWN                  29      13.48      13.08      14.17       0.24
   30 UNKNOWN                  29       9.80       9.40      10.39       0.20
   31 UNKNOWN                  29      12.23      11.47      12.97       0.34
   32 UNKNOWN                  29      15.15      14.63      15.66       0.28
   33 UNKNOWN                  29       7.90       7.44       8.40       0.23
   34 UNKNOWN                  29      16.76      15.39      18.33       1.07
   35 UNKNOWN                  29      41.43      37.75      44.57       1.67
   36 UNKNOWN                  29      23.39      21.79      24.83       0.97
   37 UNKNOWN                  29       4.75       3.87       5.74       0.36
   38 UNKNOWN                  29      13.71      13.38      14.16       0.20
   39 UNKNOWN                  29       9.80       9.47      10.11       0.15
   40 UNKNOWN                  29      12.32      11.15      13.17       0.46
   41 UNKNOWN                  29      15.10      14.67      15.59       0.25
   42 UNKNOWN                  29       7.92       7.36       8.39       0.25
   43 UNKNOWN                  29      16.33      15.18      17.91       0.87
   44 UNKNOWN                  29      42.81      40.60      47.76       1.91
   45 UNKNOWN                  29      23.03      21.53      24.80       0.92
   46 UNKNOWN                  29       4.77       4.18       7.43       0.59
   47 UNKNOWN                  29      13.55      13.00      13.96       0.23
   48 UNKNOWN                  29       9.60       9.23      10.21       0.21
   49 UNKNOWN                  29      12.69      12.05      13.27       0.37
   50 UNKNOWN                  29      15.37      14.88      15.82       0.27
   51 UNKNOWN                  29       7.81       7.13       8.48       0.35
   52 UNKNOWN                  29      15.48      14.84      17.23       0.59
   53 UNKNOWN                  29      42.72      39.51      45.39       1.17
   54 UNKNOWN                  29      23.23      21.57      25.92       1.25
   55 UNKNOWN                  29       4.91       4.36       5.82       0.36
   56 UNKNOWN                  29      13.62      13.35      14.08       0.17
   57 UNKNOWN                  29       9.49       9.18       9.78       0.16
   58 UNKNOWN                  29      12.33      11.42      13.36       0.40
   59 UNKNOWN                  29      15.27      14.60      15.68       0.28
   60 UNKNOWN                  29       7.87       7.24       8.30       0.29
   61 UNKNOWN                  29      16.13      14.76      17.98       0.89
   62 UNKNOWN                  29      42.95      39.85      45.28       1.55
   63 UNKNOWN                  29      23.20      21.04      25.12       1.16
   64 UNKNOWN                  29       4.82       4.36       5.93       0.33
   65 UNKNOWN                  29      13.69      12.93      14.12       0.27
   66 UNKNOWN                  29       9.80       9.54      10.22       0.17
   67 UNKNOWN                  29      12.31      11.50      12.98       0.38
   68 UNKNOWN                  29      15.13      14.76      15.70       0.21
   69 UNKNOWN                  29       8.04       7.42       8.79       0.29
   70 UNKNOWN                  29      16.10      15.06      17.72       0.77
   71 UNKNOWN                  29      42.65      39.72      46.08       1.57
   72 UNKNOWN                  29      23.44      22.00      24.71       0.87
   73 UNKNOWN                  29       5.18       4.48       7.37       0.63
   74 UNKNOWN                  29      13.72      13.39      14.24       0.22
   75 UNKNOWN                  29       9.82       9.47      10.56       0.21
   76 UNKNOWN                  29      12.38      11.59      13.37       0.41
   77 UNKNOWN                  29      15.08      14.57      15.54       0.25
   78 UNKNOWN                  29       8.22       7.58       8.74       0.30
   79 UNKNOWN                  29      16.04      14.90      17.99       0.79
   80 UNKNOWN                  29      43.13      39.93      47.09       1.91
   81 UNKNOWN                  29      23.40      21.84      25.88       1.06
   82 UNKNOWN                  29       5.08       4.31       8.08       0.72
   83 UNKNOWN                  29      13.76      13.30      14.21       0.22
   84 UNKNOWN                  29       9.48       9.17      10.15       0.20
   85 UNKNOWN                  29      12.72      12.03      13.59       0.34
   86 UNKNOWN                  29      15.39      14.88      15.88       0.24
   87 UNKNOWN                  29       8.06       7.58       8.64       0.26
   88 UNKNOWN                  29      15.67      14.83      16.56       0.44
   89 UNKNOWN                  29      43.55      41.16      47.16       1.35
   90 UNKNOWN                  29      23.18      22.04      25.36       1.00
   91 UNKNOWN                  29       4.72       4.26       5.72       0.38
   92 UNKNOWN                  29      13.80      13.28      14.23       0.22
   93 UNKNOWN                  29       9.51       9.06       9.98       0.21
   94 UNKNOWN                  29      12.37      11.69      13.02       0.30
   95 UNKNOWN                  29      15.21      14.77      15.62       0.25
   96 UNKNOWN                  29       7.96       7.33       8.48       0.33
   97 UNKNOWN                  29      16.32      15.23      17.84       0.71
   98 UNKNOWN                  29      41.66      38.57      43.72       1.35
   99 UNKNOWN                  29      24.31      22.04      26.88       1.29
  100 UNKNOWN                  29       4.93       4.36       7.73       0.58
