[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  230 UNKNOWN                  29      15.11      14.72      15.60       0.25
  231 UNKNOWN                  29       8.29       7.63       8.75       0.30
  232 UNKNOWN                  29      15.55      14.78      16.08       0.37
  233 UNKNOWN                  29      41.76      40.06      43.85       1.05
  234 UNKNOWN                  29      23.41      21.95      25.00       0.97
  235 UNKNOWN                  29       4.59       4.12       5.36       0.27
  236 UNKNOWN                  29      13.73      13.26      14.22       0.22
  237 UNKNOWN                  29       9.82       9.60      10.08       0.13
  238 UNKNOWN                  29      12.45      11.45      13.26       0.44
  239 UNKNOWN                  29      14.97      14.46      15.48       0.25
  240 UNKNOWN                  29       8.03       7.41       8.65       0.30
  241 UNKNOWN                  29      15.59      14.59      17.49       0.72
  242 UNKNOWN                  29      42.55      39.36      46.52       1.50
  243 UNKNOWN                  29      22.82      20.99      24.84       1.05
  244 UNKNOWN                  29       5.76       4.29       6.76       0.94
  245 UNKNOWN                  29       2.70       0.01      73.29      13.34
  246 UNKNOWN                  27       0.19       0.01       0.84       0.18
  247 UNKNOWN                  25       0.38       0.04       1.72       0.37
  248 UNKNOWN                  26       0.26       0.01       1.71       0.38
  249 UNKNOWN                  25       3.20       0.01      74.52      14.56
  250 UNKNOWN                  22       7.11       0.01      76.07      21.72
  251 UNKNOWN                  25       6.17       0.01      74.59      20.07
  252 UNKNOWN                  26       3.21       0.01      77.05      14.77
  253 UNKNOWN                  25       6.09       0.01      74.74      20.12
  254 UNKNOWN                  28       2.90       0.01      74.96      13.87
  255 UNKNOWN                  22       0.18       0.01       0.61       0.15
  256 UNKNOWN                  26       8.89       0.01      75.99      23.71
  257 UNKNOWN                  25       3.22       0.01      75.48      14.75
  258 UNKNOWN                  24       0.23       0.01       0.83       0.21
  259 UNKNOWN                  28       2.99       0.01      73.87      13.65
  260 UNKNOWN                  26       5.88       0.01      75.21      19.69
  261 UNKNOWN                  27       0.24       0.01       1.49       0.33
  262 UNKNOWN                  27       0.20       0.01       0.65       0.19
  263 UNKNOWN                  26       3.24       0.01      79.31      15.22
  264 UNKNOWN                  18       0.17       0.01       0.88       0.20
  265 UNKNOWN                  25       0.27       0.01       1.17       0.30
  266 UNKNOWN                  26       3.14       0.01      75.03      14.38
  267 UNKNOWN                  19       0.26       0.02       1.15       0.27
  268 UNKNOWN                  25       3.22       0.01      76.24      14.91
  269 UNKNOWN                  23       0.25       0.01       1.52       0.31
  270 UNKNOWN                  23       3.46       0.03      74.39      15.12
  271 UNKNOWN                  23       6.87       0.01      76.15      21.36
  272 UNKNOWN                  27       2.99       0.01      75.53      14.23
  273 UNKNOWN                  23       3.35       0.01      73.70      15.00
  274 UNKNOWN                  23       3.49       0.01      76.34      15.53
  275 UNKNOWN                  25       9.27       0.01      76.22      24.63
  276 UNKNOWN                  23       0.22       0.03       0.80       0.23
  277 UNKNOWN                  29       0.63       0.04       2.04       0.54
  278 UNKNOWN                  28       0.46       0.04       1.23       0.32
  279 UNKNOWN                  29       0.80       0.04       3.63       0.83
  280 UNKNOWN                  29       0.65       0.03       2.96       0.68
  281 UNKNOWN                  29       0.63       0.04       2.31       0.54
  282 UNKNOWN                  28       2.39       0.03      28.08       7.13
  283 UNKNOWN                  26       7.75       0.04      29.08      12.28
  284 UNKNOWN                  28       4.27       0.04      28.08       9.56
  285 UNKNOWN                  25       2.49       0.01      29.15       7.56
  286 UNKNOWN                  28       0.32       0.01       1.12       0.29
  287 UNKNOWN                  28       3.21       0.03      26.81       8.03
  288 UNKNOWN                  29       2.12       0.01      26.73       6.62
  289 UNKNOWN                  25       1.46       0.03      27.64       5.36
  290 UNKNOWN                  24       3.85       0.01      28.06       8.96
  291 UNKNOWN                  25       1.46       0.04      28.71       5.58
  292 UNKNOWN                  28       4.40       0.01      29.16       9.75
  293 UNKNOWN                  26       0.34       0.01       1.28       0.32
  294 UNKNOWN                  27       0.34       0.01       1.35       0.32
  295 UNKNOWN                  29       5.34       4.93       5.98       0.26
  296 UNKNOWN                  29       5.12       4.85       5.31       0.11

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4318.0      4.318   100.0%
TOTAL                             4318.0      4.318

Saved raw event timing to event_timing.json
