[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     191.74     175.00     243.24      11.93
    2 UNKNOWN                  30      14.33      12.66      16.06       0.79
    3 UNKNOWN                  30      16.74      15.44      18.40       0.83
    4 UNKNOWN                  30       9.87       9.50      10.22       0.18
    5 UNKNOWN                  30      12.39      11.35      13.34       0.45
    6 UNKNOWN                  30      15.18      14.75      15.71       0.30
    7 UNKNOWN                  30       7.66       7.18       8.16       0.21
    8 UNKNOWN                  30       3.87       3.18       4.64       0.42
    9 UNKNOWN                  30      35.71      34.16      37.52       0.85
   10 UNKNOWN                  30      50.28      49.32      51.84       0.61
   11 UNKNOWN                  30      13.65      13.31      14.32       0.24
   12 UNKNOWN                  30       9.80       9.43      10.13       0.16
   13 UNKNOWN                  30      12.49      11.45      13.24       0.42
   14 UNKNOWN                  30      15.05      14.56      15.52       0.24
   15 UNKNOWN                  30       7.13       6.54       7.78       0.26
   16 UNKNOWN                  30      16.23      15.57      17.12       0.42
   17 UNKNOWN                  30      43.83      41.10      46.41       1.42
   18 UNKNOWN                  30      23.00      21.47      25.32       1.07
   19 UNKNOWN                  30       4.71       4.04       5.28       0.26
   20 UNKNOWN                  30      13.65      12.98      14.06       0.28
   21 UNKNOWN                  30       9.94       9.28      10.30       0.24
   22 UNKNOWN                  30      12.47      11.68      13.02       0.34
   23 UNKNOWN                  30      15.16      14.81      15.52       0.23
   24 UNKNOWN                  30       7.82       7.34       8.42       0.28
   25 UNKNOWN                  30      16.87      15.63      18.55       0.79
   26 UNKNOWN                  30      43.45      40.08      47.46       1.80
   27 UNKNOWN                  30      23.42      21.66      25.36       1.11
   28 UNKNOWN                  30       4.87       3.95       6.14       0.49
   29 UNKNOWN                  30      13.65      12.79      14.20       0.28
   30 UNKNOWN                  30       9.64       9.35      10.08       0.19
   31 UNKNOWN                  30      12.16      11.46      12.90       0.35
   32 UNKNOWN                  30      14.96      14.60      15.51       0.24
   33 UNKNOWN                  30       8.04       7.53       8.88       0.28
   34 UNKNOWN                  30      16.88      15.36      17.99       0.82
   35 UNKNOWN                  30      42.73      39.11      47.27       1.90
   36 UNKNOWN                  30      22.72      21.35      24.60       0.96
   37 UNKNOWN                  30       4.71       3.89       5.24       0.33
   38 UNKNOWN                  30      13.67      13.02      14.06       0.22
   39 UNKNOWN                  30       9.65       9.42      10.27       0.16
   40 UNKNOWN                  30      12.79      11.63      13.35       0.42
   41 UNKNOWN                  30      15.09      14.62      15.48       0.22
   42 UNKNOWN                  30       7.88       7.24       8.43       0.29
   43 UNKNOWN                  30      15.93      14.76      17.50       0.78
   44 UNKNOWN                  30      41.85      39.00      44.66       1.22
   45 UNKNOWN                  30      22.55      21.55      24.24       0.81
   46 UNKNOWN                  30       5.05       4.31       8.04       0.79
   47 UNKNOWN                  30      13.41      12.96      13.86       0.25
   48 UNKNOWN                  30       9.96       9.69      10.29       0.15
   49 UNKNOWN                  30      12.52      11.78      13.19       0.41
