[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  149 UNKNOWN                  29      15.19      14.75      15.52       0.22
  150 UNKNOWN                  29       7.77       7.09       8.25       0.31
  151 UNKNOWN                  29      16.09      14.91      17.91       0.73
  152 UNKNOWN                  29      41.19      38.85      43.46       1.34
  153 UNKNOWN                  29      23.80      21.90      24.92       0.95
  154 UNKNOWN                  29       5.02       4.26       8.15       0.74
  155 UNKNOWN                  29      14.12      13.55      14.74       0.27
  156 UNKNOWN                  29       9.83       9.42      10.12       0.18
  157 UNKNOWN                  29      12.27      11.09      13.19       0.46
  158 UNKNOWN                  29      15.13      14.49      15.47       0.24
  159 UNKNOWN                  29       7.02       6.63       7.50       0.25
  160 UNKNOWN                  29      16.40      14.87      17.89       1.07
  161 UNKNOWN                  29      42.31      39.06      47.64       1.92
  162 UNKNOWN                  29      23.44      22.22      25.37       0.98
  163 UNKNOWN                  29       4.89       4.21       6.13       0.39
  164 UNKNOWN                  29      14.32      13.76      14.72       0.23
  165 UNKNOWN                  29       9.96       9.55      10.75       0.24
  166 UNKNOWN                  29      12.53      11.86      13.17       0.36
  167 UNKNOWN                  29      15.04      14.52      15.50       0.26
  168 UNKNOWN                  29       7.86       7.08       8.44       0.29
  169 UNKNOWN                  29      15.58      15.00      16.53       0.31
  170 UNKNOWN                  29      42.91      40.85      47.03       1.43
  171 UNKNOWN                  29      23.54      21.91      26.00       1.18
  172 UNKNOWN                  29       4.89       4.06       5.77       0.43
  173 UNKNOWN                  29      14.05      13.35      14.44       0.24
  174 UNKNOWN                  29       9.61       9.08      10.70       0.27
  175 UNKNOWN                  29      12.46      11.78      13.07       0.33
  176 UNKNOWN                  29      15.03      14.46      15.61       0.28
  177 UNKNOWN                  29       7.93       7.40       8.42       0.25
  178 UNKNOWN                  29      15.69      14.62      17.37       0.74
  179 UNKNOWN                  29      41.73      39.06      45.89       1.37
  180 UNKNOWN                  29      23.76      21.69      25.47       0.99
  181 UNKNOWN                  29       5.02       4.27       6.20       0.49
  182 UNKNOWN                  29      14.23      13.73      14.60       0.24
  183 UNKNOWN                  29       9.87       9.64      10.11       0.14
  184 UNKNOWN                  29      12.71      11.88      13.27       0.39
  185 UNKNOWN                  29      15.12      14.46      15.80       0.25
  186 UNKNOWN                  29       7.96       7.21       8.42       0.28
  187 UNKNOWN                  29      15.94      14.95      17.58       0.71
  188 UNKNOWN                  29      41.85      39.33      47.04       1.63
  189 UNKNOWN                  29      23.76      22.08      27.20       1.16
  190 UNKNOWN                  29       4.78       4.24       7.27       0.54
  191 UNKNOWN                  29      13.92      13.43      14.45       0.25
  192 UNKNOWN                  29      10.14       9.97      10.38       0.13
  193 UNKNOWN                  29      12.36      11.27      13.11       0.52
  194 UNKNOWN                  29      15.21      14.84      15.80       0.30
  195 UNKNOWN                  29       7.87       7.32       8.55       0.33
  196 UNKNOWN                  29      16.42      15.07      17.88       0.97
  197 UNKNOWN                  29      41.62      38.94      44.24       1.50
  198 UNKNOWN                  29      23.47      21.75      25.22       0.96
  199 UNKNOWN                  29       5.10       4.33       7.83       0.69
  200 UNKNOWN                  29      14.32      13.77      14.87       0.28
  201 UNKNOWN                  29       9.66       9.36      10.16       0.20
  202 UNKNOWN                  29      12.63      11.86      13.33       0.45
  203 UNKNOWN                  29      15.01      14.58      15.61       0.29
  204 UNKNOWN                  29       7.94       7.26       8.25       0.27
  205 UNKNOWN                  29      16.65      15.24      18.37       1.03
  206 UNKNOWN                  29      43.71      39.79      49.91       2.38
  207 UNKNOWN                  29      23.16      21.52      24.98       1.11
  208 UNKNOWN                  29       4.99       4.54       6.53       0.43
  209 UNKNOWN                  29      14.39      13.80      14.91       0.26
  210 UNKNOWN                  29       9.49       9.23       9.84       0.16
  211 UNKNOWN                  29      12.57      11.55      13.55       0.47
  212 UNKNOWN                  29      15.29      14.82      15.98       0.26
  213 UNKNOWN                  29       7.85       7.23       8.41       0.28
  214 UNKNOWN                  29      16.97      15.26      18.13       0.99
  215 UNKNOWN                  29      41.04      38.91      44.88       1.66
  216 UNKNOWN                  29      23.68      21.99      25.76       1.11
  217 UNKNOWN                  29       4.93       4.07       6.09       0.43
  218 UNKNOWN                  29      14.34      13.96      14.72       0.21
  219 UNKNOWN                  29       9.75       9.51      10.06       0.13
  220 UNKNOWN                  29      12.85      11.68      13.43       0.40
  221 UNKNOWN                  29      15.12      14.67      15.80       0.25
  222 UNKNOWN                  29       7.98       7.33       8.35       0.25
  223 UNKNOWN                  29      16.35      14.67      17.60       1.01
  224 UNKNOWN                  29      41.04      38.73      43.82       1.42
  225 UNKNOWN                  29      23.85      21.72      25.38       1.13
  226 UNKNOWN                  29       4.76       4.20       5.95       0.32
  227 UNKNOWN                  29      14.37      13.72      14.83       0.29
  228 UNKNOWN                  29      10.24       9.94      10.50       0.13
  229 UNKNOWN                  29      12.20      11.34      13.06       0.50
  230 UNKNOWN                  29      15.15      14.78      15.64       0.23
  231 UNKNOWN                  29       7.97       7.40       8.42       0.26
  232 UNKNOWN                  29      16.65      15.00      17.99       0.95
  233 UNKNOWN                  29      40.89      38.71      43.82       1.39
  234 UNKNOWN                  29      24.07      22.16      25.87       0.91
  235 UNKNOWN                  29       4.78       4.34       5.58       0.31
  236 UNKNOWN                  29      14.15      13.80      14.53       0.19
  237 UNKNOWN                  29       9.84       9.53      10.20       0.14
  238 UNKNOWN                  29      12.59      11.76      13.33       0.37
  239 UNKNOWN                  29      15.05      14.50      15.50       0.31
  240 UNKNOWN                  29       7.76       7.32       8.11       0.19
  241 UNKNOWN                  29      16.03      15.05      17.92       0.74
  242 UNKNOWN                  29      41.83      39.72      45.97       1.42
  243 UNKNOWN                  29      23.02      21.63      24.75       0.97
  244 UNKNOWN                  29       5.84       4.19       6.95       1.00
  245 UNKNOWN                  28       2.76       0.01      72.65      13.45
  246 UNKNOWN                  27       0.14       0.01       0.48       0.11
  247 UNKNOWN                  26       5.65       0.01      72.66      19.15
  248 UNKNOWN                  27       0.15       0.01       0.56       0.14
  249 UNKNOWN                  26       0.21       0.01       0.92       0.24
  250 UNKNOWN                  26       0.15       0.01       0.76       0.15
  251 UNKNOWN                  27       0.12       0.01       0.40       0.11
  252 UNKNOWN                  26       2.81       0.01      70.42      13.52
  253 UNKNOWN                  27       0.17       0.01       0.63       0.15
  254 UNKNOWN                  27       0.16       0.01       0.61       0.13
  255 UNKNOWN                  28       2.62       0.01      69.46      12.86
  256 UNKNOWN                  24       3.03       0.01      70.27      14.02
  257 UNKNOWN                  21       3.48       0.01      70.34      14.95
  258 UNKNOWN                  23       0.19       0.01       0.89       0.18
  259 UNKNOWN                  24      14.92       0.01      72.38      28.83
  260 UNKNOWN                  27       8.04       0.02      72.93      22.30
