[EVENT_TIMING] 9176 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
-------------------------------------------------------------------------
    1 UNKNOWN                  29     196.58     176.04     264.80      28.36
    2 UNKNOWN                  30      14.26      12.74      16.66       0.84
    3 UNKNOWN                  30      16.64      15.20      18.36       0.76
    4 UNKNOWN                  30      10.07       9.74      10.58       0.18
    5 UNKNOWN                  30      12.33      11.54      12.96       0.30
    6 UNKNOWN                  30      15.25      14.83      15.86       0.25
    7 UNKNOWN                  30       7.66       7.24       8.10       0.28
    8 UNKNOWN                  30       3.88       3.35       4.97       0.44
    9 UNKNOWN                  30      35.63      33.95      37.47       0.74
   10 UNKNOWN                  30      50.53      49.46      51.64       0.71
   11 UNKNOWN                  30      13.59      13.05      13.96       0.24
   12 UNKNOWN                  30       9.86       9.41      10.20       0.21
   13 UNKNOWN                  30      12.13      11.55      12.67       0.26
   14 UNKNOWN                  30      15.20      14.72      15.62       0.24
   15 UNKNOWN                  30       6.99       6.69       7.45       0.21
   16 UNKNOWN                  30      16.73      15.81      18.26       0.71
   17 UNKNOWN                  30      44.30      38.19      48.94       2.51
   18 UNKNOWN                  30      23.22      21.68      25.61       1.14
   19 UNKNOWN                  30       4.55       4.06       4.98       0.25
   20 UNKNOWN                  30      13.67      13.20      14.14       0.27
   21 UNKNOWN                  30       9.72       9.24      10.16       0.17
   22 UNKNOWN                  30      12.18      11.62      12.98       0.36
   23 UNKNOWN                  30      15.21      14.57      15.77       0.32
   24 UNKNOWN                  30       8.10       7.63       8.55       0.27
   25 UNKNOWN                  30      16.86      15.30      18.48       0.97
   26 UNKNOWN                  30      41.76      39.94      44.36       1.18
   27 UNKNOWN                  30      23.58      21.70      25.92       1.03
   28 UNKNOWN                  30       4.61       4.12       5.37       0.22
   29 UNKNOWN                  30      13.56      13.20      13.94       0.21
   30 UNKNOWN                  30       9.53       9.24       9.98       0.19
   31 UNKNOWN                  30      12.05      11.64      12.70       0.26
   32 UNKNOWN                  30      15.03      14.47      15.68       0.26
   33 UNKNOWN                  30       8.09       7.49       8.56       0.27
   34 UNKNOWN                  30      16.03      14.78      17.95       0.78
   35 UNKNOWN                  30      43.97      40.40      46.80       1.89
   36 UNKNOWN                  30      24.04      21.20      26.06       1.24
   37 UNKNOWN                  30       4.59       4.12       5.27       0.26
   38 UNKNOWN                  30      13.77      13.18      14.14       0.22
   39 UNKNOWN                  30       9.77       9.42      10.41       0.23
   40 UNKNOWN                  30      12.46      11.62      13.02       0.38
   41 UNKNOWN                  30      15.18      14.60      15.79       0.28
   42 UNKNOWN                  30       8.08       7.56       8.58       0.25
